Year,AGS,Nationalität,Gebietseinheit,GeoCode,Value
2012,402,Ausländerinnen und Ausländer,Emden  Stadt,K03402,16
2012,403,Ausländerinnen und Ausländer,"Oldenburg(Oldb), Stadt",K03403,107
2012,404,Ausländerinnen und Ausländer,"Osnabrück, Stadt",K03404,74
2012,405,Ausländerinnen und Ausländer,"Wilhelmshaven, Stadt",K03405,19
2012,451,Ausländerinnen und Ausländer,Ammerland,K03451,29
2012,452,Ausländerinnen und Ausländer,Aurich,K03452,30
2012,453,Ausländerinnen und Ausländer,Cloppenburg,K03453,62
2012,454,Ausländerinnen und Ausländer,Emsland,K03454,115
2012,455,Ausländerinnen und Ausländer,Friesland,K03455,16
2012,456,Ausländerinnen und Ausländer,Grafschaft Bentheim,K03456,74
2012,457,Ausländerinnen und Ausländer,Leer,K03457,36
2012,458,Ausländerinnen und Ausländer,Oldenburg,K03458,43
2012,459,Ausländerinnen und Ausländer,Osnabrück,K03459,81
2012,460,Ausländerinnen und Ausländer,Vechta,K03460,90
2012,461,Ausländerinnen und Ausländer,Wesermarsch,K03461,18
2012,462,Ausländerinnen und Ausländer,Wittmund,K03462,12
2012,4,Ausländerinnen und Ausländer,Statistische Region Weser-Ems,K034,868
2012,0,Ausländerinnen und Ausländer,Niedersachsen,K030,2439
2013,101,Ausländerinnen und Ausländer,"Braunschweig, Stadt",K03101,117
2013,102,Ausländerinnen und Ausländer,"Salzgitter, Stadt",K03102,43
2013,103,Ausländerinnen und Ausländer,"Wolfsburg, Stadt",K03103,73
2013,151,Ausländerinnen und Ausländer,Gifhorn,K03151,31
2013,153,Ausländerinnen und Ausländer,Goslar,K03153,59
2013,154,Ausländerinnen und Ausländer,Helmstedt,K03154,19
2013,155,Ausländerinnen und Ausländer,Northeim,K03155,40
2013,157,Ausländerinnen und Ausländer,Peine,K03157,28
2013,158,Ausländerinnen und Ausländer,Wolfenbüttel,K03158,21
2013,159,Ausländerinnen und Ausländer,Göttingen,K03159,158
2013,1,Ausländerinnen und Ausländer,Statistische Region Braunschweig,K031,589
2013,241,Ausländerinnen und Ausländer,Hannover  Region,K03241,531
2013,241001,Ausländerinnen und Ausländer,"dav. Hannover, Lhst.",K03241001,351
2013,241999,Ausländerinnen und Ausländer,"dav. Hannover, Umland",K03241999,180
2013,251,Ausländerinnen und Ausländer,Diepholz,K03251,75
2013,252,Ausländerinnen und Ausländer,Hameln-Pyrmont,K03252,73
2013,254,Ausländerinnen und Ausländer,Hildesheim,K03254,120
2013,255,Ausländerinnen und Ausländer,Holzminden,K03255,9
2013,256,Ausländerinnen und Ausländer,Nienburg (Weser),K03256,35
2013,257,Ausländerinnen und Ausländer,Schaumburg,K03257,49
2013,2,Ausländerinnen und Ausländer,Statistische Region Hannover,K032,892
2013,351,Ausländerinnen und Ausländer,Celle,K03351,67
2013,352,Ausländerinnen und Ausländer,Cuxhaven,K03352,48
2013,353,Ausländerinnen und Ausländer,Harburg,K03353,67
2013,354,Ausländerinnen und Ausländer,Lüchow-Dannenberg,K03354,15
2013,355,Ausländerinnen und Ausländer,Lüneburg,K03355,39
2013,356,Ausländerinnen und Ausländer,Osterholz,K03356,30
2013,357,Ausländerinnen und Ausländer,Rotenburg (Wümme),K03357,41
2013,358,Ausländerinnen und Ausländer,Heidekreis,K03358,49
2013,359,Ausländerinnen und Ausländer,Stade,K03359,53
2013,360,Ausländerinnen und Ausländer,Uelzen,K03360,19
2013,361,Ausländerinnen und Ausländer,Verden,K03361,35
2013,3,Ausländerinnen und Ausländer,Statistische Region Lüneburg,K033,463
2013,401,Ausländerinnen und Ausländer,"Delmenhorst, Stadt",K03401,23
2013,402,Ausländerinnen und Ausländer,Emden  Stadt,K03402,26
2013,403,Ausländerinnen und Ausländer,"Oldenburg(Oldb), Stadt",K03403,105
2013,404,Ausländerinnen und Ausländer,"Osnabrück, Stadt",K03404,102
2013,405,Ausländerinnen und Ausländer,"Wilhelmshaven, Stadt",K03405,18
2013,451,Ausländerinnen und Ausländer,Ammerland,K03451,25
2013,452,Ausländerinnen und Ausländer,Aurich,K03452,43
2013,453,Ausländerinnen und Ausländer,Cloppenburg,K03453,116
2013,454,Ausländerinnen und Ausländer,Emsland,K03454,147
2013,455,Ausländerinnen und Ausländer,Friesland,K03455,22
2013,456,Ausländerinnen und Ausländer,Grafschaft Bentheim,K03456,79
2013,457,Ausländerinnen und Ausländer,Leer,K03457,46
2013,458,Ausländerinnen und Ausländer,Oldenburg,K03458,64
2013,459,Ausländerinnen und Ausländer,Osnabrück,K03459,107
2013,460,Ausländerinnen und Ausländer,Vechta,K03460,113
2013,461,Ausländerinnen und Ausländer,Wesermarsch,K03461,27
2013,462,Ausländerinnen und Ausländer,Wittmund,K03462,9
2013,4,Ausländerinnen und Ausländer,Statistische Region Weser-Ems,K034,1072
2013,0,Ausländerinnen und Ausländer,Niedersachsen,K030,3016
2014,101,Ausländerinnen und Ausländer,"Braunschweig, Stadt",K03101,138
2014,102,Ausländerinnen und Ausländer,"Salzgitter, Stadt",K03102,71
2014,103,Ausländerinnen und Ausländer,"Wolfsburg, Stadt",K03103,99
2014,151,Ausländerinnen und Ausländer,Gifhorn,K03151,62
2014,153,Ausländerinnen und Ausländer,Goslar,K03153,54
2014,154,Ausländerinnen und Ausländer,Helmstedt,K03154,15
2014,155,Ausländerinnen und Ausländer,Northeim,K03155,55
2014,157,Ausländerinnen und Ausländer,Peine,K03157,43
2014,158,Ausländerinnen und Ausländer,Wolfenbüttel,K03158,37
2014,159,Ausländerinnen und Ausländer,Göttingen,K03159,185
2014,1,Ausländerinnen und Ausländer,Statistische Region Braunschweig,K031,759
2014,241,Ausländerinnen und Ausländer,Hannover  Region,K03241,770
2014,241001,Ausländerinnen und Ausländer,"dav. Hannover, Lhst.",K03241001,493
2014,241999,Ausländerinnen und Ausländer,"dav. Hannover, Umland",K03241999,277
2014,251,Ausländerinnen und Ausländer,Diepholz,K03251,102
2014,252,Ausländerinnen und Ausländer,Hameln-Pyrmont,K03252,101
2014,254,Ausländerinnen und Ausländer,Hildesheim,K03254,124
2014,255,Ausländerinnen und Ausländer,Holzminden,K03255,20
2014,256,Ausländerinnen und Ausländer,Nienburg (Weser),K03256,27
2014,257,Ausländerinnen und Ausländer,Schaumburg,K03257,85
2014,2,Ausländerinnen und Ausländer,Statistische Region Hannover,K032,1229
2014,351,Ausländerinnen und Ausländer,Celle,K03351,97
2014,352,Ausländerinnen und Ausländer,Cuxhaven,K03352,83
2014,353,Ausländerinnen und Ausländer,Harburg,K03353,84
2014,354,Ausländerinnen und Ausländer,Lüchow-Dannenberg,K03354,22
2014,355,Ausländerinnen und Ausländer,Lüneburg,K03355,52
2014,356,Ausländerinnen und Ausländer,Osterholz,K03356,42
2014,357,Ausländerinnen und Ausländer,Rotenburg (Wümme),K03357,58
2014,358,Ausländerinnen und Ausländer,Heidekreis,K03358,67
2014,359,Ausländerinnen und Ausländer,Stade,K03359,90
2014,360,Ausländerinnen und Ausländer,Uelzen,K03360,44
2014,361,Ausländerinnen und Ausländer,Verden,K03361,38
2014,3,Ausländerinnen und Ausländer,Statistische Region Lüneburg,K033,677
2014,401,Ausländerinnen und Ausländer,"Delmenhorst, Stadt",K03401,50
2014,402,Ausländerinnen und Ausländer,Emden  Stadt,K03402,29
2014,403,Ausländerinnen und Ausländer,"Oldenburg(Oldb), Stadt",K03403,136
2014,404,Ausländerinnen und Ausländer,"Osnabrück, Stadt",K03404,137
2014,405,Ausländerinnen und Ausländer,"Wilhelmshaven, Stadt",K03405,35
2014,451,Ausländerinnen und Ausländer,Ammerland,K03451,37
2014,452,Ausländerinnen und Ausländer,Aurich,K03452,62
2014,453,Ausländerinnen und Ausländer,Cloppenburg,K03453,159
2014,454,Ausländerinnen und Ausländer,Emsland,K03454,236
2014,455,Ausländerinnen und Ausländer,Friesland,K03455,29
2014,456,Ausländerinnen und Ausländer,Grafschaft Bentheim,K03456,108
2014,457,Ausländerinnen und Ausländer,Leer,K03457,78
2014,458,Ausländerinnen und Ausländer,Oldenburg,K03458,80
2014,459,Ausländerinnen und Ausländer,Osnabrück,K03459,185
2014,460,Ausländerinnen und Ausländer,Vechta,K03460,171
2014,461,Ausländerinnen und Ausländer,Wesermarsch,K03461,33
2014,462,Ausländerinnen und Ausländer,Wittmund,K03462,18
2014,4,Ausländerinnen und Ausländer,Statistische Region Weser-Ems,K034,1583
2014,0,Ausländerinnen und Ausländer,Niedersachsen,K030,4248
2015,101,Ausländerinnen und Ausländer,"Braunschweig, Stadt",K03101,167
2015,102,Ausländerinnen und Ausländer,"Salzgitter, Stadt",K03102,90
2015,103,Ausländerinnen und Ausländer,"Wolfsburg, Stadt",K03103,143
2015,151,Ausländerinnen und Ausländer,Gifhorn,K03151,86
2015,153,Ausländerinnen und Ausländer,Goslar,K03153,105
2015,154,Ausländerinnen und Ausländer,Helmstedt,K03154,33
2015,155,Ausländerinnen und Ausländer,Northeim,K03155,79
2015,157,Ausländerinnen und Ausländer,Peine,K03157,70
2015,158,Ausländerinnen und Ausländer,Wolfenbüttel,K03158,38
2015,159,Ausländerinnen und Ausländer,Göttingen,K03159,202
2015,1,Ausländerinnen und Ausländer,Statistische Region Braunschweig,K031,1013
2015,241,Ausländerinnen und Ausländer,Hannover  Region,K03241,933
2015,241001,Ausländerinnen und Ausländer,"dav. Hannover, Lhst.",K03241001,569
2015,241999,Ausländerinnen und Ausländer,"dav. Hannover, Umland",K03241999,364
2015,251,Ausländerinnen und Ausländer,Diepholz,K03251,127
2015,252,Ausländerinnen und Ausländer,Hameln-Pyrmont,K03252,109
2015,254,Ausländerinnen und Ausländer,Hildesheim,K03254,163
2015,255,Ausländerinnen und Ausländer,Holzminden,K03255,38
2015,256,Ausländerinnen und Ausländer,Nienburg (Weser),K03256,58
2015,257,Ausländerinnen und Ausländer,Schaumburg,K03257,83
2015,2,Ausländerinnen und Ausländer,Statistische Region Hannover,K032,1511
2015,351,Ausländerinnen und Ausländer,Celle,K03351,87
2015,352,Ausländerinnen und Ausländer,Cuxhaven,K03352,84
2015,353,Ausländerinnen und Ausländer,Harburg,K03353,90
2015,354,Ausländerinnen und Ausländer,Lüchow-Dannenberg,K03354,35
2015,355,Ausländerinnen und Ausländer,Lüneburg,K03355,62
2015,356,Ausländerinnen und Ausländer,Osterholz,K03356,60
2015,357,Ausländerinnen und Ausländer,Rotenburg (Wümme),K03357,62
2015,358,Ausländerinnen und Ausländer,Heidekreis,K03358,95
2015,359,Ausländerinnen und Ausländer,Stade,K03359,127
2015,360,Ausländerinnen und Ausländer,Uelzen,K03360,53
2015,361,Ausländerinnen und Ausländer,Verden,K03361,58
2015,3,Ausländerinnen und Ausländer,Statistische Region Lüneburg,K033,813
2015,401,Ausländerinnen und Ausländer,"Delmenhorst, Stadt",K03401,83
2015,402,Ausländerinnen und Ausländer,Emden  Stadt,K03402,40
2015,403,Ausländerinnen und Ausländer,"Oldenburg(Oldb), Stadt",K03403,140
2015,404,Ausländerinnen und Ausländer,"Osnabrück, Stadt",K03404,151
2015,405,Ausländerinnen und Ausländer,"Wilhelmshaven, Stadt",K03405,84
2015,451,Ausländerinnen und Ausländer,Ammerland,K03451,63
2015,452,Ausländerinnen und Ausländer,Aurich,K03452,97
2015,453,Ausländerinnen und Ausländer,Cloppenburg,K03453,180
2015,454,Ausländerinnen und Ausländer,Emsland,K03454,291
2015,455,Ausländerinnen und Ausländer,Friesland,K03455,62
2015,456,Ausländerinnen und Ausländer,Grafschaft Bentheim,K03456,132
2015,457,Ausländerinnen und Ausländer,Leer,K03457,93
2015,458,Ausländerinnen und Ausländer,Oldenburg,K03458,83
2015,459,Ausländerinnen und Ausländer,Osnabrück,K03459,199
2015,460,Ausländerinnen und Ausländer,Vechta,K03460,212
2015,461,Ausländerinnen und Ausländer,Wesermarsch,K03461,50
2015,462,Ausländerinnen und Ausländer,Wittmund,K03462,25
2015,4,Ausländerinnen und Ausländer,Statistische Region Weser-Ems,K034,1985
2015,0,Ausländerinnen und Ausländer,Niedersachsen,K030,5322
2016,101,Ausländerinnen und Ausländer,"Braunschweig, Stadt",K03101,222
2016,102,Ausländerinnen und Ausländer,"Salzgitter, Stadt",K03102,210
2016,103,Ausländerinnen und Ausländer,"Wolfsburg, Stadt",K03103,208
2016,151,Ausländerinnen und Ausländer,Gifhorn,K03151,106
2016,153,Ausländerinnen und Ausländer,Goslar,K03153,164
2016,154,Ausländerinnen und Ausländer,Helmstedt,K03154,75
2016,155,Ausländerinnen und Ausländer,Northeim,K03155,141
2016,157,Ausländerinnen und Ausländer,Peine,K03157,121
2016,158,Ausländerinnen und Ausländer,Wolfenbüttel,K03158,125
2016,159,Ausländerinnen und Ausländer,Göttingen,K03159,337
2016,1,Ausländerinnen und Ausländer,Statistische Region Braunschweig,K031,1709
2016,241,Ausländerinnen und Ausländer,Hannover  Region,K03241,1603
2016,241001,Ausländerinnen und Ausländer,"dav. Hannover, Lhst.",K03241001,831
2016,241999,Ausländerinnen und Ausländer,"dav. Hannover, Umland",K03241999,772
2016,251,Ausländerinnen und Ausländer,Diepholz,K03251,232
2016,252,Ausländerinnen und Ausländer,Hameln-Pyrmont,K03252,197
2016,254,Ausländerinnen und Ausländer,Hildesheim,K03254,284
2016,255,Ausländerinnen und Ausländer,Holzminden,K03255,71
2016,256,Ausländerinnen und Ausländer,Nienburg (Weser),K03256,154
2016,257,Ausländerinnen und Ausländer,Schaumburg,K03257,166
2016,2,Ausländerinnen und Ausländer,Statistische Region Hannover,K032,2707
2016,351,Ausländerinnen und Ausländer,Celle,K03351,182
2016,352,Ausländerinnen und Ausländer,Cuxhaven,K03352,168
2016,353,Ausländerinnen und Ausländer,Harburg,K03353,128
2016,354,Ausländerinnen und Ausländer,Lüchow-Dannenberg,K03354,52
2016,355,Ausländerinnen und Ausländer,Lüneburg,K03355,168
2016,356,Ausländerinnen und Ausländer,Osterholz,K03356,106
2016,357,Ausländerinnen und Ausländer,Rotenburg (Wümme),K03357,125
2016,358,Ausländerinnen und Ausländer,Heidekreis,K03358,160
2016,359,Ausländerinnen und Ausländer,Stade,K03359,243
2016,360,Ausländerinnen und Ausländer,Uelzen,K03360,71
2016,361,Ausländerinnen und Ausländer,Verden,K03361,132
2016,3,Ausländerinnen und Ausländer,Statistische Region Lüneburg,K033,1535
2016,401,Ausländerinnen und Ausländer,"Delmenhorst, Stadt",K03401,180
2016,402,Ausländerinnen und Ausländer,Emden  Stadt,K03402,80
2016,403,Ausländerinnen und Ausländer,"Oldenburg(Oldb), Stadt",K03403,211
2016,404,Ausländerinnen und Ausländer,"Osnabrück, Stadt",K03404,220
2016,405,Ausländerinnen und Ausländer,"Wilhelmshaven, Stadt",K03405,106
2016,451,Ausländerinnen und Ausländer,Ammerland,K03451,119
2016,452,Ausländerinnen und Ausländer,Aurich,K03452,162
2016,453,Ausländerinnen und Ausländer,Cloppenburg,K03453,260
2016,454,Ausländerinnen und Ausländer,Emsland,K03454,419
2016,455,Ausländerinnen und Ausländer,Friesland,K03455,126
2016,456,Ausländerinnen und Ausländer,Grafschaft Bentheim,K03456,185
2016,457,Ausländerinnen und Ausländer,Leer,K03457,170
2016,458,Ausländerinnen und Ausländer,Oldenburg,K03458,155
2016,459,Ausländerinnen und Ausländer,Osnabrück,K03459,335
2016,460,Ausländerinnen und Ausländer,Vechta,K03460,279
2016,461,Ausländerinnen und Ausländer,Wesermarsch,K03461,94
2016,462,Ausländerinnen und Ausländer,Wittmund,K03462,41
2016,4,Ausländerinnen und Ausländer,Statistische Region Weser-Ems,K034,3142
2016,0,Ausländerinnen und Ausländer,Niedersachsen,K030,9093
2017,101,Ausländerinnen und Ausländer,"Braunschweig, Stadt",K03101,185
2017,102,Ausländerinnen und Ausländer,"Salzgitter, Stadt",K03102,266
2017,103,Ausländerinnen und Ausländer,"Wolfsburg, Stadt",K03103,158
2017,151,Ausländerinnen und Ausländer,Gifhorn,K03151,115
2017,153,Ausländerinnen und Ausländer,Goslar,K03153,149
2017,154,Ausländerinnen und Ausländer,Helmstedt,K03154,86
2017,155,Ausländerinnen und Ausländer,Northeim,K03155,129
2017,157,Ausländerinnen und Ausländer,Peine,K03157,112
2017,158,Ausländerinnen und Ausländer,Wolfenbüttel,K03158,78
2017,159,Ausländerinnen und Ausländer,Göttingen,K03159,310
2017,1,Ausländerinnen und Ausländer,Statistische Region Braunschweig,K031,1588
2017,241,Ausländerinnen und Ausländer,Hannover  Region,K03241,1490
2017,241001,Ausländerinnen und Ausländer,"dav. Hannover, Lhst.",K03241001,779
2017,241999,Ausländerinnen und Ausländer,"dav. Hannover, Umland",K03241999,711
2017,251,Ausländerinnen und Ausländer,Diepholz,K03251,240
2017,252,Ausländerinnen und Ausländer,Hameln-Pyrmont,K03252,174
2017,254,Ausländerinnen und Ausländer,Hildesheim,K03254,226
2017,255,Ausländerinnen und Ausländer,Holzminden,K03255,61
2017,256,Ausländerinnen und Ausländer,Nienburg (Weser),K03256,116
2017,257,Ausländerinnen und Ausländer,Schaumburg,K03257,155
2017,2,Ausländerinnen und Ausländer,Statistische Region Hannover,K032,2462
2017,351,Ausländerinnen und Ausländer,Celle,K03351,168
2017,352,Ausländerinnen und Ausländer,Cuxhaven,K03352,165
2017,353,Ausländerinnen und Ausländer,Harburg,K03353,157
2017,354,Ausländerinnen und Ausländer,Lüchow-Dannenberg,K03354,30
2017,355,Ausländerinnen und Ausländer,Lüneburg,K03355,126
2017,356,Ausländerinnen und Ausländer,Osterholz,K03356,72
2017,357,Ausländerinnen und Ausländer,Rotenburg (Wümme),K03357,122
2017,358,Ausländerinnen und Ausländer,Heidekreis,K03358,124
2017,359,Ausländerinnen und Ausländer,Stade,K03359,222
2017,360,Ausländerinnen und Ausländer,Uelzen,K03360,52
2017,361,Ausländerinnen und Ausländer,Verden,K03361,110
2017,3,Ausländerinnen und Ausländer,Statistische Region Lüneburg,K033,1348
2017,401,Ausländerinnen und Ausländer,"Delmenhorst, Stadt",K03401,202
2017,402,Ausländerinnen und Ausländer,Emden  Stadt,K03402,68
2017,403,Ausländerinnen und Ausländer,"Oldenburg(Oldb), Stadt",K03403,221
2017,404,Ausländerinnen und Ausländer,"Osnabrück, Stadt",K03404,241
2017,405,Ausländerinnen und Ausländer,"Wilhelmshaven, Stadt",K03405,137
2017,451,Ausländerinnen und Ausländer,Ammerland,K03451,94
2017,452,Ausländerinnen und Ausländer,Aurich,K03452,153
2017,453,Ausländerinnen und Ausländer,Cloppenburg,K03453,242
2017,454,Ausländerinnen und Ausländer,Emsland,K03454,420
2017,455,Ausländerinnen und Ausländer,Friesland,K03455,85
2017,456,Ausländerinnen und Ausländer,Grafschaft Bentheim,K03456,156
2017,457,Ausländerinnen und Ausländer,Leer,K03457,160
2017,458,Ausländerinnen und Ausländer,Oldenburg,K03458,132
2017,459,Ausländerinnen und Ausländer,Osnabrück,K03459,341
2017,460,Ausländerinnen und Ausländer,Vechta,K03460,239
2017,461,Ausländerinnen und Ausländer,Wesermarsch,K03461,79
2017,462,Ausländerinnen und Ausländer,Wittmund,K03462,36
2017,4,Ausländerinnen und Ausländer,Statistische Region Weser-Ems,K034,3006
2017,0,Ausländerinnen und Ausländer,Niedersachsen,K030,8404
2018,101,Ausländerinnen und Ausländer,"Braunschweig, Stadt",K03101,232
2018,102,Ausländerinnen und Ausländer,"Salzgitter, Stadt",K03102,336
2018,103,Ausländerinnen und Ausländer,"Wolfsburg, Stadt",K03103,184
2018,151,Ausländerinnen und Ausländer,Gifhorn,K03151,129
2018,153,Ausländerinnen und Ausländer,Goslar,K03153,159
2018,154,Ausländerinnen und Ausländer,Helmstedt,K03154,53
2018,155,Ausländerinnen und Ausländer,Northeim,K03155,109
2018,157,Ausländerinnen und Ausländer,Peine,K03157,109
2018,158,Ausländerinnen und Ausländer,Wolfenbüttel,K03158,91
2018,159,Ausländerinnen und Ausländer,Göttingen,K03159,346
2018,1,Ausländerinnen und Ausländer,Statistische Region Braunschweig,K031,1748
2018,241,Ausländerinnen und Ausländer,Hannover  Region,K03241,1596
2018,241001,Ausländerinnen und Ausländer,"dav. Hannover, Lhst.",K03241001,870
2018,241999,Ausländerinnen und Ausländer,"dav. Hannover, Umland",K03241999,726
2018,251,Ausländerinnen und Ausländer,Diepholz,K03251,233
2018,252,Ausländerinnen und Ausländer,Hameln-Pyrmont,K03252,200
2018,254,Ausländerinnen und Ausländer,Hildesheim,K03254,270
2018,255,Ausländerinnen und Ausländer,Holzminden,K03255,52
2018,256,Ausländerinnen und Ausländer,Nienburg (Weser),K03256,109
2018,257,Ausländerinnen und Ausländer,Schaumburg,K03257,195
2018,2,Ausländerinnen und Ausländer,Statistische Region Hannover,K032,2655
2018,351,Ausländerinnen und Ausländer,Celle,K03351,176
2018,352,Ausländerinnen und Ausländer,Cuxhaven,K03352,143
2018,353,Ausländerinnen und Ausländer,Harburg,K03353,149
2018,354,Ausländerinnen und Ausländer,Lüchow-Dannenberg,K03354,41
2018,355,Ausländerinnen und Ausländer,Lüneburg,K03355,111
2018,356,Ausländerinnen und Ausländer,Osterholz,K03356,62
2018,357,Ausländerinnen und Ausländer,Rotenburg (Wümme),K03357,100
2018,358,Ausländerinnen und Ausländer,Heidekreis,K03358,160
2018,359,Ausländerinnen und Ausländer,Stade,K03359,251
2018,360,Ausländerinnen und Ausländer,Uelzen,K03360,67
2018,361,Ausländerinnen und Ausländer,Verden,K03361,127
2018,3,Ausländerinnen und Ausländer,Statistische Region Lüneburg,K033,1387
2018,401,Ausländerinnen und Ausländer,"Delmenhorst, Stadt",K03401,184
2018,402,Ausländerinnen und Ausländer,Emden  Stadt,K03402,79
2018,403,Ausländerinnen und Ausländer,"Oldenburg(Oldb), Stadt",K03403,223
2018,404,Ausländerinnen und Ausländer,"Osnabrück, Stadt",K03404,234
2018,405,Ausländerinnen und Ausländer,"Wilhelmshaven, Stadt",K03405,133
2018,451,Ausländerinnen und Ausländer,Ammerland,K03451,104
2018,452,Ausländerinnen und Ausländer,Aurich,K03452,138
2018,453,Ausländerinnen und Ausländer,Cloppenburg,K03453,299
2018,454,Ausländerinnen und Ausländer,Emsland,K03454,421
2018,455,Ausländerinnen und Ausländer,Friesland,K03455,63
2018,456,Ausländerinnen und Ausländer,Grafschaft Bentheim,K03456,160
2018,457,Ausländerinnen und Ausländer,Leer,K03457,183
2018,458,Ausländerinnen und Ausländer,Oldenburg,K03458,136
2018,459,Ausländerinnen und Ausländer,Osnabrück,K03459,350
2018,460,Ausländerinnen und Ausländer,Vechta,K03460,235
2018,461,Ausländerinnen und Ausländer,Wesermarsch,K03461,84
2018,462,Ausländerinnen und Ausländer,Wittmund,K03462,23
2018,4,Ausländerinnen und Ausländer,Statistische Region Weser-Ems,K034,3049
2018,0,Ausländerinnen und Ausländer,Niedersachsen,K030,8839
2019,101,Ausländerinnen und Ausländer,"Braunschweig, Stadt",K03101,239
2019,102,Ausländerinnen und Ausländer,"Salzgitter, Stadt",K03102,292
2019,103,Ausländerinnen und Ausländer,"Wolfsburg, Stadt",K03103,187
2019,151,Ausländerinnen und Ausländer,Gifhorn,K03151,128
2019,153,Ausländerinnen und Ausländer,Goslar,K03153,133
2019,154,Ausländerinnen und Ausländer,Helmstedt,K03154,75
2019,155,Ausländerinnen und Ausländer,Northeim,K03155,111
2019,157,Ausländerinnen und Ausländer,Peine,K03157,128
2019,158,Ausländerinnen und Ausländer,Wolfenbüttel,K03158,79
2019,159,Ausländerinnen und Ausländer,Göttingen,K03159,287
2019,1,Ausländerinnen und Ausländer,Statistische Region Braunschweig,K031,1659
2019,241,Ausländerinnen und Ausländer,Hannover  Region,K03241,1360
2019,241001,Ausländerinnen und Ausländer,"dav. Hannover, Lhst.",K03241001,798
2019,241999,Ausländerinnen und Ausländer,"dav. Hannover, Umland",K03241999,562
2019,251,Ausländerinnen und Ausländer,Diepholz,K03251,218
2019,252,Ausländerinnen und Ausländer,Hameln-Pyrmont,K03252,198
2019,254,Ausländerinnen und Ausländer,Hildesheim,K03254,262
2019,255,Ausländerinnen und Ausländer,Holzminden,K03255,50
2019,256,Ausländerinnen und Ausländer,Nienburg (Weser),K03256,142
2019,257,Ausländerinnen und Ausländer,Schaumburg,K03257,139
2019,2,Ausländerinnen und Ausländer,Statistische Region Hannover,K032,2369
2019,351,Ausländerinnen und Ausländer,Celle,K03351,160
2019,352,Ausländerinnen und Ausländer,Cuxhaven,K03352,131
2019,353,Ausländerinnen und Ausländer,Harburg,K03353,185
2019,354,Ausländerinnen und Ausländer,Lüchow-Dannenberg,K03354,30
2019,355,Ausländerinnen und Ausländer,Lüneburg,K03355,146
2019,356,Ausländerinnen und Ausländer,Osterholz,K03356,82
2019,357,Ausländerinnen und Ausländer,Rotenburg (Wümme),K03357,105
2019,358,Ausländerinnen und Ausländer,Heidekreis,K03358,185
2019,359,Ausländerinnen und Ausländer,Stade,K03359,218
2019,360,Ausländerinnen und Ausländer,Uelzen,K03360,57
2019,361,Ausländerinnen und Ausländer,Verden,K03361,113
2019,3,Ausländerinnen und Ausländer,Statistische Region Lüneburg,K033,1412
2019,401,Ausländerinnen und Ausländer,"Delmenhorst, Stadt",K03401,186
2019,402,Ausländerinnen und Ausländer,Emden  Stadt,K03402,77
2019,403,Ausländerinnen und Ausländer,"Oldenburg(Oldb), Stadt",K03403,214
2019,404,Ausländerinnen und Ausländer,"Osnabrück, Stadt",K03404,253
2019,405,Ausländerinnen und Ausländer,"Wilhelmshaven, Stadt",K03405,136
2019,451,Ausländerinnen und Ausländer,Ammerland,K03451,95
2019,452,Ausländerinnen und Ausländer,Aurich,K03452,132
2019,453,Ausländerinnen und Ausländer,Cloppenburg,K03453,299
2019,454,Ausländerinnen und Ausländer,Emsland,K03454,434
2019,455,Ausländerinnen und Ausländer,Friesland,K03455,50
2019,456,Ausländerinnen und Ausländer,Grafschaft Bentheim,K03456,148
2019,457,Ausländerinnen und Ausländer,Leer,K03457,196
2019,458,Ausländerinnen und Ausländer,Oldenburg,K03458,138
2019,459,Ausländerinnen und Ausländer,Osnabrück,K03459,385
2019,460,Ausländerinnen und Ausländer,Vechta,K03460,263
2019,461,Ausländerinnen und Ausländer,Wesermarsch,K03461,72
2019,462,Ausländerinnen und Ausländer,Wittmund,K03462,29
2019,4,Ausländerinnen und Ausländer,Statistische Region Weser-Ems,K034,3107
2019,0,Ausländerinnen und Ausländer,Niedersachsen,K030,8547
2020,101,Ausländerinnen und Ausländer,"Braunschweig, Stadt",K03101,239
2020,102,Ausländerinnen und Ausländer,"Salzgitter, Stadt",K03102,307
2020,103,Ausländerinnen und Ausländer,"Wolfsburg, Stadt",K03103,176
2020,151,Ausländerinnen und Ausländer,Gifhorn,K03151,136
2020,153,Ausländerinnen und Ausländer,Goslar,K03153,116
2020,154,Ausländerinnen und Ausländer,Helmstedt,K03154,70
2020,155,Ausländerinnen und Ausländer,Northeim,K03155,103
2020,157,Ausländerinnen und Ausländer,Peine,K03157,104
2020,158,Ausländerinnen und Ausländer,Wolfenbüttel,K03158,95
2020,159,Ausländerinnen und Ausländer,Göttingen,K03159,311
2020,1,Ausländerinnen und Ausländer,Statistische Region Braunschweig,K031,1657
2020,241,Ausländerinnen und Ausländer,Hannover  Region,K03241,1763
2020,241001,Ausländerinnen und Ausländer,"dav. Hannover, Lhst.",K03241001,1020
2020,241999,Ausländerinnen und Ausländer,"dav. Hannover, Umland",K03241999,743
2020,251,Ausländerinnen und Ausländer,Diepholz,K03251,228
2020,252,Ausländerinnen und Ausländer,Hameln-Pyrmont,K03252,202
2020,254,Ausländerinnen und Ausländer,Hildesheim,K03254,269
2020,255,Ausländerinnen und Ausländer,Holzminden,K03255,55
2020,256,Ausländerinnen und Ausländer,Nienburg (Weser),K03256,119
