Year,AGS,Nationalität,Gebietseinheit,GeoCode,Value
2011,452,Deutsche,Aurich,K03452,1422
2011,453,Deutsche,Cloppenburg,K03453,1524
2011,454,Deutsche,Emsland,K03454,2566
2011,455,Deutsche,Friesland,K03455,648
2011,456,Deutsche,Grafschaft Bentheim,K03456,1007
2011,457,Deutsche,Leer,K03457,1222
2011,458,Deutsche,Oldenburg,K03458,885
2011,459,Deutsche,Osnabrück,K03459,2879
2011,460,Deutsche,Vechta,K03460,1208
2011,461,Deutsche,Wesermarsch,K03461,588
2011,462,Deutsche,Wittmund,K03462,400
2011,4,Deutsche,Statistische Region Weser-Ems,K034,19394
2011,0,Deutsche,Niedersachsen,K030,59314
2012,101,Deutsche,"Braunschweig, Stadt",K03101,2171
2012,102,Deutsche,"Salzgitter, Stadt",K03102,763
2012,103,Deutsche,"Wolfsburg, Stadt",K03103,1019
2012,151,Deutsche,Gifhorn,K03151,1424
2012,153,Deutsche,Goslar,K03153,743
2012,154,Deutsche,Helmstedt,K03154,560
2012,155,Deutsche,Northeim,K03155,872
2012,157,Deutsche,Peine,K03157,979
2012,158,Deutsche,Wolfenbüttel,K03158,796
2012,159,Deutsche,Göttingen,K03159,2236
2012,1,Deutsche,Statistische Region Braunschweig,K031,11563
2012,241,Deutsche,Hannover  Region,K03241,9072
2012,241001,Deutsche,"dav. Hannover, Lhst.",K03241001,4609
2012,241999,Deutsche,"dav. Hannover, Umland",K03241999,4463
2012,251,Deutsche,Diepholz,K03251,1471
2012,252,Deutsche,Hameln-Pyrmont,K03252,919
2012,254,Deutsche,Hildesheim,K03254,1870
2012,255,Deutsche,Holzminden,K03255,466
2012,256,Deutsche,Nienburg (Weser),K03256,835
2012,257,Deutsche,Schaumburg,K03257,1027
2012,2,Deutsche,Statistische Region Hannover,K032,15660
2012,351,Deutsche,Celle,K03351,1296
2012,352,Deutsche,Cuxhaven,K03352,1331
2012,353,Deutsche,Harburg,K03353,1850
2012,354,Deutsche,Lüchow-Dannenberg,K03354,310
2012,355,Deutsche,Lüneburg,K03355,1398
2012,356,Deutsche,Osterholz,K03356,721
2012,357,Deutsche,Rotenburg (Wümme),K03357,1191
2012,358,Deutsche,Heidekreis,K03358,995
2012,359,Deutsche,Stade,K03359,1514
2012,360,Deutsche,Uelzen,K03360,611
2012,361,Deutsche,Verden,K03361,1062
2012,3,Deutsche,Statistische Region Lüneburg,K033,12279
2012,401,Deutsche,"Delmenhorst, Stadt",K03401,559
2012,402,Deutsche,Emden  Stadt,K03402,408
2012,403,Deutsche,"Oldenburg(Oldb), Stadt",K03403,1282
2012,404,Deutsche,"Osnabrück, Stadt",K03404,1342
2012,405,Deutsche,"Wilhelmshaven, Stadt",K03405,551
2012,451,Deutsche,Ammerland,K03451,893
2012,452,Deutsche,Aurich,K03452,1420
2012,453,Deutsche,Cloppenburg,K03453,1481
2012,454,Deutsche,Emsland,K03454,2542
2012,455,Deutsche,Friesland,K03455,659
2012,456,Deutsche,Grafschaft Bentheim,K03456,1009
2012,457,Deutsche,Leer,K03457,1323
2012,458,Deutsche,Oldenburg,K03458,909
2012,459,Deutsche,Osnabrück,K03459,2848
2012,460,Deutsche,Vechta,K03460,1290
2012,461,Deutsche,Wesermarsch,K03461,596
2012,462,Deutsche,Wittmund,K03462,425
2012,4,Deutsche,Statistische Region Weser-Ems,K034,19537
2012,0,Deutsche,Niedersachsen,K030,59039
2013,101,Deutsche,"Braunschweig, Stadt",K03101,2117
2013,102,Deutsche,"Salzgitter, Stadt",K03102,750
2013,103,Deutsche,"Wolfsburg, Stadt",K03103,1029
2013,151,Deutsche,Gifhorn,K03151,1386
2013,153,Deutsche,Goslar,K03153,768
2013,154,Deutsche,Helmstedt,K03154,652
2013,155,Deutsche,Northeim,K03155,915
2013,157,Deutsche,Peine,K03157,937
2013,158,Deutsche,Wolfenbüttel,K03158,782
2013,159,Deutsche,Göttingen,K03159,2241
2013,1,Deutsche,Statistische Region Braunschweig,K031,11577
2013,241,Deutsche,Hannover  Region,K03241,9427
2013,241001,Deutsche,"dav. Hannover, Lhst.",K03241001,4855
2013,241999,Deutsche,"dav. Hannover, Umland",K03241999,4572
2013,251,Deutsche,Diepholz,K03251,1436
2013,252,Deutsche,Hameln-Pyrmont,K03252,996
2013,254,Deutsche,Hildesheim,K03254,1931
2013,255,Deutsche,Holzminden,K03255,474
2013,256,Deutsche,Nienburg (Weser),K03256,908
2013,257,Deutsche,Schaumburg,K03257,1048
2013,2,Deutsche,Statistische Region Hannover,K032,16220
2013,351,Deutsche,Celle,K03351,1313
2013,352,Deutsche,Cuxhaven,K03352,1430
2013,353,Deutsche,Harburg,K03353,1944
2013,354,Deutsche,Lüchow-Dannenberg,K03354,305
2013,355,Deutsche,Lüneburg,K03355,1537
2013,356,Deutsche,Osterholz,K03356,753
2013,357,Deutsche,Rotenburg (Wümme),K03357,1168
2013,358,Deutsche,Heidekreis,K03358,1016
2013,359,Deutsche,Stade,K03359,1623
2013,360,Deutsche,Uelzen,K03360,610
2013,361,Deutsche,Verden,K03361,1074
2013,3,Deutsche,Statistische Region Lüneburg,K033,12773
2013,401,Deutsche,"Delmenhorst, Stadt",K03401,550
2013,402,Deutsche,Emden  Stadt,K03402,396
2013,403,Deutsche,"Oldenburg(Oldb), Stadt",K03403,1349
2013,404,Deutsche,"Osnabrück, Stadt",K03404,1356
2013,405,Deutsche,"Wilhelmshaven, Stadt",K03405,527
2013,451,Deutsche,Ammerland,K03451,852
2013,452,Deutsche,Aurich,K03452,1414
2013,453,Deutsche,Cloppenburg,K03453,1473
2013,454,Deutsche,Emsland,K03454,2464
2013,455,Deutsche,Friesland,K03455,630
2013,456,Deutsche,Grafschaft Bentheim,K03456,1079
2013,457,Deutsche,Leer,K03457,1312
2013,458,Deutsche,Oldenburg,K03458,885
2013,459,Deutsche,Osnabrück,K03459,2793
2013,460,Deutsche,Vechta,K03460,1232
2013,461,Deutsche,Wesermarsch,K03461,594
2013,462,Deutsche,Wittmund,K03462,387
2013,4,Deutsche,Statistische Region Weser-Ems,K034,19293
2013,0,Deutsche,Niedersachsen,K030,59863
2014,101,Deutsche,"Braunschweig, Stadt",K03101,2160
2014,102,Deutsche,"Salzgitter, Stadt",K03102,769
2014,103,Deutsche,"Wolfsburg, Stadt",K03103,1097
2014,151,Deutsche,Gifhorn,K03151,1483
2014,153,Deutsche,Goslar,K03153,832
2014,154,Deutsche,Helmstedt,K03154,656
2014,155,Deutsche,Northeim,K03155,941
2014,157,Deutsche,Peine,K03157,1026
2014,158,Deutsche,Wolfenbüttel,K03158,839
2014,159,Deutsche,Göttingen,K03159,2440
2014,1,Deutsche,Statistische Region Braunschweig,K031,12243
2014,241,Deutsche,Hannover  Region,K03241,9833
2014,241001,Deutsche,"dav. Hannover, Lhst.",K03241001,5142
2014,241999,Deutsche,"dav. Hannover, Umland",K03241999,4691
2014,251,Deutsche,Diepholz,K03251,1579
2014,252,Deutsche,Hameln-Pyrmont,K03252,1006
2014,254,Deutsche,Hildesheim,K03254,1970
2014,255,Deutsche,Holzminden,K03255,444
2014,256,Deutsche,Nienburg (Weser),K03256,859
2014,257,Deutsche,Schaumburg,K03257,1056
2014,2,Deutsche,Statistische Region Hannover,K032,16747
2014,351,Deutsche,Celle,K03351,1444
2014,352,Deutsche,Cuxhaven,K03352,1352
2014,353,Deutsche,Harburg,K03353,1974
2014,354,Deutsche,Lüchow-Dannenberg,K03354,326
2014,355,Deutsche,Lüneburg,K03355,1577
2014,356,Deutsche,Osterholz,K03356,805
2014,357,Deutsche,Rotenburg (Wümme),K03357,1260
2014,358,Deutsche,Heidekreis,K03358,991
2014,359,Deutsche,Stade,K03359,1573
2014,360,Deutsche,Uelzen,K03360,629
2014,361,Deutsche,Verden,K03361,1166
2014,3,Deutsche,Statistische Region Lüneburg,K033,13097
2014,401,Deutsche,"Delmenhorst, Stadt",K03401,643
2014,402,Deutsche,Emden  Stadt,K03402,420
2014,403,Deutsche,"Oldenburg(Oldb), Stadt",K03403,1394
2014,404,Deutsche,"Osnabrück, Stadt",K03404,1339
2014,405,Deutsche,"Wilhelmshaven, Stadt",K03405,527
2014,451,Deutsche,Ammerland,K03451,945
2014,452,Deutsche,Aurich,K03452,1413
2014,453,Deutsche,Cloppenburg,K03453,1538
2014,454,Deutsche,Emsland,K03454,2679
2014,455,Deutsche,Friesland,K03455,663
2014,456,Deutsche,Grafschaft Bentheim,K03456,1118
2014,457,Deutsche,Leer,K03457,1295
2014,458,Deutsche,Oldenburg,K03458,886
2014,459,Deutsche,Osnabrück,K03459,2934
2014,460,Deutsche,Vechta,K03460,1251
2014,461,Deutsche,Wesermarsch,K03461,612
2014,462,Deutsche,Wittmund,K03462,414
2014,4,Deutsche,Statistische Region Weser-Ems,K034,20071
2014,0,Deutsche,Niedersachsen,K030,62158
2015,101,Deutsche,"Braunschweig, Stadt",K03101,2241
2015,102,Deutsche,"Salzgitter, Stadt",K03102,774
2015,103,Deutsche,"Wolfsburg, Stadt",K03103,1117
2015,151,Deutsche,Gifhorn,K03151,1474
2015,153,Deutsche,Goslar,K03153,832
2015,154,Deutsche,Helmstedt,K03154,684
2015,155,Deutsche,Northeim,K03155,904
2015,157,Deutsche,Peine,K03157,974
2015,158,Deutsche,Wolfenbüttel,K03158,819
2015,159,Deutsche,Göttingen,K03159,2415
2015,1,Deutsche,Statistische Region Braunschweig,K031,12234
2015,241,Deutsche,Hannover  Region,K03241,9645
2015,241001,Deutsche,"dav. Hannover, Lhst.",K03241001,4976
2015,241999,Deutsche,"dav. Hannover, Umland",K03241999,4669
2015,251,Deutsche,Diepholz,K03251,1515
2015,252,Deutsche,Hameln-Pyrmont,K03252,1007
2015,254,Deutsche,Hildesheim,K03254,2025
2015,255,Deutsche,Holzminden,K03255,458
2015,256,Deutsche,Nienburg (Weser),K03256,912
2015,257,Deutsche,Schaumburg,K03257,1060
2015,2,Deutsche,Statistische Region Hannover,K032,16622
2015,351,Deutsche,Celle,K03351,1420
2015,352,Deutsche,Cuxhaven,K03352,1384
2015,353,Deutsche,Harburg,K03353,2070
2015,354,Deutsche,Lüchow-Dannenberg,K03354,291
2015,355,Deutsche,Lüneburg,K03355,1481
2015,356,Deutsche,Osterholz,K03356,808
2015,357,Deutsche,Rotenburg (Wümme),K03357,1253
2015,358,Deutsche,Heidekreis,K03358,1058
2015,359,Deutsche,Stade,K03359,1635
2015,360,Deutsche,Uelzen,K03360,591
2015,361,Deutsche,Verden,K03361,1169
2015,3,Deutsche,Statistische Region Lüneburg,K033,13160
2015,401,Deutsche,"Delmenhorst, Stadt",K03401,632
2015,402,Deutsche,Emden  Stadt,K03402,399
2015,403,Deutsche,"Oldenburg(Oldb), Stadt",K03403,1372
2015,404,Deutsche,"Osnabrück, Stadt",K03404,1347
2015,405,Deutsche,"Wilhelmshaven, Stadt",K03405,510
2015,451,Deutsche,Ammerland,K03451,944
2015,452,Deutsche,Aurich,K03452,1433
2015,453,Deutsche,Cloppenburg,K03453,1563
2015,454,Deutsche,Emsland,K03454,2598
2015,455,Deutsche,Friesland,K03455,704
2015,456,Deutsche,Grafschaft Bentheim,K03456,1086
2015,457,Deutsche,Leer,K03457,1301
2015,458,Deutsche,Oldenburg,K03458,890
2015,459,Deutsche,Osnabrück,K03459,2906
2015,460,Deutsche,Vechta,K03460,1151
2015,461,Deutsche,Wesermarsch,K03461,572
2015,462,Deutsche,Wittmund,K03462,437
2015,4,Deutsche,Statistische Region Weser-Ems,K034,19845
2015,0,Deutsche,Niedersachsen,K030,61861
2016,101,Deutsche,"Braunschweig, Stadt",K03101,2345
2016,102,Deutsche,"Salzgitter, Stadt",K03102,891
2016,103,Deutsche,"Wolfsburg, Stadt",K03103,1224
2016,151,Deutsche,Gifhorn,K03151,1718
2016,153,Deutsche,Goslar,K03153,823
2016,154,Deutsche,Helmstedt,K03154,700
2016,155,Deutsche,Northeim,K03155,927
2016,157,Deutsche,Peine,K03157,1138
2016,158,Deutsche,Wolfenbüttel,K03158,875
2016,159,Deutsche,Göttingen,K03159,2650
2016,1,Deutsche,Statistische Region Braunschweig,K031,13291
2016,241,Deutsche,Hannover  Region,K03241,10342
2016,241001,Deutsche,"dav. Hannover, Lhst.",K03241001,5228
2016,241999,Deutsche,"dav. Hannover, Umland",K03241999,5114
2016,251,Deutsche,Diepholz,K03251,1734
2016,252,Deutsche,Hameln-Pyrmont,K03252,1109
2016,254,Deutsche,Hildesheim,K03254,2004
2016,255,Deutsche,Holzminden,K03255,513
2016,256,Deutsche,Nienburg (Weser),K03256,949
2016,257,Deutsche,Schaumburg,K03257,1191
2016,2,Deutsche,Statistische Region Hannover,K032,17842
2016,351,Deutsche,Celle,K03351,1458
2016,352,Deutsche,Cuxhaven,K03352,1464
2016,353,Deutsche,Harburg,K03353,2151
2016,354,Deutsche,Lüchow-Dannenberg,K03354,297
2016,355,Deutsche,Lüneburg,K03355,1558
2016,356,Deutsche,Osterholz,K03356,863
2016,357,Deutsche,Rotenburg (Wümme),K03357,1291
2016,358,Deutsche,Heidekreis,K03358,1032
2016,359,Deutsche,Stade,K03359,1741
2016,360,Deutsche,Uelzen,K03360,623
2016,361,Deutsche,Verden,K03361,1171
2016,3,Deutsche,Statistische Region Lüneburg,K033,13649
2016,401,Deutsche,"Delmenhorst, Stadt",K03401,673
2016,402,Deutsche,Emden  Stadt,K03402,438
2016,403,Deutsche,"Oldenburg(Oldb), Stadt",K03403,1409
2016,404,Deutsche,"Osnabrück, Stadt",K03404,1452
2016,405,Deutsche,"Wilhelmshaven, Stadt",K03405,580
2016,451,Deutsche,Ammerland,K03451,1029
2016,452,Deutsche,Aurich,K03452,1513
2016,453,Deutsche,Cloppenburg,K03453,1631
2016,454,Deutsche,Emsland,K03454,2882
2016,455,Deutsche,Friesland,K03455,727
2016,456,Deutsche,Grafschaft Bentheim,K03456,1044
2016,457,Deutsche,Leer,K03457,1453
2016,458,Deutsche,Oldenburg,K03458,1058
2016,459,Deutsche,Osnabrück,K03459,3038
2016,460,Deutsche,Vechta,K03460,1313
2016,461,Deutsche,Wesermarsch,K03461,704
2016,462,Deutsche,Wittmund,K03462,396
2016,4,Deutsche,Statistische Region Weser-Ems,K034,21340
2016,0,Deutsche,Niedersachsen,K030,66122
2017,101,Deutsche,"Braunschweig, Stadt",K03101,2178
2017,102,Deutsche,"Salzgitter, Stadt",K03102,836
2017,103,Deutsche,"Wolfsburg, Stadt",K03103,1121
2017,151,Deutsche,Gifhorn,K03151,1534
2017,153,Deutsche,Goslar,K03153,808
2017,154,Deutsche,Helmstedt,K03154,745
2017,155,Deutsche,Northeim,K03155,895
2017,157,Deutsche,Peine,K03157,1116
2017,158,Deutsche,Wolfenbüttel,K03158,890
2017,159,Deutsche,Göttingen,K03159,2464
2017,1,Deutsche,Statistische Region Braunschweig,K031,12587
2017,241,Deutsche,Hannover  Region,K03241,9855
2017,241001,Deutsche,"dav. Hannover, Lhst.",K03241001,4860
2017,241999,Deutsche,"dav. Hannover, Umland",K03241999,4995
2017,251,Deutsche,Diepholz,K03251,1600
2017,252,Deutsche,Hameln-Pyrmont,K03252,1046
2017,254,Deutsche,Hildesheim,K03254,1960
2017,255,Deutsche,Holzminden,K03255,478
2017,256,Deutsche,Nienburg (Weser),K03256,923
2017,257,Deutsche,Schaumburg,K03257,1082
2017,2,Deutsche,Statistische Region Hannover,K032,16944
2017,351,Deutsche,Celle,K03351,1431
2017,352,Deutsche,Cuxhaven,K03352,1495
2017,353,Deutsche,Harburg,K03353,2135
2017,354,Deutsche,Lüchow-Dannenberg,K03354,318
2017,355,Deutsche,Lüneburg,K03355,1521
2017,356,Deutsche,Osterholz,K03356,884
2017,357,Deutsche,Rotenburg (Wümme),K03357,1307
2017,358,Deutsche,Heidekreis,K03358,1056
2017,359,Deutsche,Stade,K03359,1702
2017,360,Deutsche,Uelzen,K03360,652
2017,361,Deutsche,Verden,K03361,1266
2017,3,Deutsche,Statistische Region Lüneburg,K033,13767
2017,401,Deutsche,"Delmenhorst, Stadt",K03401,656
2017,402,Deutsche,Emden  Stadt,K03402,413
2017,403,Deutsche,"Oldenburg(Oldb), Stadt",K03403,1423
2017,404,Deutsche,"Osnabrück, Stadt",K03404,1433
2017,405,Deutsche,"Wilhelmshaven, Stadt",K03405,574
2017,451,Deutsche,Ammerland,K03451,960
2017,452,Deutsche,Aurich,K03452,1552
2017,453,Deutsche,Cloppenburg,K03453,1664
2017,454,Deutsche,Emsland,K03454,2828
2017,455,Deutsche,Friesland,K03455,707
2017,456,Deutsche,Grafschaft Bentheim,K03456,1146
2017,457,Deutsche,Leer,K03457,1419
2017,458,Deutsche,Oldenburg,K03458,1040
2017,459,Deutsche,Osnabrück,K03459,3094
2017,460,Deutsche,Vechta,K03460,1308
2017,461,Deutsche,Wesermarsch,K03461,681
2017,462,Deutsche,Wittmund,K03462,420
2017,4,Deutsche,Statistische Region Weser-Ems,K034,21318
2017,0,Deutsche,Niedersachsen,K030,64616
2018,101,Deutsche,"Braunschweig, Stadt",K03101,2236
2018,102,Deutsche,"Salzgitter, Stadt",K03102,854
2018,103,Deutsche,"Wolfsburg, Stadt",K03103,1146
2018,151,Deutsche,Gifhorn,K03151,1638
2018,153,Deutsche,Goslar,K03153,801
2018,154,Deutsche,Helmstedt,K03154,731
2018,155,Deutsche,Northeim,K03155,896
2018,157,Deutsche,Peine,K03157,1122
2018,158,Deutsche,Wolfenbüttel,K03158,907
2018,159,Deutsche,Göttingen,K03159,2525
2018,1,Deutsche,Statistische Region Braunschweig,K031,12856
2018,241,Deutsche,Hannover  Region,K03241,9767
2018,241001,Deutsche,"dav. Hannover, Lhst.",K03241001,4767
2018,241999,Deutsche,"dav. Hannover, Umland",K03241999,5000
2018,251,Deutsche,Diepholz,K03251,1620
2018,252,Deutsche,Hameln-Pyrmont,K03252,1044
2018,254,Deutsche,Hildesheim,K03254,2112
2018,255,Deutsche,Holzminden,K03255,548
2018,256,Deutsche,Nienburg (Weser),K03256,914
2018,257,Deutsche,Schaumburg,K03257,1117
2018,2,Deutsche,Statistische Region Hannover,K032,17122
2018,351,Deutsche,Celle,K03351,1422
2018,352,Deutsche,Cuxhaven,K03352,1554
2018,353,Deutsche,Harburg,K03353,2144
2018,354,Deutsche,Lüchow-Dannenberg,K03354,314
2018,355,Deutsche,Lüneburg,K03355,1522
2018,356,Deutsche,Osterholz,K03356,883
2018,357,Deutsche,Rotenburg (Wümme),K03357,1376
2018,358,Deutsche,Heidekreis,K03358,1091
2018,359,Deutsche,Stade,K03359,1704
2018,360,Deutsche,Uelzen,K03360,633
2018,361,Deutsche,Verden,K03361,1172
2018,3,Deutsche,Statistische Region Lüneburg,K033,13815
2018,401,Deutsche,"Delmenhorst, Stadt",K03401,641
2018,402,Deutsche,Emden  Stadt,K03402,389
2018,403,Deutsche,"Oldenburg(Oldb), Stadt",K03403,1409
2018,404,Deutsche,"Osnabrück, Stadt",K03404,1426
2018,405,Deutsche,"Wilhelmshaven, Stadt",K03405,527
2018,451,Deutsche,Ammerland,K03451,992
2018,452,Deutsche,Aurich,K03452,1498
2018,453,Deutsche,Cloppenburg,K03453,1604
2018,454,Deutsche,Emsland,K03454,2791
2018,455,Deutsche,Friesland,K03455,693
2018,456,Deutsche,Grafschaft Bentheim,K03456,1149
2018,457,Deutsche,Leer,K03457,1464
2018,458,Deutsche,Oldenburg,K03458,1024
2018,459,Deutsche,Osnabrück,K03459,3050
2018,460,Deutsche,Vechta,K03460,1317
2018,461,Deutsche,Wesermarsch,K03461,649
2018,462,Deutsche,Wittmund,K03462,397
2018,4,Deutsche,Statistische Region Weser-Ems,K034,21020
2018,0,Deutsche,Niedersachsen,K030,64813
2019,101,Deutsche,"Braunschweig, Stadt",K03101,2192
2019,102,Deutsche,"Salzgitter, Stadt",K03102,835
2019,103,Deutsche,"Wolfsburg, Stadt",K03103,1110
2019,151,Deutsche,Gifhorn,K03151,1655
2019,153,Deutsche,Goslar,K03153,796
2019,154,Deutsche,Helmstedt,K03154,734
2019,155,Deutsche,Northeim,K03155,920
2019,157,Deutsche,Peine,K03157,1119
2019,158,Deutsche,Wolfenbüttel,K03158,914
2019,159,Deutsche,Göttingen,K03159,2348
2019,1,Deutsche,Statistische Region Braunschweig,K031,12623
2019,241,Deutsche,Hannover  Region,K03241,9538
2019,241001,Deutsche,"dav. Hannover, Lhst.",K03241001,4625
2019,241999,Deutsche,"dav. Hannover, Umland",K03241999,4913
2019,251,Deutsche,Diepholz,K03251,1731
2019,252,Deutsche,Hameln-Pyrmont,K03252,1089
2019,254,Deutsche,Hildesheim,K03254,2077
2019,255,Deutsche,Holzminden,K03255,448
2019,256,Deutsche,Nienburg (Weser),K03256,923
2019,257,Deutsche,Schaumburg,K03257,1114
2019,2,Deutsche,Statistische Region Hannover,K032,16920
2019,351,Deutsche,Celle,K03351,1483
2019,352,Deutsche,Cuxhaven,K03352,1390
2019,353,Deutsche,Harburg,K03353,2094
2019,354,Deutsche,Lüchow-Dannenberg,K03354,328
2019,355,Deutsche,Lüneburg,K03355,1510
2019,356,Deutsche,Osterholz,K03356,908
2019,357,Deutsche,Rotenburg (Wümme),K03357,1370
2019,358,Deutsche,Heidekreis,K03358,1101
2019,359,Deutsche,Stade,K03359,1716
2019,360,Deutsche,Uelzen,K03360,671
2019,361,Deutsche,Verden,K03361,1156
2019,3,Deutsche,Statistische Region Lüneburg,K033,13727
2019,401,Deutsche,"Delmenhorst, Stadt",K03401,663
2019,402,Deutsche,Emden  Stadt,K03402,391
2019,403,Deutsche,"Oldenburg(Oldb), Stadt",K03403,1373
2019,404,Deutsche,"Osnabrück, Stadt",K03404,1372
2019,405,Deutsche,"Wilhelmshaven, Stadt",K03405,536
2019,451,Deutsche,Ammerland,K03451,1071
2019,452,Deutsche,Aurich,K03452,1524
2019,453,Deutsche,Cloppenburg,K03453,1683
2019,454,Deutsche,Emsland,K03454,2834
2019,455,Deutsche,Friesland,K03455,754
2019,456,Deutsche,Grafschaft Bentheim,K03456,1166
2019,457,Deutsche,Leer,K03457,1392
2019,458,Deutsche,Oldenburg,K03458,1034
2019,459,Deutsche,Osnabrück,K03459,3197
2019,460,Deutsche,Vechta,K03460,1403
2019,461,Deutsche,Wesermarsch,K03461,669
2019,462,Deutsche,Wittmund,K03462,407
2019,4,Deutsche,Statistische Region Weser-Ems,K034,21469
2019,0,Deutsche,Niedersachsen,K030,64739
2020,101,Deutsche,"Braunschweig, Stadt",K03101,2036
2020,102,Deutsche,"Salzgitter, Stadt",K03102,830
2020,103,Deutsche,"Wolfsburg, Stadt",K03103,1093
2020,151,Deutsche,Gifhorn,K03151,1610
2020,153,Deutsche,Goslar,K03153,806
2020,154,Deutsche,Helmstedt,K03154,786
2020,155,Deutsche,Northeim,K03155,959
2020,157,Deutsche,Peine,K03157,1246
2020,158,Deutsche,Wolfenbüttel,K03158,933
2020,159,Deutsche,Göttingen,K03159,2472
2020,1,Deutsche,Statistische Region Braunschweig,K031,12771
2020,241,Deutsche,Hannover  Region,K03241,9737
2020,241001,Deutsche,"dav. Hannover, Lhst.",K03241001,4728
2020,241999,Deutsche,"dav. Hannover, Umland",K03241999,5009
2020,251,Deutsche,Diepholz,K03251,1705
2020,252,Deutsche,Hameln-Pyrmont,K03252,1080
2020,254,Deutsche,Hildesheim,K03254,2048
2020,255,Deutsche,Holzminden,K03255,542
2020,256,Deutsche,Nienburg (Weser),K03256,991
2020,257,Deutsche,Schaumburg,K03257,1143
2020,2,Deutsche,Statistische Region Hannover,K032,17246
2020,351,Deutsche,Celle,K03351,1416
2020,352,Deutsche,Cuxhaven,K03352,1584
2020,353,Deutsche,Harburg,K03353,2003
2020,354,Deutsche,Lüchow-Dannenberg,K03354,300
2020,355,Deutsche,Lüneburg,K03355,1519
2020,356,Deutsche,Osterholz,K03356,877
2020,357,Deutsche,Rotenburg (Wümme),K03357,1369
2020,358,Deutsche,Heidekreis,K03358,1120
2020,359,Deutsche,Stade,K03359,1779
2020,360,Deutsche,Uelzen,K03360,651
2020,361,Deutsche,Verden,K03361,1163
2020,3,Deutsche,Statistische Region Lüneburg,K033,13781
2020,401,Deutsche,"Delmenhorst, Stadt",K03401,559
2020,402,Deutsche,Emden  Stadt,K03402,360
2020,403,Deutsche,"Oldenburg(Oldb), Stadt",K03403,1400
2020,404,Deutsche,"Osnabrück, Stadt",K03404,1282
2020,405,Deutsche,"Wilhelmshaven, Stadt",K03405,533
2020,451,Deutsche,Ammerland,K03451,1007
2020,452,Deutsche,Aurich,K03452,1471
2020,453,Deutsche,Cloppenburg,K03453,1752
2020,454,Deutsche,Emsland,K03454,2902
2020,455,Deutsche,Friesland,K03455,765
2020,456,Deutsche,Grafschaft Bentheim,K03456,1158
2020,457,Deutsche,Leer,K03457,1431
2020,458,Deutsche,Oldenburg,K03458,1030
2020,459,Deutsche,Osnabrück,K03459,3140
2020,460,Deutsche,Vechta,K03460,1380
2020,461,Deutsche,Wesermarsch,K03461,692
2020,462,Deutsche,Wittmund,K03462,455
2020,4,Deutsche,Statistische Region Weser-Ems,K034,21317
2020,0,Deutsche,Niedersachsen,K030,65115
2021,101,Deutsche,"Braunschweig, Stadt",K03101,2211
2021,102,Deutsche,"Salzgitter, Stadt",K03102,835
2021,103,Deutsche,"Wolfsburg, Stadt",K03103,1080
2021,151,Deutsche,Gifhorn,K03151,1684
2021,153,Deutsche,Goslar,K03153,800
2021,154,Deutsche,Helmstedt,K03154,749
2021,155,Deutsche,Northeim,K03155,1021
2021,157,Deutsche,Peine,K03157,1271
2021,158,Deutsche,Wolfenbüttel,K03158,963
2021,159,Deutsche,Göttingen,K03159,2426
2021,1,Deutsche,Statistische Region Braunschweig,K031,13040
2021,241,Deutsche,Hannover  Region,K03241,9775
2021,241001,Deutsche,"dav. Hannover, Lhst.",K03241001,4749
2021,241999,Deutsche,"dav. Hannover, Umland",K03241999,14524
2021,251,Deutsche,Diepholz,K03251,1852
2021,252,Deutsche,Hameln-Pyrmont,K03252,1158
2021,254,Deutsche,Hildesheim,K03254,2170
2021,255,Deutsche,Holzminden,K03255,501
2021,256,Deutsche,Nienburg (Weser),K03256,961
2021,257,Deutsche,Schaumburg,K03257,1173
2021,2,Deutsche,Statistische Region Hannover,K032,17590
2021,351,Deutsche,Celle,K03351,1483
2021,352,Deutsche,Cuxhaven,K03352,1623
2021,353,Deutsche,Harburg,K03353,2270
2021,354,Deutsche,Lüchow-Dannenberg,K03354,318
2021,355,Deutsche,Lüneburg,K03355,1504
2021,356,Deutsche,Osterholz,K03356,994
2021,357,Deutsche,Rotenburg (Wümme),K03357,1361
2021,358,Deutsche,Heidekreis,K03358,1135
2021,359,Deutsche,Stade,K03359,1778
2021,360,Deutsche,Uelzen,K03360,688
2021,361,Deutsche,Verden,K03361,1210
2021,3,Deutsche,Statistische Region Lüneburg,K033,14364
2021,401,Deutsche,"Delmenhorst, Stadt",K03401,636
2021,402,Deutsche,Emden  Stadt,K03402,337
2021,403,Deutsche,"Oldenburg(Oldb), Stadt",K03403,1396
2021,404,Deutsche,"Osnabrück, Stadt",K03404,1490
2021,405,Deutsche,"Wilhelmshaven, Stadt",K03405,549
2021,451,Deutsche,Ammerland,K03451,1068
2021,452,Deutsche,Aurich,K03452,1516
2021,453,Deutsche,Cloppenburg,K03453,1884
2021,454,Deutsche,Emsland,K03454,2894
2021,455,Deutsche,Friesland,K03455,777
2021,456,Deutsche,Grafschaft Bentheim,K03456,1302
2021,457,Deutsche,Leer,K03457,1544
2021,458,Deutsche,Oldenburg,K03458,1164
2021,459,Deutsche,Osnabrück,K03459,3326
2021,460,Deutsche,Vechta,K03460,1404
2021,461,Deutsche,Wesermarsch,K03461,650
2021,462,Deutsche,Wittmund,K03462,411
