Year,Gebietseinheit,Land der Staatsangehörigkeit,Units,GeoCode,Value
2023,"Delmenhorst, Stadt",Polen,Veränderung gegenüber 2005 in Prozent,K03401,231
2023,"Emden, Stadt",Polen,Veränderung gegenüber 2005 in Prozent,K03402,250
2023,"Oldenburg (Oldb), Stadt",Polen,Veränderung gegenüber 2005 in Prozent,K03403,66
2023,"Osnabrück, Stadt",Polen,Veränderung gegenüber 2005 in Prozent,K03404,166
2023,"Wilhelmshaven, Stadt",Polen,Veränderung gegenüber 2005 in Prozent,K03405,206
2023,Ammerland,Polen,Veränderung gegenüber 2005 in Prozent,K03451,481
2023,Aurich,Polen,Veränderung gegenüber 2005 in Prozent,K03452,382
2023,Cloppenburg,Polen,Veränderung gegenüber 2005 in Prozent,K03453,374
2023,Emsland,Polen,Veränderung gegenüber 2005 in Prozent,K03454,376
2023,Friesland,Polen,Veränderung gegenüber 2005 in Prozent,K03455,175
2023,Grafschaft Bentheim,Polen,Veränderung gegenüber 2005 in Prozent,K03456,856
2023,Leer,Polen,Veränderung gegenüber 2005 in Prozent,K03457,221
2023,Oldenburg,Polen,Veränderung gegenüber 2005 in Prozent,K03458,338
2023,Osnabrück,Polen,Veränderung gegenüber 2005 in Prozent,K03459,362
2023,Vechta,Polen,Veränderung gegenüber 2005 in Prozent,K03460,321
2023,Wesermarsch,Polen,Veränderung gegenüber 2005 in Prozent,K03461,223
2023,Wittmund,Polen,Veränderung gegenüber 2005 in Prozent,K03462,335
2023,Statistische Region Weser-Ems,Polen,Veränderung gegenüber 2005 in Prozent,K034,316
2023,Niedersachsen,Polen,Veränderung gegenüber 2005 in Prozent,K030,217
2024,"Braunschweig, Stadt",Polen,Veränderung gegenüber 2005 in Prozent,K03101,67
2024,"Salzgitter, Stadt",Polen,Veränderung gegenüber 2005 in Prozent,K03102,211
2024,"Wolfsburg, Stadt",Polen,Veränderung gegenüber 2005 in Prozent,K03103,101
2024,Gifhorn,Polen,Veränderung gegenüber 2005 in Prozent,K03151,127
2024,Goslar,Polen,Veränderung gegenüber 2005 in Prozent,K03153,117
2024,Helmstedt,Polen,Veränderung gegenüber 2005 in Prozent,K03154,174
2024,Northeim,Polen,Veränderung gegenüber 2005 in Prozent,K03155,207
2024,Peine,Polen,Veränderung gegenüber 2005 in Prozent,K03157,270
2024,Wolfenbüttel,Polen,Veränderung gegenüber 2005 in Prozent,K03158,152
2024,Göttingen,Polen,Veränderung gegenüber 2005 in Prozent,K03159,63
2024,Statistische Region Braunschweig,Polen,Veränderung gegenüber 2005 in Prozent,K031,122
2024,Region Hannover,Polen,Veränderung gegenüber 2005 in Prozent,K03241,124
2024,"dav. Hannover, Lhst.",Polen,Veränderung gegenüber 2005 in Prozent,K03241001,95
2024,"dav. Hannover, Umland",Polen,Veränderung gegenüber 2005 in Prozent,K03241999,166
2024,Diepholz,Polen,Veränderung gegenüber 2005 in Prozent,K03251,415
2024,Hameln-Pyrmont,Polen,Veränderung gegenüber 2005 in Prozent,K03252,113
2024,Hildesheim,Polen,Veränderung gegenüber 2005 in Prozent,K03254,125
2024,Holzminden,Polen,Veränderung gegenüber 2005 in Prozent,K03255,28
2024,Nienburg (Weser),Polen,Veränderung gegenüber 2005 in Prozent,K03256,254
2024,Schaumburg,Polen,Veränderung gegenüber 2005 in Prozent,K03257,224
2024,Statistische Region Hannover,Polen,Veränderung gegenüber 2005 in Prozent,K032,152
2024,Celle,Polen,Veränderung gegenüber 2005 in Prozent,K03351,351
2024,Cuxhaven,Polen,Veränderung gegenüber 2005 in Prozent,K03352,250
2024,Harburg,Polen,Veränderung gegenüber 2005 in Prozent,K03353,343
2024,Lüchow-Dannenberg,Polen,Veränderung gegenüber 2005 in Prozent,K03354,166
2024,Lüneburg,Polen,Veränderung gegenüber 2005 in Prozent,K03355,130
2024,Osterholz,Polen,Veränderung gegenüber 2005 in Prozent,K03356,157
2024,Rotenburg (Wümme),Polen,Veränderung gegenüber 2005 in Prozent,K03357,183
2024,Heidekreis,Polen,Veränderung gegenüber 2005 in Prozent,K03358,437
2024,Stade,Polen,Veränderung gegenüber 2005 in Prozent,K03359,439
2024,Uelzen,Polen,Veränderung gegenüber 2005 in Prozent,K03360,233
2024,Verden,Polen,Veränderung gegenüber 2005 in Prozent,K03361,218
2024,Statistische Region Lüneburg,Polen,Veränderung gegenüber 2005 in Prozent,K033,280
2024,"Delmenhorst, Stadt",Polen,Veränderung gegenüber 2005 in Prozent,K03401,193
2024,"Emden, Stadt",Polen,Veränderung gegenüber 2005 in Prozent,K03402,222
2024,"Oldenburg (Oldb), Stadt",Polen,Veränderung gegenüber 2005 in Prozent,K03403,59
2024,"Osnabrück, Stadt",Polen,Veränderung gegenüber 2005 in Prozent,K03404,160
2024,"Wilhelmshaven, Stadt",Polen,Veränderung gegenüber 2005 in Prozent,K03405,192
2024,Ammerland,Polen,Veränderung gegenüber 2005 in Prozent,K03451,472
2024,Aurich,Polen,Veränderung gegenüber 2005 in Prozent,K03452,338
2024,Cloppenburg,Polen,Veränderung gegenüber 2005 in Prozent,K03453,357
2024,Emsland,Polen,Veränderung gegenüber 2005 in Prozent,K03454,363
2024,Friesland,Polen,Veränderung gegenüber 2005 in Prozent,K03455,190
2024,Grafschaft Bentheim,Polen,Veränderung gegenüber 2005 in Prozent,K03456,838
2024,Leer,Polen,Veränderung gegenüber 2005 in Prozent,K03457,196
2024,Oldenburg,Polen,Veränderung gegenüber 2005 in Prozent,K03458,313
2024,Osnabrück,Polen,Veränderung gegenüber 2005 in Prozent,K03459,348
2024,Vechta,Polen,Veränderung gegenüber 2005 in Prozent,K03460,313
2024,Wesermarsch,Polen,Veränderung gegenüber 2005 in Prozent,K03461,230
2024,Wittmund,Polen,Veränderung gegenüber 2005 in Prozent,K03462,340
2024,Statistische Region Weser-Ems,Polen,Veränderung gegenüber 2005 in Prozent,K034,302
2024,Niedersachsen,Polen,Veränderung gegenüber 2005 in Prozent,K030,209
2025,"Braunschweig, Stadt",Polen,Veränderung gegenüber 2005 in Prozent,K03101,67
2025,"Salzgitter, Stadt",Polen,Veränderung gegenüber 2005 in Prozent,K03102,215
2025,"Wolfsburg, Stadt",Polen,Veränderung gegenüber 2005 in Prozent,K03103,101
2025,Gifhorn,Polen,Veränderung gegenüber 2005 in Prozent,K03151,107
2025,Goslar,Polen,Veränderung gegenüber 2005 in Prozent,K03153,100
2025,Helmstedt,Polen,Veränderung gegenüber 2005 in Prozent,K03154,167
2025,Northeim,Polen,Veränderung gegenüber 2005 in Prozent,K03155,198
2025,Peine,Polen,Veränderung gegenüber 2005 in Prozent,K03157,276
2025,Wolfenbüttel,Polen,Veränderung gegenüber 2005 in Prozent,K03158,152
2025,Göttingen,Polen,Veränderung gegenüber 2005 in Prozent,K03159,65
2025,Statistische Region Braunschweig,Polen,Veränderung gegenüber 2005 in Prozent,K031,119
2025,Region Hannover,Polen,Veränderung gegenüber 2005 in Prozent,K03241,108
2025,"dav. Hannover, Lhst.",Polen,Veränderung gegenüber 2005 in Prozent,K03241001,72
2025,"dav. Hannover, Umland",Polen,Veränderung gegenüber 2005 in Prozent,K03241999,162
2025,Diepholz,Polen,Veränderung gegenüber 2005 in Prozent,K03251,402
2025,Hameln-Pyrmont,Polen,Veränderung gegenüber 2005 in Prozent,K03252,109
2025,Hildesheim,Polen,Veränderung gegenüber 2005 in Prozent,K03254,121
2025,Holzminden,Polen,Veränderung gegenüber 2005 in Prozent,K03255,26
2025,Nienburg (Weser),Polen,Veränderung gegenüber 2005 in Prozent,K03256,242
2025,Schaumburg,Polen,Veränderung gegenüber 2005 in Prozent,K03257,212
2025,Statistische Region Hannover,Polen,Veränderung gegenüber 2005 in Prozent,K032,139
2025,Celle,Polen,Veränderung gegenüber 2005 in Prozent,K03351,337
2025,Cuxhaven,Polen,Veränderung gegenüber 2005 in Prozent,K03352,237
2025,Harburg,Polen,Veränderung gegenüber 2005 in Prozent,K03353,306
2025,Lüchow-Dannenberg,Polen,Veränderung gegenüber 2005 in Prozent,K03354,151
2025,Lüneburg,Polen,Veränderung gegenüber 2005 in Prozent,K03355,127
2025,Osterholz,Polen,Veränderung gegenüber 2005 in Prozent,K03356,149
2025,Rotenburg (Wümme),Polen,Veränderung gegenüber 2005 in Prozent,K03357,183
2025,Heidekreis,Polen,Veränderung gegenüber 2005 in Prozent,K03358,404
2025,Stade,Polen,Veränderung gegenüber 2005 in Prozent,K03359,419
2025,Uelzen,Polen,Veränderung gegenüber 2005 in Prozent,K03360,228
2025,Verden,Polen,Veränderung gegenüber 2005 in Prozent,K03361,214
2025,Statistische Region Lüneburg,Polen,Veränderung gegenüber 2005 in Prozent,K033,265
2025,"Delmenhorst, Stadt",Polen,Veränderung gegenüber 2005 in Prozent,K03401,190
2025,"Emden, Stadt",Polen,Veränderung gegenüber 2005 in Prozent,K03402,207
2025,"Oldenburg (Oldb), Stadt",Polen,Veränderung gegenüber 2005 in Prozent,K03403,52
2025,"Osnabrück, Stadt",Polen,Veränderung gegenüber 2005 in Prozent,K03404,155
2025,"Wilhelmshaven, Stadt",Polen,Veränderung gegenüber 2005 in Prozent,K03405,152
2025,Ammerland,Polen,Veränderung gegenüber 2005 in Prozent,K03451,476
2025,Aurich,Polen,Veränderung gegenüber 2005 in Prozent,K03452,322
2025,Cloppenburg,Polen,Veränderung gegenüber 2005 in Prozent,K03453,330
2025,Emsland,Polen,Veränderung gegenüber 2005 in Prozent,K03454,356
2025,Friesland,Polen,Veränderung gegenüber 2005 in Prozent,K03455,169
2025,Grafschaft Bentheim,Polen,Veränderung gegenüber 2005 in Prozent,K03456,857
2025,Leer,Polen,Veränderung gegenüber 2005 in Prozent,K03457,182
2025,Oldenburg,Polen,Veränderung gegenüber 2005 in Prozent,K03458,295
2025,Osnabrück,Polen,Veränderung gegenüber 2005 in Prozent,K03459,323
2025,Vechta,Polen,Veränderung gegenüber 2005 in Prozent,K03460,300
2025,Wesermarsch,Polen,Veränderung gegenüber 2005 in Prozent,K03461,231
2025,Wittmund,Polen,Veränderung gegenüber 2005 in Prozent,K03462,280
2025,Statistische Region Weser-Ems,Polen,Veränderung gegenüber 2005 in Prozent,K034,289
2025,Niedersachsen,Polen,Veränderung gegenüber 2005 in Prozent,K030,198
2005,"Braunschweig, Stadt",Syrien,Veränderung gegenüber 2005 in Prozent,K03101,0
2005,"Salzgitter, Stadt",Syrien,Veränderung gegenüber 2005 in Prozent,K03102,0
2005,"Wolfsburg, Stadt",Syrien,Veränderung gegenüber 2005 in Prozent,K03103,0
2005,Gifhorn,Syrien,Veränderung gegenüber 2005 in Prozent,K03151,0
2005,Goslar,Syrien,Veränderung gegenüber 2005 in Prozent,K03153,0
2005,Helmstedt,Syrien,Veränderung gegenüber 2005 in Prozent,K03154,0
2005,Northeim,Syrien,Veränderung gegenüber 2005 in Prozent,K03155,0
2005,Peine,Syrien,Veränderung gegenüber 2005 in Prozent,K03157,0
2005,Wolfenbüttel,Syrien,Veränderung gegenüber 2005 in Prozent,K03158,0
2005,Göttingen,Syrien,Veränderung gegenüber 2005 in Prozent,K03159,0
2005,Statistische Region Braunschweig,Syrien,Veränderung gegenüber 2005 in Prozent,K031,0
2005,Region Hannover,Syrien,Veränderung gegenüber 2005 in Prozent,K03241,0
2005,"dav. Hannover, Lhst.",Syrien,Veränderung gegenüber 2005 in Prozent,K03241001,0
2005,"dav. Hannover, Umland",Syrien,Veränderung gegenüber 2005 in Prozent,K03241999,0
2005,Diepholz,Syrien,Veränderung gegenüber 2005 in Prozent,K03251,0
2005,Hameln-Pyrmont,Syrien,Veränderung gegenüber 2005 in Prozent,K03252,0
2005,Hildesheim,Syrien,Veränderung gegenüber 2005 in Prozent,K03254,0
2005,Holzminden,Syrien,Veränderung gegenüber 2005 in Prozent,K03255,0
2005,Nienburg (Weser),Syrien,Veränderung gegenüber 2005 in Prozent,K03256,0
2005,Schaumburg,Syrien,Veränderung gegenüber 2005 in Prozent,K03257,0
2005,Statistische Region Hannover,Syrien,Veränderung gegenüber 2005 in Prozent,K032,0
2005,Celle,Syrien,Veränderung gegenüber 2005 in Prozent,K03351,0
2005,Cuxhaven,Syrien,Veränderung gegenüber 2005 in Prozent,K03352,0
2005,Harburg,Syrien,Veränderung gegenüber 2005 in Prozent,K03353,0
2005,Lüchow-Dannenberg,Syrien,Veränderung gegenüber 2005 in Prozent,K03354,0
2005,Lüneburg,Syrien,Veränderung gegenüber 2005 in Prozent,K03355,0
2005,Osterholz,Syrien,Veränderung gegenüber 2005 in Prozent,K03356,0
2005,Rotenburg (Wümme),Syrien,Veränderung gegenüber 2005 in Prozent,K03357,0
2005,Heidekreis,Syrien,Veränderung gegenüber 2005 in Prozent,K03358,0
2005,Stade,Syrien,Veränderung gegenüber 2005 in Prozent,K03359,0
2005,Uelzen,Syrien,Veränderung gegenüber 2005 in Prozent,K03360,0
2005,Verden,Syrien,Veränderung gegenüber 2005 in Prozent,K03361,0
2005,Statistische Region Lüneburg,Syrien,Veränderung gegenüber 2005 in Prozent,K033,0
2005,"Delmenhorst, Stadt",Syrien,Veränderung gegenüber 2005 in Prozent,K03401,0
2005,"Emden, Stadt",Syrien,Veränderung gegenüber 2005 in Prozent,K03402,0
2005,"Oldenburg (Oldb), Stadt",Syrien,Veränderung gegenüber 2005 in Prozent,K03403,0
2005,"Osnabrück, Stadt",Syrien,Veränderung gegenüber 2005 in Prozent,K03404,0
2005,"Wilhelmshaven, Stadt",Syrien,Veränderung gegenüber 2005 in Prozent,K03405,0
2005,Ammerland,Syrien,Veränderung gegenüber 2005 in Prozent,K03451,0
2005,Aurich,Syrien,Veränderung gegenüber 2005 in Prozent,K03452,0
2005,Cloppenburg,Syrien,Veränderung gegenüber 2005 in Prozent,K03453,0
2005,Emsland,Syrien,Veränderung gegenüber 2005 in Prozent,K03454,0
2005,Friesland,Syrien,Veränderung gegenüber 2005 in Prozent,K03455,0
2005,Grafschaft Bentheim,Syrien,Veränderung gegenüber 2005 in Prozent,K03456,0
2005,Leer,Syrien,Veränderung gegenüber 2005 in Prozent,K03457,0
2005,Oldenburg,Syrien,Veränderung gegenüber 2005 in Prozent,K03458,0
2005,Osnabrück,Syrien,Veränderung gegenüber 2005 in Prozent,K03459,0
2005,Vechta,Syrien,Veränderung gegenüber 2005 in Prozent,K03460,0
2005,Wesermarsch,Syrien,Veränderung gegenüber 2005 in Prozent,K03461,0
2005,Wittmund,Syrien,Veränderung gegenüber 2005 in Prozent,K03462,0
2005,Statistische Region Weser-Ems,Syrien,Veränderung gegenüber 2005 in Prozent,K034,0
2005,Niedersachsen,Syrien,Veränderung gegenüber 2005 in Prozent,K030,0
2011,"Braunschweig, Stadt",Syrien,Veränderung gegenüber 2005 in Prozent,K03101,-7
2011,"Salzgitter, Stadt",Syrien,Veränderung gegenüber 2005 in Prozent,K03102,-26
2011,"Wolfsburg, Stadt",Syrien,Veränderung gegenüber 2005 in Prozent,K03103,39
2011,Gifhorn,Syrien,Veränderung gegenüber 2005 in Prozent,K03151,-30
2011,Goslar,Syrien,Veränderung gegenüber 2005 in Prozent,K03153,9
2011,Helmstedt,Syrien,Veränderung gegenüber 2005 in Prozent,K03154,92
2011,Northeim,Syrien,Veränderung gegenüber 2005 in Prozent,K03155,-5
2011,Peine,Syrien,Veränderung gegenüber 2005 in Prozent,K03157,22
2011,Wolfenbüttel,Syrien,Veränderung gegenüber 2005 in Prozent,K03158,-4
2011,Göttingen,Syrien,Veränderung gegenüber 2005 in Prozent,K03159,28
2011,Statistische Region Braunschweig,Syrien,Veränderung gegenüber 2005 in Prozent,K031,9
2011,Region Hannover,Syrien,Veränderung gegenüber 2005 in Prozent,K03241,21
2011,"dav. Hannover, Lhst.",Syrien,Veränderung gegenüber 2005 in Prozent,K03241001,5
2011,"dav. Hannover, Umland",Syrien,Veränderung gegenüber 2005 in Prozent,K03241999,39
2011,Diepholz,Syrien,Veränderung gegenüber 2005 in Prozent,K03251,54
2011,Hameln-Pyrmont,Syrien,Veränderung gegenüber 2005 in Prozent,K03252,-5
2011,Hildesheim,Syrien,Veränderung gegenüber 2005 in Prozent,K03254,-6
2011,Holzminden,Syrien,Veränderung gegenüber 2005 in Prozent,K03255,250
2011,Nienburg (Weser),Syrien,Veränderung gegenüber 2005 in Prozent,K03256,4
2011,Schaumburg,Syrien,Veränderung gegenüber 2005 in Prozent,K03257,-7
2011,Statistische Region Hannover,Syrien,Veränderung gegenüber 2005 in Prozent,K032,16
2011,Celle,Syrien,Veränderung gegenüber 2005 in Prozent,K03351,15
2011,Cuxhaven,Syrien,Veränderung gegenüber 2005 in Prozent,K03352,8
2011,Harburg,Syrien,Veränderung gegenüber 2005 in Prozent,K03353,10
2011,Lüchow-Dannenberg,Syrien,Veränderung gegenüber 2005 in Prozent,K03354,14
2011,Lüneburg,Syrien,Veränderung gegenüber 2005 in Prozent,K03355,-29
2011,Osterholz,Syrien,Veränderung gegenüber 2005 in Prozent,K03356,14
2011,Rotenburg (Wümme),Syrien,Veränderung gegenüber 2005 in Prozent,K03357,49
2011,Heidekreis,Syrien,Veränderung gegenüber 2005 in Prozent,K03358,4
2011,Stade,Syrien,Veränderung gegenüber 2005 in Prozent,K03359,36
2011,Uelzen,Syrien,Veränderung gegenüber 2005 in Prozent,K03360,41
2011,Verden,Syrien,Veränderung gegenüber 2005 in Prozent,K03361,41
2011,Statistische Region Lüneburg,Syrien,Veränderung gegenüber 2005 in Prozent,K033,14
2011,"Delmenhorst, Stadt",Syrien,Veränderung gegenüber 2005 in Prozent,K03401,-28
2011,"Emden, Stadt",Syrien,Veränderung gegenüber 2005 in Prozent,K03402,500
2011,"Oldenburg (Oldb), Stadt",Syrien,Veränderung gegenüber 2005 in Prozent,K03403,66
2011,"Osnabrück, Stadt",Syrien,Veränderung gegenüber 2005 in Prozent,K03404,29
2011,"Wilhelmshaven, Stadt",Syrien,Veränderung gegenüber 2005 in Prozent,K03405,-21
2011,Ammerland,Syrien,Veränderung gegenüber 2005 in Prozent,K03451,21
2011,Aurich,Syrien,Veränderung gegenüber 2005 in Prozent,K03452,-1
2011,Cloppenburg,Syrien,Veränderung gegenüber 2005 in Prozent,K03453,24
2011,Emsland,Syrien,Veränderung gegenüber 2005 in Prozent,K03454,25
2011,Friesland,Syrien,Veränderung gegenüber 2005 in Prozent,K03455,8
2011,Grafschaft Bentheim,Syrien,Veränderung gegenüber 2005 in Prozent,K03456,-21
2011,Leer,Syrien,Veränderung gegenüber 2005 in Prozent,K03457,5
2011,Oldenburg,Syrien,Veränderung gegenüber 2005 in Prozent,K03458,-18
2011,Osnabrück,Syrien,Veränderung gegenüber 2005 in Prozent,K03459,5
2011,Vechta,Syrien,Veränderung gegenüber 2005 in Prozent,K03460,4
2011,Wesermarsch,Syrien,Veränderung gegenüber 2005 in Prozent,K03461,30
2011,Wittmund,Syrien,Veränderung gegenüber 2005 in Prozent,K03462,86
2011,Statistische Region Weser-Ems,Syrien,Veränderung gegenüber 2005 in Prozent,K034,8
2011,Niedersachsen,Syrien,Veränderung gegenüber 2005 in Prozent,K030,12
2012,"Braunschweig, Stadt",Syrien,Veränderung gegenüber 2005 in Prozent,K03101,-8
2012,"Salzgitter, Stadt",Syrien,Veränderung gegenüber 2005 in Prozent,K03102,76
2012,"Wolfsburg, Stadt",Syrien,Veränderung gegenüber 2005 in Prozent,K03103,101
2012,Gifhorn,Syrien,Veränderung gegenüber 2005 in Prozent,K03151,16
2012,Goslar,Syrien,Veränderung gegenüber 2005 in Prozent,K03153,29
2012,Helmstedt,Syrien,Veränderung gegenüber 2005 in Prozent,K03154,119
2012,Northeim,Syrien,Veränderung gegenüber 2005 in Prozent,K03155,8
2012,Peine,Syrien,Veränderung gegenüber 2005 in Prozent,K03157,35
2012,Wolfenbüttel,Syrien,Veränderung gegenüber 2005 in Prozent,K03158,15
2012,Göttingen,Syrien,Veränderung gegenüber 2005 in Prozent,K03159,95
2012,Statistische Region Braunschweig,Syrien,Veränderung gegenüber 2005 in Prozent,K031,42
2012,Region Hannover,Syrien,Veränderung gegenüber 2005 in Prozent,K03241,42
2012,"dav. Hannover, Lhst.",Syrien,Veränderung gegenüber 2005 in Prozent,K03241001,19
2012,"dav. Hannover, Umland",Syrien,Veränderung gegenüber 2005 in Prozent,K03241999,69
2012,Diepholz,Syrien,Veränderung gegenüber 2005 in Prozent,K03251,81
2012,Hameln-Pyrmont,Syrien,Veränderung gegenüber 2005 in Prozent,K03252,43
2012,Hildesheim,Syrien,Veränderung gegenüber 2005 in Prozent,K03254,22
2012,Holzminden,Syrien,Veränderung gegenüber 2005 in Prozent,K03255,265
2012,Nienburg (Weser),Syrien,Veränderung gegenüber 2005 in Prozent,K03256,14
2012,Schaumburg,Syrien,Veränderung gegenüber 2005 in Prozent,K03257,-7
2012,Statistische Region Hannover,Syrien,Veränderung gegenüber 2005 in Prozent,K032,36
2012,Celle,Syrien,Veränderung gegenüber 2005 in Prozent,K03351,34
2012,Cuxhaven,Syrien,Veränderung gegenüber 2005 in Prozent,K03352,5
2012,Harburg,Syrien,Veränderung gegenüber 2005 in Prozent,K03353,6
2012,Lüchow-Dannenberg,Syrien,Veränderung gegenüber 2005 in Prozent,K03354,171
2012,Lüneburg,Syrien,Veränderung gegenüber 2005 in Prozent,K03355,-21
2012,Osterholz,Syrien,Veränderung gegenüber 2005 in Prozent,K03356,-29
2012,Rotenburg (Wümme),Syrien,Veränderung gegenüber 2005 in Prozent,K03357,35
2012,Heidekreis,Syrien,Veränderung gegenüber 2005 in Prozent,K03358,42
2012,Stade,Syrien,Veränderung gegenüber 2005 in Prozent,K03359,-16
2012,Uelzen,Syrien,Veränderung gegenüber 2005 in Prozent,K03360,47
2012,Verden,Syrien,Veränderung gegenüber 2005 in Prozent,K03361,92
2012,Statistische Region Lüneburg,Syrien,Veränderung gegenüber 2005 in Prozent,K033,19
2012,"Delmenhorst, Stadt",Syrien,Veränderung gegenüber 2005 in Prozent,K03401,-25
2012,"Emden, Stadt",Syrien,Veränderung gegenüber 2005 in Prozent,K03402,1100
2012,"Oldenburg (Oldb), Stadt",Syrien,Veränderung gegenüber 2005 in Prozent,K03403,127
2012,"Osnabrück, Stadt",Syrien,Veränderung gegenüber 2005 in Prozent,K03404,49
2012,"Wilhelmshaven, Stadt",Syrien,Veränderung gegenüber 2005 in Prozent,K03405,-14
2012,Ammerland,Syrien,Veränderung gegenüber 2005 in Prozent,K03451,41
2012,Aurich,Syrien,Veränderung gegenüber 2005 in Prozent,K03452,13
2012,Cloppenburg,Syrien,Veränderung gegenüber 2005 in Prozent,K03453,51
2012,Emsland,Syrien,Veränderung gegenüber 2005 in Prozent,K03454,40
2012,Friesland,Syrien,Veränderung gegenüber 2005 in Prozent,K03455,0
2012,Grafschaft Bentheim,Syrien,Veränderung gegenüber 2005 in Prozent,K03456,-12
2012,Leer,Syrien,Veränderung gegenüber 2005 in Prozent,K03457,23
2012,Oldenburg,Syrien,Veränderung gegenüber 2005 in Prozent,K03458,-10
2012,Osnabrück,Syrien,Veränderung gegenüber 2005 in Prozent,K03459,1
2012,Vechta,Syrien,Veränderung gegenüber 2005 in Prozent,K03460,43
2012,Wesermarsch,Syrien,Veränderung gegenüber 2005 in Prozent,K03461,35
2012,Wittmund,Syrien,Veränderung gegenüber 2005 in Prozent,K03462,214
2012,Statistische Region Weser-Ems,Syrien,Veränderung gegenüber 2005 in Prozent,K034,27
2012,Niedersachsen,Syrien,Veränderung gegenüber 2005 in Prozent,K030,32
2013,"Braunschweig, Stadt",Syrien,Veränderung gegenüber 2005 in Prozent,K03101,28
2013,"Salzgitter, Stadt",Syrien,Veränderung gegenüber 2005 in Prozent,K03102,341
2013,"Wolfsburg, Stadt",Syrien,Veränderung gegenüber 2005 in Prozent,K03103,153
2013,Gifhorn,Syrien,Veränderung gegenüber 2005 in Prozent,K03151,52
2013,Goslar,Syrien,Veränderung gegenüber 2005 in Prozent,K03153,169
2013,Helmstedt,Syrien,Veränderung gegenüber 2005 in Prozent,K03154,112
2013,Northeim,Syrien,Veränderung gegenüber 2005 in Prozent,K03155,36
2013,Peine,Syrien,Veränderung gegenüber 2005 in Prozent,K03157,50
2013,Wolfenbüttel,Syrien,Veränderung gegenüber 2005 in Prozent,K03158,39
2013,Göttingen,Syrien,Veränderung gegenüber 2005 in Prozent,K03159,119
2013,Statistische Region Braunschweig,Syrien,Veränderung gegenüber 2005 in Prozent,K031,88
2013,Region Hannover,Syrien,Veränderung gegenüber 2005 in Prozent,K03241,104
2013,"dav. Hannover, Lhst.",Syrien,Veränderung gegenüber 2005 in Prozent,K03241001,72
2013,"dav. Hannover, Umland",Syrien,Veränderung gegenüber 2005 in Prozent,K03241999,141
2013,Diepholz,Syrien,Veränderung gegenüber 2005 in Prozent,K03251,150
2013,Hameln-Pyrmont,Syrien,Veränderung gegenüber 2005 in Prozent,K03252,61
2013,Hildesheim,Syrien,Veränderung gegenüber 2005 in Prozent,K03254,60
2013,Holzminden,Syrien,Veränderung gegenüber 2005 in Prozent,K03255,323
2013,Nienburg (Weser),Syrien,Veränderung gegenüber 2005 in Prozent,K03256,40
2013,Schaumburg,Syrien,Veränderung gegenüber 2005 in Prozent,K03257,7
2013,Statistische Region Hannover,Syrien,Veränderung gegenüber 2005 in Prozent,K032,83
2013,Celle,Syrien,Veränderung gegenüber 2005 in Prozent,K03351,104
2013,Cuxhaven,Syrien,Veränderung gegenüber 2005 in Prozent,K03352,0
2013,Harburg,Syrien,Veränderung gegenüber 2005 in Prozent,K03353,23
2013,Lüchow-Dannenberg,Syrien,Veränderung gegenüber 2005 in Prozent,K03354,314
2013,Lüneburg,Syrien,Veränderung gegenüber 2005 in Prozent,K03355,13
2013,Osterholz,Syrien,Veränderung gegenüber 2005 in Prozent,K03356,11
2013,Rotenburg (Wümme),Syrien,Veränderung gegenüber 2005 in Prozent,K03357,102
2013,Heidekreis,Syrien,Veränderung gegenüber 2005 in Prozent,K03358,104
2013,Stade,Syrien,Veränderung gegenüber 2005 in Prozent,K03359,16
2013,Uelzen,Syrien,Veränderung gegenüber 2005 in Prozent,K03360,118
2013,Verden,Syrien,Veränderung gegenüber 2005 in Prozent,K03361,123
2013,Statistische Region Lüneburg,Syrien,Veränderung gegenüber 2005 in Prozent,K033,59
2013,"Delmenhorst, Stadt",Syrien,Veränderung gegenüber 2005 in Prozent,K03401,9
2013,"Emden, Stadt",Syrien,Veränderung gegenüber 2005 in Prozent,K03402,4500
2013,"Oldenburg (Oldb), Stadt",Syrien,Veränderung gegenüber 2005 in Prozent,K03403,184
2013,"Osnabrück, Stadt",Syrien,Veränderung gegenüber 2005 in Prozent,K03404,211
2013,"Wilhelmshaven, Stadt",Syrien,Veränderung gegenüber 2005 in Prozent,K03405,11
2013,Ammerland,Syrien,Veränderung gegenüber 2005 in Prozent,K03451,53
2013,Aurich,Syrien,Veränderung gegenüber 2005 in Prozent,K03452,68
2013,Cloppenburg,Syrien,Veränderung gegenüber 2005 in Prozent,K03453,67
2013,Emsland,Syrien,Veränderung gegenüber 2005 in Prozent,K03454,69
2013,Friesland,Syrien,Veränderung gegenüber 2005 in Prozent,K03455,23
2013,Grafschaft Bentheim,Syrien,Veränderung gegenüber 2005 in Prozent,K03456,2
2013,Leer,Syrien,Veränderung gegenüber 2005 in Prozent,K03457,46
2013,Oldenburg,Syrien,Veränderung gegenüber 2005 in Prozent,K03458,13
2013,Osnabrück,Syrien,Veränderung gegenüber 2005 in Prozent,K03459,58
2013,Vechta,Syrien,Veränderung gegenüber 2005 in Prozent,K03460,80
2013,Wesermarsch,Syrien,Veränderung gegenüber 2005 in Prozent,K03461,21
2013,Wittmund,Syrien,Veränderung gegenüber 2005 in Prozent,K03462,386
