Value,Disaggregation combinations using this value,Number of indicators
Abschluss Förderschule2),3,1
Fachhochschulreife1),3,1
Hauptschulabschluss,3,1
Hochschulreife,3,1
Insgesamt,3,1
Ohne Abschluss,3,1
Realschulabschluss,3,1
