Value,Disaggregation combinations using this value,Number of indicators
12 bis unter 14 Jahren,2,1
14 bis unter 16 Jahren,2,1
16 bis unter 18 Jahren,2,1
3 bis unter 6 Jahren,2,1
6 bis unter 9 Jahren,2,1
9 bis unter 12 Jahren,2,1
unter 3 Jahren,2,1
