Value,Disaggregation combinations using this value,Number of indicators
Förderschule,208,1
Gymnasium,208,1
Hauptschule,208,1
Insgesamt,208,1
Integrierte Gesamtschule1),208,1
Oberschule,208,1
Realschule,208,1
