Value,Disaggregation combinations using this value,Number of indicators
1245.93023,1,1
12.4616956,1,1
1246.84685,1,1
124.719101,1,1
1248.0,1,1
124.832215,1,1
1249.42529,1,1
124.996831,1,1
125.0,8,1
1250.0,3,1
1251.64835,1,1
12525.0,1,1
1253.59116,1,1
1254.0,3,1
1254.16667,1,1
1255.0,2,1
1255.3719,1,1
125.567246,1,1
125.581395,1,1
125.630625,1,1
1258.0,1,1
12585.0,1,1
1258.62069,1,1
1258.69565,1,1
126.0,3,1
1260.0,3,1
12605.0,1,1
1261.0,1,1
126.229508,1,1
1262.31884,1,1
1262.5,1,1
1263.0,1,1
12.6436782,1,1
1264.40678,1,1
1265.0,5,1
126.510067,1,1
126.577438,1,1
1265.97938,1,1
126.655348,1,1
126.744186,1,1
1268.0,1,1
1268.85246,1,1
1269.64089,1,1
126980.0,1,1
127.0,4,1
1270.0,2,1
12700.0,1,1
1270.96774,1,1
127.173913,1,1
1271.90083,1,1
127.272727,1,1
1272.92818,1,1
1273.33333,1,1
127.350427,1,1
1275.0,7,1
127.54491,1,1
1276.03306,1,1
127.659574,1,1
127.906977,1,1
128.0,1,1
1280.0,3,1
1280.43478,1,1
1281.78295,1,1
128.187919,1,1
12.8205128,1,1
128.282828,1,1
1285.0,4,1
1285.2459,1,1
128.527607,1,1
128.571429,1,1
12865.0,1,1
1286.59173,1,1
1286.66667,1,1
128.888889,1,1
1289.0,2,1
1289.86784,1,1
128.989733,1,1
129.0,2,1
1290.0,2,1
1290.59305,1,1
1290.84507,1,1
1291.0,1,1
129.151292,1,1
12.9486277,1,1
1295.0,5,1
1297.0,2,1
129.72973,1,1
1297.4359,1,1
129.91453,1,1
13.0,2,1
130.0,9,1
1300.0,7,1
130.06135,1,1
13.0252101,1,1
13035.0,1,1
1305.0,5,1
130.588235,1,1
1306.77966,1,1
13.0681818,1,1
130.769231,1,1
1308.83978,1,1
1309.88909,1,1
130.997572,1,1
131.0,2,1
1310.0,3,1
131.271391,1,1
1313.22314,1,1
131.343284,1,1
131.358529,1,1
1315.0,2,1
1315.25424,1,1
1316.66667,1,1
13175.0,1,1
13179.4118,1,1
131.818182,1,1
131.882269,1,1
1319.0,1,1
131.972789,1,1
132.0,1,1
1320.0,3,1
13.2075472,1,1
1321.4876,1,1
1323.07692,1,1
132.313576,1,1
13.2352941,1,1
1323.91304,1,1
1324.73118,1,1
1325.0,5,1
1326.22951,1,1
132.780083,1,1
1328.57143,1,1
132.890705,1,1
1330.0,3,1
1331.0,1,1
1332.20339,1,1
1332.43243,1,1
13325.0,1,1
1333.0,1,1
1333.33333,1,1
1334.42623,1,1
1334.78261,1,1
1335.0,4,1
133.606557,1,1
1338.46154,1,1
13392.0,1,1
134.0,3,1
1340.0,6,1
134.042553,1,1
1341.0,1,1
1343.29897,1,1
134.44036,1,1
1344.44444,1,1
13.4453782,1,1
1345.0,6,1
1345.35519,1,1
1345.54455,1,1
1345.65217,1,1
13457.0,1,1
134.57189,1,1
1346.0,1,1
13460.0,1,1
134.615385,1,1
13.4615385,1,1
1346.72131,1,1
134.700908,1,1
1348.0,1,1
1348.71795,1,1
135.0,9,1
1350.0,5,1
1350.89286,1,1
1351.16279,1,1
135.294118,1,1
1352.99145,1,1
1353.125,1,1
1354.91803,1,1
1355.0,9,1
13.559322,1,1
1356.0,1,1
1356.04396,1,1
135.759494,1,1
1357.62712,1,1
135.897436,1,1
135.898086,1,1
135.96615,1,1
136.0,3,1
1360.0,7,1
13600.0,1,1
13.6089924,1,1
1361.0,1,1
1361.53846,2,1
136.157718,1,1
1361.99525,1,1
1362.0,1,1
1362.36559,1,1
1362.96296,1,1
1363.11475,1,1
13635.2941,1,1
13.6363636,1,1
1364.45584,1,1
1365.0,3,1
136.547085,1,1
1366.0,1,1
1366.08527,1,1
13675.0,1,1
136.943231,1,1
136.976507,1,1
137.0,4,1
1370.0,6,1
1371.81146,1,1
137.5,1,1
1375.0,6,1
1376.0,1,1
137.606838,1,1
13761.0,1,1
1376.19048,1,1
1377.27273,1,1
13.7767221,1,1
1379.16667,1,1
13.7931034,1,1
137.997957,1,1
138.0,2,1
1380.0,5,1
1380.39216,1,1
1380.52991,1,1
13810.0,1,1
13.8297872,1,1
1385.0,5,1
138.515284,1,1
1386.11111,1,1
1386.18785,1,1
1386.3388,1,1
1386.48649,1,1
138.709677,1,1
1387.17949,1,1
1389.01099,1,1
13895.0,1,1
13.897281,1,1
139.0,1,1
1390.0,3,1
139.069111,1,1
1390.99099,1,1
1391.0,1,1
139.121339,1,1
139.130435,1,1
1391.52542,1,1
1391.73554,1,1
139.252336,1,1
1393.0,2,1
139.495798,1,1
1395.0,4,1
1395.19231,1,1
1395.7265,1,1
139.583333,1,1
139.77433,1,1
139.89071,1,1
13990.0,1,1
14.0,1,1
140.0,8,1
1400.0,13,1
1401.2945,1,1
1403.0,1,1
1403.01084,1,1
1405.0,2,1
140.625,1,1
14065.0,1,1
140.692641,1,1
140.740741,1,1
141.0,1,1
1410.0,4,1
1410.22495,1,1
141.025641,1,1
1411.0,1,1
1411.50269,1,1
1411.62791,1,1
141.237113,1,1
14.1304348,1,1
1413.51351,1,1
1415.0,6,1
14160.0,1,1
1416.66667,1,1
1418.6001,1,1
141.880342,1,1
14190.0,1,1
1419.12568,1,1
142.0,2,1
1420.0,5,1
1421.0,1,1
142.424242,1,1
1424.79339,1,1
1425.0,3,1
142.51497,1,1
1426.0,1,1
1427.02703,1,1
1427.77778,1,1
1427.90974,1,1
142.8051,1,1
1428.16901,1,1
14.2857143,1,1
142.857143,1,1
1429.66926,1,1
143.0,3,1
1430.0,4,1
14315.0,1,1
1432.3475,1,1
1435.0,5,1
14355.0,1,1
143.589744,1,1
14375.0,1,1
1438.04348,1,1
143.865031,1,1
143.92936,1,1
144.0,2,1
1440.0,5,1
1443.07391,1,1
14440.0,1,1
1445.0,2,1
14.4578313,2,1
14464.0,1,1
1446.66667,1,1
1446.74498,1,1
1446.875,1,1
144.716157,1,1
14475.0,1,1
1447.61905,1,1
1449.18033,1,1
145.0,13,1
1450.0,6,1
1451.0,1,1
145.112782,1,1
1452.0,1,1
1452.21811,1,1
145.299145,1,1
145.305164,1,1
1453.77428,1,1
1454.05405,1,1
1454.64481,1,1
1455.0,5,1
1456.32762,1,1
1457.0,1,1
1458.0,1,1
14.5833333,1,1
145.895197,1,1
1459.82906,1,1
146.0,3,1
1460.0,7,1
146.059113,1,1
1462.5,1,1
1463.75228,1,1
1465.0,6,1
1466.0,1,1
1467.0,2,1
14.6788991,1,1
1468.18182,1,1
14685.0,1,1
1469.0,1,1
1469.30693,1,1
146.993729,1,1
147.0,1,1
1470.0,4,1
1470.73643,1,1
1471.42857,1,1
1475.0,3,1
1476.0,1,1
1476.50273,1,1
1476.92308,2,1
14770.0,1,1
147.816594,1,1
147.913189,1,1
147.980614,1,1
148.0,4,1
1480.0,7,1
1480.1105,1,1
1480.98592,1,1
1481.08108,1,1
14.8148148,1,1
1482.0,1,1
148.253275,1,1
14827.0,1,1
1483.33333,1,1
1485.0,10,1
14.8760331,1,1
148.788368,1,1
1488.0,2,1
14888.0,1,1
1490.0,5,1
149.04943,1,1
14.9068323,1,1
1490.90909,1,1
1491.73023,1,1
1.49253731,1,1
1492.89617,1,1
149.353846,1,1
1495.0,4,1
149.57265,1,1
149.585062,1,1
149.596123,1,1
14.965035,1,1
1498.57482,1,1
15.0,3,1
150.0,11,1
1500.0,4,1
1502.0,1,1
150.352609,1,1
150.413223,1,1
150.42735,1,1
1505.0,6,1
150.611354,1,1
1506.44925,1,1
1507.14286,1,1
150.819672,1,1
1508.73786,1,1
1509.0,1,1
151.0,1,1
1510.0,6,1
151.041667,1,1
151.06383,1,1
1511.0,1,1
15120.0,1,1
1514.0,1,1
1515.0,4,1
15150.0,1,1
151.533742,1,1
1516.0,1,1
1516.07143,1,1
1516.27907,1,1
151.746725,1,1
151.785714,1,1
15188.0,1,1
152.0,3,1
1520.0,6,1
1520.19231,1,1
1521.0,1,1
152.336449,1,1
152.380952,1,1
152.471483,1,1
1525.0,2,1
15.2542373,1,1
15255.0,1,1
1526.0,1,1
15265.0,1,1
152.678571,1,1
1528.20513,2,1
1529.0,1,1
153.0,4,1
1530.0,6,1
1530.20833,1,1
153.041107,1,1
153.125,1,1
153.184713,1,1
153.187773,1,1
1532.47863,1,1
1532.87381,1,1
15.3409091,1,1
1535.0,4,1
1535.11612,1,1
1537.15953,1,1
1538.0,1,1
15.3846154,2,1
1.53846154,1,1
15398.0,1,1
154.0,4,1
1540.0,6,1
1541.02564,1,1
1542.85714,1,1
154.455446,1,1
1545.0,6,1
1545.83333,1,1
1547.0,2,1
154.713494,1,1
154.752852,1,1
1548.14815,1,1
15485.0,1,1
154.934498,1,1
1549.57265,1,1
155.0,8,1
1550.0,5,1
1551.40845,1,1
1551.78571,1,1
155.24585,1,1
155.250404,1,1
1552.54237,1,1
155.319149,1,1
1553.33333,1,1
155.345912,1,1
15535.0,1,1
1555.0,8,1
15.5653451,1,1
1557.0,1,1
1557.40741,1,1
15.5844156,1,1
156.0,2,1
1560.0,2,1
156.058158,1,1
1561.0,1,1
15614.0,1,1
1561.52019,1,1
156.179775,1,1
1562.16216,2,1
15.625,2,1
1563.0,1,1
156.302521,1,1
156.462585,1,1
1565.0,4,1
156.653992,1,1
1567.0,3,1
156.756757,1,1
156.769596,1,1
1569.0,1,1
1570.0,6,1
1570.65447,1,1
15.7142857,1,1
157.174888,1,1
1572.0,1,1
15725.0,1,1
1573.0,1,1
15730.0,1,1
1574.0,1,1
1574.24242,1,1
1574.4186,1,1
157.446809,1,1
1575.0,5,1
15765.0,1,1
15.7894737,1,1
1580.0,4,1
158.059914,1,1
1581.35593,1,1
1582.0,1,1
15830.0,1,1
158.316633,1,1
1583.67347,1,1
158.403361,1,1
1585.0,6,1
15855.0,1,1
1586.0,1,1
1586.44068,1,1
158.695652,1,1
1587.5,1,1
15890.0,1,1
1589.18919,1,1
159.0,1,1
1590.0,5,1
159.001018,1,1
1590.47619,1,1
1592.0,1,1
1592.30769,1,1
15925.0,1,1
159.267241,1,1
1593.06931,1,1
1593.47746,1,1
15935.0,1,1
1594.21488,1,1
159.493671,1,1
1595.0,3,1
159.520451,1,1
1.59574468,1,1
159.599332,1,1
159.813084,1,1
159.82906,1,1
1598.64341,1,1
160.0,9,1
1600.0,2,1
1600.11876,1,1
160.096931,1,1
1603.23625,1,1
160.416667,1,1
160.456274,1,1
160.460251,1,1
1605.0,4,1
1605.12821,1,1
1606.66667,1,1
1606.73077,1,1
160.736196,1,1
1607.65027,1,1
160.904685,1,1
1609.30233,1,1
161.0,2,1
1610.0,4,1
161.075949,1,1
1611.53846,1,1
1613.33333,1,1
1614.28571,1,1
1615.0,2,1
161.538462,1,1
1616.0,1,1
161.702128,1,1
1618.25397,1,1
1619.0,1,1
1619.00826,1,1
161.904762,1,1
1619.12114,1,1
161.97933,1,1
162.0,4,1
1620.0,4,1
16205.0,1,1
16230.0,1,1
1625.0,7,1
1626.19048,1,1
16275.0,1,1
1628.0,1,1
1629.88506,1,1
163.0,2,1
1630.0,3,1
163.043478,2,1
1630.76923,1,1
163.157895,1,1
1632.39437,1,1
1633.0,1,1
1635.0,4,1
16.3934426,1,1
164.0,3,1
1640.0,6,1
1641.0,1,1
1642.0,1,1
16430.0,2,1
1643.50649,1,1
1643.9385,1,1
1645.0,2,1
1645.76271,1,1
16.4835165,1,1
16485.0,1,1
16.4874552,1,1
165.0,5,1
1650.0,3,1
16.5137615,1,1
1651.93526,1,1
16532.3529,1,1
1655.0,5,1
1655.35019,1,1
165.580958,1,1
165.625,1,1
1656.41026,1,1
165.751212,1,1
16580.0,1,1
165.811966,1,1
1658.92857,1,1
165.894143,1,1
165.957447,1,1
166.0,1,1
1660.0,4,1
1660.41667,1,1
1661.0,1,1
166.369048,1,1
166.467066,1,1
1664.93221,1,1
1665.0,3,1
16650.0,1,1
16.6666667,1,1
166.677106,1,1
1667.75956,1,1
1667.85714,1,1
166.806723,1,1
167.0,2,1
1670.0,3,1
1672.0,1,1
1672.72727,1,1
167.277856,1,1
1673.0,1,1
167.405063,1,1
1675.0,2,1
1675.71429,1,1
1.67597765,1,1
1676.16279,1,1
16769.0,1,1
1677.0,1,1
1678.57143,1,1
1679.0,1,1
167.909954,1,1
16795.0,1,1
168.0,2,1
1680.0,2,1
1680.15564,1,1
168.086439,1,1
1681.25,1,1
1682.17822,1,1
16830.0,1,1
1683.23108,1,1
16840.0,1,1
1685.0,4,1
168.510638,1,1
168.556217,1,1
1686.88525,1,1
168.792711,1,1
1688.23529,1,1
16.8831169,1,1
1689.0,1,1
168.965517,1,1
1689.75815,1,1
169.0,1,1
1690.0,11,1
169.060773,1,1
169.101124,1,1
169.182587,1,1
169.415385,1,1
1694.57364,1,1
169.461078,1,1
1695.0,3,1
16964.0,1,1
16986.0,1,1
1699.28741,1,1
170.0,3,1
1700.0,5,1
1700.64725,1,1
17013.0,1,1
1702.0,1,1
170.212766,1,1
1704.16667,1,1
17.0454545,1,1
1705.0,3,1
170.676692,1,1
1707.0,1,1
17.0731707,1,1
1707.69231,1,1
170.791629,1,1
170.833333,1,1
1708.44156,1,1
1708.94309,1,1
1709.09091,1,1
1709.52381,1,1
171.0,3,1
1710.0,7,1
1711.76471,1,1
1711.88119,1,1
1712.5,2,1
1712.94537,1,1
171.428571,2,1
17.1428571,1,1
1715.0,1,1
171.509168,1,1
1716.09195,1,1
1717.07317,1,1
171.73913,1,1
1718.18182,1,1
171.823204,1,1
17.1875,1,1
172.0,4,1
1720.0,3,1
17201.0,1,1
17215.0,1,1
172.151899,1,1
1721.83908,1,1
1722.0339,1,1
1722.09302,1,1
172.214386,1,1
172.260274,1,1
17.2413793,1,1
172.47103,1,1
1725.0,3,1
1725.5814,1,1
1725.89286,1,1
1726.08696,1,1
1727.58621,1,1
172.835821,1,1
1728.82883,1,1
172.897196,1,1
173.0,1,1
1730.0,3,1
1730.27523,1,1
17.3076923,1,1
173.097401,1,1
1731.0,1,1
173.109244,1,1
1732.0,1,1
173.267327,1,1
17329.0,1,1
1733.33333,2,1
173.459978,1,1
1735.0,2,1
1737.30159,1,1
173.734177,1,1
1737.85269,1,1
173.809524,1,1
174.0,2,1
1740.0,3,1
1740.90909,1,1
174.299065,1,1
17440.0,1,1
174.468085,1,1
1744.82759,1,1
1745.0,1,1
1745.01188,1,1
1746.15385,1,1
1748.0,1,1
175.0,6,1
1750.0,3,1
1750.19455,1,1
175.210084,1,1
1752.94118,1,1
175.316456,1,1
1754.15903,1,1
175.449102,1,1
1755.0,1,1
1756.0,1,1
17565.0,1,1
1756.57895,1,1
175.665399,1,1
1757.14286,2,1
1758.97436,1,1
1760.0,3,1
1760.57692,1,1
1761.11111,1,1
1762.06897,2,1
176.293823,1,1
176.321309,1,1
1763.63636,1,1
1764.28571,1,1
1764.40678,1,1
1764.70588,1,1
1765.0,3,1
17655.0,1,1
176.598465,1,1
17.6652254,1,1
1766.66667,1,1
176.760563,1,1
17686.0,1,1
176.90583,1,1
1769.71831,1,1
1.7699115,1,1
1770.0,4,1
1770.87379,1,1
1771.0,1,1
1772.0,1,1
1775.0,6,1
17750.0,1,1
177.56654,1,1
17795.0,1,1
17.7957533,1,1
178.0,2,1
1780.0,5,1
17800.0,1,1
178.037383,1,1
178.206275,1,1
178.26087,1,1
178.337531,1,1
1784.33515,1,1
1784.61538,1,1
178.481013,1,1
1785.0,6,1
1785.2459,1,1
1787.32394,1,1
1787.5,1,1
1788.0,1,1
178.851964,1,1
17.8861789,2,1
1788.88889,2,1
1789.0,1,1
1789.42308,1,1
178.971963,1,1
17.8977273,1,1
179.0,2,1
1790.0,2,1
1790.8046,1,1
1792.0,1,1
1792.51781,1,1
1792.85714,1,1
179.411765,1,1
179.448622,1,1
1795.0,2,1
17951.0,1,1
1798.3463,1,1
1799.08257,1,1
18.0,2,1
180.0,9,1
1800.0,2,1
18045.0,1,1
1805.0,3,1
1806.25,1,1
18065.0,1,1
1809.0,2,1
181.0,3,1
1810.0,2,1
1810.25641,1,1
1812.06544,1,1
1812.32998,1,1
181.25,1,1
1813.0,1,1
181.437126,1,1
1815.0,2,1
18.1818182,2,1
181.851852,1,1
1818.91892,1,1
1819.54023,1,1
181.954887,1,1
1819.64286,1,1
182.0,1,1
1820.0,3,1
182.087447,1,1
1821.875,1,1
1824.0,1,1
18245.0,1,1
1825.0,2,1
1826.92308,1,1
1827.92793,1,1
1828.0,1,1
183.0,3,1
1830.0,4,1
18300.0,1,1
1830.23256,1,1
1830.89431,1,1
1833.00971,1,1
1.83486239,1,1
183.497884,1,1
1835.0,2,1
1836.61972,1,1
1836.78161,1,1
183.695652,1,1
183.72093,1,1
1837.5,1,1
18395.0,1,1
184.0,3,1
1840.0,5,1
184.085511,1,1
1842.52874,2,1
184.431138,1,1
1845.0,4,1
184.689922,1,1
18470.0,1,1
1848.0916,1,1
18495.0,1,1
185.0,5,1
1850.0,1,1
18505.0,1,1
185.11236,1,1
1851.6129,1,1
1.85185185,1,1
1853.84615,1,1
1854.16667,1,1
1855.0,2,1
1855.35714,1,1
185.571142,1,1
185.714286,1,1
1857.56646,1,1
1858.7156,1,1
1858.82353,1,1
1859.45946,1,1
1859.77011,1,1
1859.82143,1,1
186.0,4,1
1860.0,3,1
18.6046512,1,1
186.092715,1,1
1861.0,1,1
18610.0,1,1
1861.53846,1,1
1861.74863,1,1
1864.0,1,1
1864.28571,1,1
1865.0,2,1
1865.34653,1,1
18660.0,1,1
187.0,1,1
1870.0,2,1
18700.0,1,1
187.234043,1,1
187.383178,1,1
187.414966,1,1
1874.57627,1,1
18.75,1,1
1876.0,1,1
18.7648456,1,1
187.656904,1,1
18785.0,1,1
1879.05282,1,1
187.921348,1,1
188.0,2,1
1880.0,3,1
1880.76923,1,1
18825.0,1,1
18830.0,1,1
1884.5173,1,1
1885.29412,1,1
188.659794,1,1
188.690476,1,1
188.814691,1,1
1890.27237,1,1
1890.38462,1,1
189.419087,1,1
18945.0,1,1
189.473684,1,1
1895.0,2,1
1895.19231,1,1
189.579158,1,1
1898.05825,1,1
19.0,1,1
190.0,4,1
1900.0,5,1
19020.0,1,1
1902.04499,1,1
1903.0,1,1
190.419162,1,1
1905.0,3,1
1905.43478,1,1
19065.0,1,1
190.654984,1,1
1908.47458,1,1
1908.84956,1,1
190.909091,2,1
1909.25926,1,1
1909.7137,1,1
191.0,2,1
1910.0,5,1
1911.49425,1,1
19.1176471,1,1
1912.5,1,1
1913.46154,1,1
1913.76147,1,1
191.397849,1,1
19145.0,1,1
1915.0,1,1
191.583166,1,1
191.686461,1,1
1917.0,1,1
192.0,1,1
1920.0,2,1
192.056075,1,1
1.92307692,1,1
19.2307692,1,1
1923.83268,1,1
19240.0,1,1
1925.0,2,1
192.58517,1,1
1928.84615,1,1
192.957746,1,1
1930.0,2,1
1931.0,1,1
1931.39159,1,1
19319.0,1,1
1932.6087,1,1
1933.33333,1,1
1935.0,2,1
19350.0,1,1
193.539326,1,1
1936.0,1,1
1936.36364,1,1
1936.76471,1,1
1937.03704,2,1
1937.5,1,1
1938.46154,1,1
1939.89362,1,1
1940.0,4,1
1942.0,1,1
1942.37288,1,1
1945.0,1,1
194.589178,1,1
1946.15385,1,1
1946.875,1,1
19.4690265,1,1
195.0,4,1
1950.0,1,1
19515.0,2,1
1951.72414,1,1
19.5400525,1,1
19.5652174,1,1
195.739348,1,1
1957.47126,1,1
195.774648,1,1
19580.0,1,1
195.964126,1,1
196.0,1,1
1960.0,2,1
1961.0,1,1
1961.28405,1,1
19.6306704,1,1
1964.10256,2,1
1964.35644,1,1
1965.0,2,1
19655.0,1,1
196.593186,1,1
196.728972,1,1
1967.70833,1,1
19690.0,1,1
1969.45917,1,1
197.0,2,1
1970.0,1,1
1975.0,2,1
197.59519,1,1
197.619048,1,1
19770.0,1,1
197.752809,1,1
197.766328,1,1
19780.0,1,1
19.7916667,1,1
198.0,2,1
1980.0,1,1
198.117155,1,1
1981.30081,1,1
198.188938,1,1
198.196393,1,1
1984.0,1,1
1984.15842,1,1
1985.0,3,1
1986.0,1,1
1988.23529,1,1
198.874954,1,1
1989.28571,2,1
199.0,1,1
1990.0,1,1
199.130435,1,1
199.157303,1,1
1995.0,2,1
199.709993,1,1
19975.0,1,1
1998.0,1,1
19.9859254,1,1
20.0,3,1
200.0,1,1
2000.0,3,1
200.113895,1,1
2002.0,1,1
2006.47249,1,1
201.0,1,1
2010.0,3,1
20107.0,1,1
20140.0,1,1
201.401869,1,1
2014.94253,1,1
2015.0,2,1
2015.31638,1,1
201.603206,1,1
202.394101,1,1
2025.0,2,1
2028.15534,1,1
2028.20513,1,1
2029.0,1,1
2029.31034,1,1
203.0,2,1
2030.0,1,1
203.34728,1,1
20.3389831,1,1
203.443063,1,1
2035.0,1,1
2036.36364,1,1
20.3703704,1,1
2037.44589,1,1
20390.0,1,1
204.0,2,1
2040.0,2,1
20429.4118,1,1
2043.0,1,1
2043.61702,1,1
2044.0678,1,1
204.421769,1,1
20445.0,1,1
2045.0,2,1
20460.0,1,1
204.621849,1,1
204.775281,1,1
20.4819277,1,1
205.0,4,1
2050.0,3,1
2050.4329,1,1
2051.78571,1,1
2053.84615,1,1
20566.0,1,1
20.5882353,1,1
2059.29204,1,1
206.0,4,1
2060.0,1,1
20600.0,1,1
2060.17316,1,1
206.074766,1,1
20.6185567,1,1
2.06185567,1,1
20.626151,1,1
2065.0,2,1
206.547619,1,1
20.6702161,1,1
20.6896552,1,1
20.6976744,1,1
207.0,2,1
2070.0,3,1
2070.45455,1,1
2070.73171,1,1
207.178631,1,1
20720.0,1,1
207.327586,1,1
20.7386364,1,1
207.407407,1,1
2075.0,5,1
2076.47059,1,1
2076.99115,1,1
20.7746479,1,1
208.0,2,1
2080.0,2,1
20805.0,1,1
2081.0,1,1
2083.82353,1,1
2085.0,3,1
2086.04651,1,1
208.685446,1,1
2087.5,2,1
20885.0,1,1
208.866995,1,1
2088.82979,1,1
209.0,1,1
2090.0,2,1
209.027242,1,1
2091.17647,1,1
209.196927,1,1
20920.0,1,1
209.259259,1,1
20.9302326,1,1
20933.0,1,1
209.392265,1,1
20940.0,1,1
2094.11765,1,1
2094.44444,1,1
2095.0,2,1
209.788126,1,1
21.0,1,1
210.0,3,1
2100.0,3,1
2103.125,1,1
210.313076,1,1
2105.0,1,1
210.538117,1,1
2105.88235,1,1
210.741688,1,1
210.776942,1,1
2108.0,1,1
211.0,1,1
2110.0,3,1
2110.22727,1,1
211.06383,1,1
211.111111,1,1
2111.85689,1,1
211.233886,1,1
2115.0,2,1
211.707585,1,1
2117.3913,1,1
211.797753,1,1
21180.0,1,1
21190.0,1,1
2120.0,2,1
2121.31148,1,1
212.186978,1,1
2122.0,1,1
212.268188,1,1
2125.0,1,1
21.2678937,1,1
212.738462,1,1
21275.0,1,1
2130.0,1,1
21315.0,1,1
2132.55814,1,1
21341.1765,1,1
2135.0,1,1
213.56246,1,1
213.627255,1,1
2137.0,1,1
2137.5,1,1
213.901345,1,1
214.0,3,1
2140.0,1,1
214.285714,1,1
214.456233,1,1
2145.0,3,1
214.536341,1,1
2146.05263,1,1
2147.05882,1,1
21475.0,1,1
214.917127,1,1
215.0,3,1
2150.0,6,1
215.384615,1,1
2155.0,1,1
2155.20833,1,1
21.5753425,1,1
215.789474,1,1
21585.0,1,1
216.0,2,1
2160.0,1,1
2162.5,1,1
2163.0,2,1
2165.0,8,1
21670.0,1,1
2170.0,2,1
2170.27027,1,1
217.033289,1,1
21725.0,1,1
2.17391304,1,1
2175.0,2,1
217.502767,1,1
217.757009,1,1
2177.77778,1,1
21.7821782,1,1
2180.0,3,1
21820.0,1,1
2183.78378,1,1
218.38565,1,1
2188.13559,1,1
2189.0,1,1
21893.0,1,1
21895.0,1,1
219.0,1,1
2190.0,3,1
219.148936,1,1
2192.55319,1,1
219.398907,1,1
2194.0,1,1
2194.11765,1,1
2195.0,3,1
21.9512195,1,1
219.727891,1,1
22.0,3,1
220.0,5,1
2200.0,4,1
22040.0,1,1
220.428016,1,1
220.627803,1,1
2208.0,1,1
220.802005,1,1
221.0,2,1
2210.0,2,1
2211.47541,1,1
2212.5,1,1
2214.0,1,1
221.481481,1,1
2215.0,1,1
22.1590909,1,1
221.852732,1,1
2218.96552,1,1
222.0,1,1
2220.0,3,1
22.2030981,1,1
22208.8235,1,1
22220.0,1,1
222.222222,2,1
22.2222222,1,1
2223.00885,1,1
2225.0,3,1
222.586521,1,1
222.705314,1,1
22273.0,1,1
2228.125,1,1
223.0,1,1
2230.0,1,1
223.033708,1,1
2234.0,1,1
2.23463687,1,1
223.475887,1,1
2235.0,3,1
2236.2069,1,1
223.873122,1,1
223.991031,1,1
224.0,1,1
224.358974,1,1
2245.0,3,1
224.561404,1,1
22.5,1,1
225.0,9,1
2250.0,1,1
22500.0,1,1
2252.94118,1,1
2253.65854,1,1
2254.54545,1,1
2255.0,2,1
225.596817,1,1
22561.0,1,1
2257.14286,1,1
225.806452,1,1
22.5806452,1,1
225.925926,1,1
225.966851,1,1
226.0,2,1
2260.0,1,1
2262.21171,1,1
226.233184,1,1
2263.63636,1,1
2264.13043,1,1
2265.0,6,1
2265.75991,1,1
2266.66667,1,1
22675.0,1,1
226.887661,1,1
226.923077,1,1
2269.9187,1,1
227.0,1,1
2270.0,2,1
22700.0,1,1
227.04918,1,1
227.21202,1,1
2.27272727,1,1
2275.0,4,1
2280.0,3,1
2280.43478,1,1
228.231293,1,1
228.451883,1,1
2284.61538,1,1
2285.0,2,1
228.729282,1,1
2288.88889,1,1
22898.0,1,1
229.0,1,1
2290.0,2,1
229.166667,1,1
22.9166667,1,1
2292.0,1,1
2293.11059,1,1
2295.0,2,1
22970.0,1,1
23.0,3,1
230.0,2,1
230.05618,1,1
2303.40909,1,1
2305.0,2,1
23.0636833,1,1
230.661323,1,1
2307.6087,1,1
23.0769231,2,1
230.769231,1,1
231.0,1,1
2310.0,2,1
231.460674,1,1
2315.0,3,1
2315.25424,1,1
231.632653,1,1
2318.69919,1,1
23195.0,1,1
232.0,4,1
2320.0,2,1
23.2142857,1,1
232.142857,1,1
232.220367,1,1
23235.0,2,1
232.412523,1,1
23248.0,1,1
2.3255814,1,1
23260.0,1,1
232.635983,1,1
23265.0,1,1
2328.57143,1,1
233.0,2,1
2330.0,3,1
23325.0,1,1
233.333333,2,1
2335.0,1,1
2337.5,1,1
2338.0,1,1
234.0,2,1
2340.0,4,1
23.4132581,1,1
23.4169654,1,1
2342.30769,1,1
23.4234234,1,1
2345.0,4,1
2345.05495,1,1
2346.42857,1,1
2.34899329,1,1
235.0,5,1
2350.0,3,1
235.201794,1,1
2353.48837,1,1
2355.0,3,1
23.5915493,1,1
2360.0,3,1
23605.8824,1,1
236.099585,1,1
2361.0,1,1
2361.53846,1,1
2361.95652,2,1
2363.94486,1,1
2365.0,2,1
2367.47967,1,1
2368.46847,1,1
236.85446,1,1
237.0,1,1
237.092732,1,1
2371.0,1,1
2372.22222,1,1
2372.82609,1,1
2372.97297,1,1
23740.0,1,1
2374.13793,1,1
237.5,1,1
2375.0,3,1
237.579618,1,1
23760.0,1,1
2376.08696,1,1
2378.26087,1,1
23787.0,1,1
238.0,2,1
2380.0,4,1
2381.0,1,1
2383.69565,1,1
2383.76623,1,1
2385.0,1,1
238.834951,1,1
23.8928939,1,1
23.8938053,1,1
23.8993711,1,1
239.0,1,1
2390.0,2,1
23.9130435,1,1
2391.52542,1,1
2392.0,1,1
23925.0,1,1
239.265954,1,1
2393.0,1,1
2.39407509,1,1
2395.0,1,1
239.534884,1,1
239.810924,1,1
24.0,3,1
240.0,8,1
2400.0,2,1
240.375587,1,1
2405.0,1,1
2406.0,1,1
