Value,Disaggregation combinations using this value,Number of indicators
Niedersachsen,28,1
Statistische Region Braunschweig,28,1
Statistische Region Hannover,28,1
Statistische Region Lüneburg,28,1
Statistische Region Weser-Ems,28,1
