Year,Gebietseinheit,Units,GeoCode
2019,"Harburg",%,K03353
2019,"Lüchow-Dannenberg",%,K03354
2019,"Lüneburg",%,K03355
2019,"Osterholz",%,K03356
2019,"Rotenburg (Wümme)",%,K03357
2019,"Heidekreis",%,K03358
2019,"Stade",%,K03359
2019,"Uelzen",%,K03360
2019,"Verden",%,K03361
2019,"Statistische Region Lüneburg",%,K033
2019,"Delmenhorst, Stadt",%,K03401
2019,"Emden  Stadt",%,K03402
2019,"Oldenburg(Oldb), Stadt",%,K03403
2019,"Osnabrück, Stadt",%,K03404
2019,"Wilhelmshaven, Stadt",%,K03405
2019,"Ammerland",%,K03451
2019,"Aurich",%,K03452
2019,"Cloppenburg",%,K03453
2019,"Emsland",%,K03454
2019,"Friesland",%,K03455
2019,"Grafschaft Bentheim",%,K03456
2019,"Leer",%,K03457
2019,"Oldenburg",%,K03458
2019,"Osnabrück",%,K03459
2019,"Vechta",%,K03460
2019,"Wesermarsch",%,K03461
2019,"Wittmund",%,K03462
2019,"Statistische Region Weser-Ems",%,K034
2019,"Niedersachsen",%,K030
2020,"Braunschweig, Stadt",%,K03101
2020,"Salzgitter, Stadt",%,K03102
2020,"Wolfsburg, Stadt",%,K03103
2020,"Gifhorn",%,K03151
2020,"Goslar",%,K03153
2020,"Helmstedt",%,K03154
2020,"Northeim",%,K03155
2020,"Peine",%,K03157
2020,"Wolfenbüttel",%,K03158
2020,"Göttingen",%,K03159
2020,"Statistische Region Braunschweig",%,K031
2020,"Hannover  Region",%,K03241
2020,"dav. Hannover, Lhst.",%,K03241001
2020,"dav. Hannover, Umland",%,K03241999
2020,"Diepholz",%,K03251
2020,"Hameln-Pyrmont",%,K03252
2020,"Hildesheim",%,K03254
2020,"Holzminden",%,K03255
2020,"Nienburg (Weser)",%,K03256
2020,"Schaumburg",%,K03257
2020,"Statistische Region Hannover",%,K032
2020,"Celle",%,K03351
2020,"Cuxhaven",%,K03352
2020,"Harburg",%,K03353
2020,"Lüchow-Dannenberg",%,K03354
2020,"Lüneburg",%,K03355
2020,"Osterholz",%,K03356
2020,"Rotenburg (Wümme)",%,K03357
2020,"Heidekreis",%,K03358
2020,"Stade",%,K03359
2020,"Uelzen",%,K03360
2020,"Verden",%,K03361
2020,"Statistische Region Lüneburg",%,K033
2020,"Delmenhorst, Stadt",%,K03401
2020,"Emden  Stadt",%,K03402
2020,"Oldenburg(Oldb), Stadt",%,K03403
2020,"Osnabrück, Stadt",%,K03404
2020,"Wilhelmshaven, Stadt",%,K03405
2020,"Ammerland",%,K03451
2020,"Aurich",%,K03452
2020,"Cloppenburg",%,K03453
2020,"Emsland",%,K03454
2020,"Friesland",%,K03455
2020,"Grafschaft Bentheim",%,K03456
2020,"Leer",%,K03457
2020,"Oldenburg",%,K03458
2020,"Osnabrück",%,K03459
2020,"Vechta",%,K03460
2020,"Wesermarsch",%,K03461
2020,"Wittmund",%,K03462
2020,"Statistische Region Weser-Ems",%,K034
2020,"Niedersachsen",%,K030
2021,"Braunschweig, Stadt",%,K03101
2021,"Salzgitter, Stadt",%,K03102
2021,"Wolfsburg, Stadt",%,K03103
2021,"Gifhorn",%,K03151
2021,"Goslar",%,K03153
2021,"Helmstedt",%,K03154
2021,"Northeim",%,K03155
2021,"Peine",%,K03157
2021,"Wolfenbüttel",%,K03158
2021,"Göttingen",%,K03159
2021,"Statistische Region Braunschweig",%,K031
2021,"Hannover  Region",%,K03241
2021,"dav. Hannover, Lhst.",%,K03241001
2021,"dav. Hannover, Umland",%,K03241999
2021,"Diepholz",%,K03251
2021,"Hameln-Pyrmont",%,K03252
2021,"Hildesheim",%,K03254
2021,"Holzminden",%,K03255
2021,"Nienburg (Weser)",%,K03256
2021,"Schaumburg",%,K03257
2021,"Statistische Region Hannover",%,K032
2021,"Celle",%,K03351
2021,"Cuxhaven",%,K03352
2021,"Harburg",%,K03353
2021,"Lüchow-Dannenberg",%,K03354
2021,"Lüneburg",%,K03355
2021,"Osterholz",%,K03356
2021,"Rotenburg (Wümme)",%,K03357
2021,"Heidekreis",%,K03358
2021,"Stade",%,K03359
2021,"Uelzen",%,K03360
2021,"Verden",%,K03361
2021,"Statistische Region Lüneburg",%,K033
2021,"Delmenhorst, Stadt",%,K03401
2021,"Emden  Stadt",%,K03402
2021,"Oldenburg(Oldb), Stadt",%,K03403
2021,"Osnabrück, Stadt",%,K03404
2021,"Wilhelmshaven, Stadt",%,K03405
2021,"Ammerland",%,K03451
2021,"Aurich",%,K03452
2021,"Cloppenburg",%,K03453
2021,"Emsland",%,K03454
2021,"Friesland",%,K03455
2021,"Grafschaft Bentheim",%,K03456
2021,"Leer",%,K03457
2021,"Oldenburg",%,K03458
2021,"Osnabrück",%,K03459
2021,"Vechta",%,K03460
2021,"Wesermarsch",%,K03461
2021,"Wittmund",%,K03462
2021,"Statistische Region Weser-Ems",%,K034
2021,"Niedersachsen",%,K030
2022,"Braunschweig, Stadt",%,K03101
2022,"Salzgitter, Stadt",%,K03102
2022,"Wolfsburg, Stadt",%,K03103
2022,"Gifhorn",%,K03151
2022,"Goslar",%,K03153
2022,"Helmstedt",%,K03154
2022,"Northeim",%,K03155
2022,"Peine",%,K03157
2022,"Wolfenbüttel",%,K03158
2022,"Göttingen",%,K03159
2022,"Statistische Region Braunschweig",%,K031
2022,"Region Hannover",%,K03241
2022,"dav. Hannover, Lhst.",%,K03241001
2022,"dav. Hannover, Umland",%,K03241999
2022,"Diepholz",%,K03251
2022,"Hameln-Pyrmont",%,K03252
2022,"Hildesheim",%,K03254
2022,"Holzminden",%,K03255
2022,"Nienburg (Weser)",%,K03256
2022,"Schaumburg",%,K03257
2022,"Statistische Region Hannover",%,K032
2022,"Celle",%,K03351
2022,"Cuxhaven",%,K03352
2022,"Harburg",%,K03353
2022,"Lüchow-Dannenberg",%,K03354
2022,"Lüneburg",%,K03355
2022,"Osterholz",%,K03356
2022,"Rotenburg (Wümme)",%,K03357
2022,"Heidekreis",%,K03358
2022,"Stade",%,K03359
2022,"Uelzen",%,K03360
2022,"Verden",%,K03361
2022,"Statistische Region Lüneburg",%,K033
2022,"Delmenhorst, Stadt",%,K03401
2022,"Emden, Stadt",%,K03402
2022,"Oldenburg (Oldb), Stadt",%,K03403
2022,"Osnabrück, Stadt",%,K03404
2022,"Wilhelmshaven, Stadt",%,K03405
2022,"Ammerland",%,K03451
2022,"Aurich",%,K03452
2022,"Cloppenburg",%,K03453
2022,"Emsland",%,K03454
2022,"Friesland",%,K03455
2022,"Grafschaft Bentheim",%,K03456
2022,"Leer",%,K03457
2022,"Oldenburg",%,K03458
2022,"Osnabrück",%,K03459
2022,"Vechta",%,K03460
2022,"Wesermarsch",%,K03461
2022,"Wittmund",%,K03462
2022,"Statistische Region Weser-Ems",%,K034
2022,"Niedersachsen",%,
