Migration und Teilhabe in Niedersachsen - Integrationsmonitoring 2021,Gebietseinheit,Land der Staatsangehörigkeit,Units,GeoCode,Value,Value_2
2025,"Statistische Region Hannover",Ukraine,Veränderung gegenüber 2005 in Prozent,K032,+454.859390936908,454,8593909
2025,"Celle",Ukraine,Veränderung gegenüber 2005 in Prozent,K03351,+2223.00884955752,2223,00885
2025,"Cuxhaven",Ukraine,Veränderung gegenüber 2005 in Prozent,K03352,+3623.88059701493,3623,880597
2025,"Harburg",Ukraine,Veränderung gegenüber 2005 in Prozent,K03353,+2367.47967479675,2367,479675
2025,"Lüchow-Dannenberg",Ukraine,Veränderung gegenüber 2005 in Prozent,K03354,+4000,4000
2025,"Lüneburg",Ukraine,Veränderung gegenüber 2005 in Prozent,K03355,+2303.40909090909,2303,409091
2025,"Osterholz",Ukraine,Veränderung gegenüber 2005 in Prozent,K03356,+2755.76923076923,2755,769231
2025,"Rotenburg (Wümme)",Ukraine,Veränderung gegenüber 2005 in Prozent,K03357,+2796.1038961039,2796,103896
2025,"Heidekreis",Ukraine,Veränderung gegenüber 2005 in Prozent,K03358,+2625.27472527473,2625,274725
2025,"Stade",Ukraine,Veränderung gegenüber 2005 in Prozent,K03359,+3000.91743119266,3000,917431
2025,"Uelzen",Ukraine,Veränderung gegenüber 2005 in Prozent,K03360,+4096.9696969697,4096,969697
2025,"Verden",Ukraine,Veränderung gegenüber 2005 in Prozent,K03361,+3485.9375,3485,9375
2025,"Statistische Region Lüneburg",Ukraine,Veränderung gegenüber 2005 in Prozent,K033,+2809.79689366786,2809,796894
2025,"Delmenhorst, Stadt",Ukraine,Veränderung gegenüber 2005 in Prozent,K03401,+412.962962962963,412,962963
2025,"Emden, Stadt",Ukraine,Veränderung gegenüber 2005 in Prozent,K03402,+3290.625,3290,625
2025,"Oldenburg (Oldb), Stadt",Ukraine,Veränderung gegenüber 2005 in Prozent,K03403,+1142.91497975709,1142,91498
2025,"Osnabrück, Stadt",Ukraine,Veränderung gegenüber 2005 in Prozent,K03404,+259.768907563025,259,7689076
2025,"Wilhelmshaven, Stadt",Ukraine,Veränderung gegenüber 2005 in Prozent,K03405,+2844.44444444444,2844,444444
2025,"Ammerland",Ukraine,Veränderung gegenüber 2005 in Prozent,K03451,+4868.75,4868,75
2025,"Aurich",Ukraine,Veränderung gegenüber 2005 in Prozent,K03452,+4874.35897435897,4874,358974
2025,"Cloppenburg",Ukraine,Veränderung gegenüber 2005 in Prozent,K03453,+3095.2380952381,3095,238095
2025,"Emsland",Ukraine,Veränderung gegenüber 2005 in Prozent,K03454,+4170.49180327869,4170,491803
2025,"Friesland",Ukraine,Veränderung gegenüber 2005 in Prozent,K03455,+4677.77777777778,4677,777778
2025,"Grafschaft Bentheim",Ukraine,Veränderung gegenüber 2005 in Prozent,K03456,+4580.85106382979,4580,851064
2025,"Leer",Ukraine,Veränderung gegenüber 2005 in Prozent,K03457,+3246.77419354839,3246,774194
2025,"Oldenburg",Ukraine,Veränderung gegenüber 2005 in Prozent,K03458,+3636.84210526316,3636,842105
2025,"Osnabrück",Ukraine,Veränderung gegenüber 2005 in Prozent,K03459,+1928.84615384615,1928,846154
2025,"Vechta",Ukraine,Veränderung gegenüber 2005 in Prozent,K03460,+2070.73170731707,2070,731707
2025,"Wesermarsch",Ukraine,Veränderung gegenüber 2005 in Prozent,K03461,+1764.28571428571,1764,285714
2025,"Wittmund",Ukraine,Veränderung gegenüber 2005 in Prozent,K03462,+6900,6900
2025,"Statistische Region Weser-Ems",Ukraine,Veränderung gegenüber 2005 in Prozent,K034,+1491.73022882377,1491,730229
2025,"Niedersachsen",Ukraine,Veränderung gegenüber 2005 in Prozent,K030,+993.523940750947,993,5239408
2005,"Braunschweig, Stadt",Polen,Veränderung gegenüber 2005 in Prozent,K03101,0,0
2005,"Salzgitter, Stadt",Polen,Veränderung gegenüber 2005 in Prozent,K03102,0,0
2005,"Wolfsburg, Stadt",Polen,Veränderung gegenüber 2005 in Prozent,K03103,0,0
2005,"Gifhorn",Polen,Veränderung gegenüber 2005 in Prozent,K03151,0,0
2005,"Goslar",Polen,Veränderung gegenüber 2005 in Prozent,K03153,0,0
2005,"Helmstedt",Polen,Veränderung gegenüber 2005 in Prozent,K03154,0,0
2005,"Northeim",Polen,Veränderung gegenüber 2005 in Prozent,K03155,0,0
2005,"Peine",Polen,Veränderung gegenüber 2005 in Prozent,K03157,0,0
2005,"Wolfenbüttel",Polen,Veränderung gegenüber 2005 in Prozent,K03158,0,0
2005,"Göttingen",Polen,Veränderung gegenüber 2005 in Prozent,K03159,0,0
2005,"Statistische Region Braunschweig",Polen,Veränderung gegenüber 2005 in Prozent,K031,0,0
2005,"Region Hannover",Polen,Veränderung gegenüber 2005 in Prozent,K03241,0,0
2005,"dav. Hannover, Lhst.",Polen,Veränderung gegenüber 2005 in Prozent,K03241001,0,0
2005,"dav. Hannover, Umland",Polen,Veränderung gegenüber 2005 in Prozent,K03241999,0,0
2005,"Diepholz",Polen,Veränderung gegenüber 2005 in Prozent,K03251,0,0
2005,"Hameln-Pyrmont",Polen,Veränderung gegenüber 2005 in Prozent,K03252,0,0
2005,"Hildesheim",Polen,Veränderung gegenüber 2005 in Prozent,K03254,0,0
2005,"Holzminden",Polen,Veränderung gegenüber 2005 in Prozent,K03255,0,0
2005,"Nienburg (Weser)",Polen,Veränderung gegenüber 2005 in Prozent,K03256,0,0
2005,"Schaumburg",Polen,Veränderung gegenüber 2005 in Prozent,K03257,0,0
2005,"Statistische Region Hannover",Polen,Veränderung gegenüber 2005 in Prozent,K032,0,0
2005,"Celle",Polen,Veränderung gegenüber 2005 in Prozent,K03351,0,0
2005,"Cuxhaven",Polen,Veränderung gegenüber 2005 in Prozent,K03352,0,0
2005,"Harburg",Polen,Veränderung gegenüber 2005 in Prozent,K03353,0,0
2005,"Lüchow-Dannenberg",Polen,Veränderung gegenüber 2005 in Prozent,K03354,0,0
2005,"Lüneburg",Polen,Veränderung gegenüber 2005 in Prozent,K03355,0,0
2005,"Osterholz",Polen,Veränderung gegenüber 2005 in Prozent,K03356,0,0
2005,"Rotenburg (Wümme)",Polen,Veränderung gegenüber 2005 in Prozent,K03357,0,0
2005,"Heidekreis",Polen,Veränderung gegenüber 2005 in Prozent,K03358,0,0
2005,"Stade",Polen,Veränderung gegenüber 2005 in Prozent,K03359,0,0
2005,"Uelzen",Polen,Veränderung gegenüber 2005 in Prozent,K03360,0,0
2005,"Verden",Polen,Veränderung gegenüber 2005 in Prozent,K03361,0,0
2005,"Statistische Region Lüneburg",Polen,Veränderung gegenüber 2005 in Prozent,K033,0,0
2005,"Delmenhorst, Stadt",Polen,Veränderung gegenüber 2005 in Prozent,K03401,0,0
2005,"Emden, Stadt",Polen,Veränderung gegenüber 2005 in Prozent,K03402,0,0
2005,"Oldenburg (Oldb), Stadt",Polen,Veränderung gegenüber 2005 in Prozent,K03403,0,0
2005,"Osnabrück, Stadt",Polen,Veränderung gegenüber 2005 in Prozent,K03404,0,0
2005,"Wilhelmshaven, Stadt",Polen,Veränderung gegenüber 2005 in Prozent,K03405,0,0
2005,"Ammerland",Polen,Veränderung gegenüber 2005 in Prozent,K03451,0,0
2005,"Aurich",Polen,Veränderung gegenüber 2005 in Prozent,K03452,0,0
2005,"Cloppenburg",Polen,Veränderung gegenüber 2005 in Prozent,K03453,0,0
2005,"Emsland",Polen,Veränderung gegenüber 2005 in Prozent,K03454,0,0
2005,"Friesland",Polen,Veränderung gegenüber 2005 in Prozent,K03455,0,0
2005,"Grafschaft Bentheim",Polen,Veränderung gegenüber 2005 in Prozent,K03456,0,0
2005,"Leer",Polen,Veränderung gegenüber 2005 in Prozent,K03457,0,0
2005,"Oldenburg",Polen,Veränderung gegenüber 2005 in Prozent,K03458,0,0
2005,"Osnabrück",Polen,Veränderung gegenüber 2005 in Prozent,K03459,0,0
2005,"Vechta",Polen,Veränderung gegenüber 2005 in Prozent,K03460,0,0
2005,"Wesermarsch",Polen,Veränderung gegenüber 2005 in Prozent,K03461,0,0
2005,"Wittmund",Polen,Veränderung gegenüber 2005 in Prozent,K03462,0,0
2005,"Statistische Region Weser-Ems",Polen,Veränderung gegenüber 2005 in Prozent,K034,0,0
2005,"Niedersachsen",Polen,Veränderung gegenüber 2005 in Prozent,K030,0,0
2011,"Braunschweig, Stadt",Polen,Veränderung gegenüber 2005 in Prozent,K03101,+23.8928939237899,23,89289392
2011,"Salzgitter, Stadt",Polen,Veränderung gegenüber 2005 in Prozent,K03102,+20.6261510128913,20,62615101
2011,"Wolfsburg, Stadt",Polen,Veränderung gegenüber 2005 in Prozent,K03103,+27.6845637583893,27,68456376
2011,"Gifhorn",Polen,Veränderung gegenüber 2005 in Prozent,K03151,+24.282982791587,24,28298279
2011,"Goslar",Polen,Veränderung gegenüber 2005 in Prozent,K03153,+2.32558139534884,2,325581395
2011,"Helmstedt",Polen,Veränderung gegenüber 2005 in Prozent,K03154,+42.0886075949367,42,08860759
2011,"Northeim",Polen,Veränderung gegenüber 2005 in Prozent,K03155,-0.892857142857143,-0,892857143
2011,"Peine",Polen,Veränderung gegenüber 2005 in Prozent,K03157,+36.4016736401674,36,40167364
2011,"Wolfenbüttel",Polen,Veränderung gegenüber 2005 in Prozent,K03158,+48.159509202454,48,1595092
2011,"Göttingen",Polen,Veränderung gegenüber 2005 in Prozent,K03159,-7.38119312436805,-7,381193124
2011,"Statistische Region Braunschweig",Polen,Veränderung gegenüber 2005 in Prozent,K031,+19.5400524772341,19,54005248
2011,"Region Hannover",Polen,Veränderung gegenüber 2005 in Prozent,K03241,+30.2446444416276,30,24464444
2011,"dav. Hannover, Lhst.",Polen,Veränderung gegenüber 2005 in Prozent,K03241001,+36.7546848381601,36,75468484
2011,"dav. Hannover, Umland",Polen,Veränderung gegenüber 2005 in Prozent,K03241999,+20.6702160977137,20,6702161
2011,"Diepholz",Polen,Veränderung gegenüber 2005 in Prozent,K03251,+59.4164456233422,59,41644562
2011,"Hameln-Pyrmont",Polen,Veränderung gegenüber 2005 in Prozent,K03252,+20.7746478873239,20,77464789
2011,"Hildesheim",Polen,Veränderung gegenüber 2005 in Prozent,K03254,+12.461695607763,12,46169561
2011,"Holzminden",Polen,Veränderung gegenüber 2005 in Prozent,K03255,+1.67597765363128,1,675977654
2011,"Nienburg (Weser)",Polen,Veränderung gegenüber 2005 in Prozent,K03256,+29.6680497925311,29,66804979
2011,"Schaumburg",Polen,Veränderung gegenüber 2005 in Prozent,K03257,+36.3939899833055,36,39398998
2011,"Statistische Region Hannover",Polen,Veränderung gegenüber 2005 in Prozent,K032,+30.0262008733624,30,02620087
2011,"Celle",Polen,Veränderung gegenüber 2005 in Prozent,K03351,+34.4418052256532,34,44180523
2011,"Cuxhaven",Polen,Veränderung gegenüber 2005 in Prozent,K03352,+31.924882629108,31,92488263
2011,"Harburg",Polen,Veränderung gegenüber 2005 in Prozent,K03353,+72.0956719817768,72,09567198
2011,"Lüchow-Dannenberg",Polen,Veränderung gegenüber 2005 in Prozent,K03354,+40.8510638297872,40,85106383
2011,"Lüneburg",Polen,Veränderung gegenüber 2005 in Prozent,K03355,+50.5982905982906,50,5982906
2011,"Osterholz",Polen,Veränderung gegenüber 2005 in Prozent,K03356,+53.6121673003802,53,6121673
2011,"Rotenburg (Wümme)",Polen,Veränderung gegenüber 2005 in Prozent,K03357,+23.4132581100141,23,41325811
2011,"Heidekreis",Polen,Veränderung gegenüber 2005 in Prozent,K03358,+39.6551724137931,39,65517241
2011,"Stade",Polen,Veränderung gegenüber 2005 in Prozent,K03359,+109.272467902996,109,2724679
2011,"Uelzen",Polen,Veränderung gegenüber 2005 in Prozent,K03360,+34.3537414965986,34,3537415
2011,"Verden",Polen,Veränderung gegenüber 2005 in Prozent,K03361,+34.0807174887892,34,08071749
2011,"Statistische Region Lüneburg",Polen,Veränderung gegenüber 2005 in Prozent,K033,+51.9365547768351,51,93655478
2011,"Delmenhorst, Stadt",Polen,Veränderung gegenüber 2005 in Prozent,K03401,+26.6533066132265,26,65330661
2011,"Emden, Stadt",Polen,Veränderung gegenüber 2005 in Prozent,K03402,-13.7037037037037,-13,7037037
2011,"Oldenburg (Oldb), Stadt",Polen,Veränderung gegenüber 2005 in Prozent,K03403,+3.4965034965035,3,496503497
2011,"Osnabrück, Stadt",Polen,Veränderung gegenüber 2005 in Prozent,K03404,+43.4571890145396,43,45718901
2011,"Wilhelmshaven, Stadt",Polen,Veränderung gegenüber 2005 in Prozent,K03405,+159.81308411215,159,8130841
2011,"Ammerland",Polen,Veränderung gegenüber 2005 in Prozent,K03451,+129.151291512915,129,1512915
2011,"Aurich",Polen,Veränderung gegenüber 2005 in Prozent,K03452,+100.955414012739,100,955414
2011,"Cloppenburg",Polen,Veränderung gegenüber 2005 in Prozent,K03453,+85.5498721227622,85,54987212
2011,"Emsland",Polen,Veränderung gegenüber 2005 in Prozent,K03454,+115.261538461538,115,2615385
2011,"Friesland",Polen,Veränderung gegenüber 2005 in Prozent,K03455,+37.7245508982036,37,7245509
2011,"Grafschaft Bentheim",Polen,Veränderung gegenüber 2005 in Prozent,K03456,+115.853658536585,115,8536585
2011,"Leer",Polen,Veränderung gegenüber 2005 in Prozent,K03457,+40.8521303258145,40,85213033
2011,"Oldenburg",Polen,Veränderung gegenüber 2005 in Prozent,K03458,+146.059113300493,146,0591133
2011,"Osnabrück",Polen,Veränderung gegenüber 2005 in Prozent,K03459,+124.567788898999,124,5677889
2011,"Vechta",Polen,Veränderung gegenüber 2005 in Prozent,K03460,+114.128035320088,114,1280353
2011,"Wesermarsch",Polen,Veränderung gegenüber 2005 in Prozent,K03461,+28.3707865168539,28,37078652
2011,"Wittmund",Polen,Veränderung gegenüber 2005 in Prozent,K03462,+68.4782608695652,68,47826087
2011,"Statistische Region Weser-Ems",Polen,Veränderung gegenüber 2005 in Prozent,K034,+85.0474508938424,85,04745089
2011,"Niedersachsen",Polen,Veränderung gegenüber 2005 in Prozent,K030,+46.9780643568938,46,97806436
2012,"Braunschweig, Stadt",Polen,Veränderung gegenüber 2005 in Prozent,K03101,+42.6364572605561,42,63645726
2012,"Salzgitter, Stadt",Polen,Veränderung gegenüber 2005 in Prozent,K03102,+32.9650092081031,32,96500921
2012,"Wolfsburg, Stadt",Polen,Veränderung gegenüber 2005 in Prozent,K03103,+41.6107382550336,41,61073826
2012,"Gifhorn",Polen,Veränderung gegenüber 2005 in Prozent,K03151,+45.5066921606119,45,50669216
2012,"Goslar",Polen,Veränderung gegenüber 2005 in Prozent,K03153,+20.6976744186047,20,69767442
2012,"Helmstedt",Polen,Veränderung gegenüber 2005 in Prozent,K03154,+43.6708860759494,43,67088608
2012,"Northeim",Polen,Veränderung gegenüber 2005 in Prozent,K03155,+6.25,6,25
2012,"Peine",Polen,Veränderung gegenüber 2005 in Prozent,K03157,+57.5313807531381,57,53138075
2012,"Wolfenbüttel",Polen,Veränderung gegenüber 2005 in Prozent,K03158,+65.0306748466258,65,03067485
2012,"Göttingen",Polen,Veränderung gegenüber 2005 in Prozent,K03159,+0.303336703741153,0,303336704
2012,"Statistische Region Braunschweig",Polen,Veränderung gegenüber 2005 in Prozent,K031,+34.4343262849205,34,43432628
2012,"Region Hannover",Polen,Veränderung gegenüber 2005 in Prozent,K03241,+47.0401825326404,47,04018253
2012,"dav. Hannover, Lhst.",Polen,Veränderung gegenüber 2005 in Prozent,K03241001,+51.1499148211244,51,14991482
2012,"dav. Hannover, Umland",Polen,Veränderung gegenüber 2005 in Prozent,K03241999,+40.9959285937989,40,99592859
2012,"Diepholz",Polen,Veränderung gegenüber 2005 in Prozent,K03251,+101.724137931034,101,7241379
2012,"Hameln-Pyrmont",Polen,Veränderung gegenüber 2005 in Prozent,K03252,+12.3239436619718,12,32394366
2012,"Hildesheim",Polen,Veränderung gegenüber 2005 in Prozent,K03254,+28.0898876404494,28,08988764
2012,"Holzminden",Polen,Veränderung gegenüber 2005 in Prozent,K03255,+2.23463687150838,2,234636872
2012,"Nienburg (Weser)",Polen,Veränderung gegenüber 2005 in Prozent,K03256,+51.0373443983403,51,0373444
2012,"Schaumburg",Polen,Veränderung gegenüber 2005 in Prozent,K03257,+52.9215358931553,52,92153589
2012,"Statistische Region Hannover",Polen,Veränderung gegenüber 2005 in Prozent,K032,+47.0742358078603,47,07423581
2012,"Celle",Polen,Veränderung gegenüber 2005 in Prozent,K03351,+54.1567695961995,54,1567696
2012,"Cuxhaven",Polen,Veränderung gegenüber 2005 in Prozent,K03352,+43.4272300469484,43,42723005
2012,"Harburg",Polen,Veränderung gegenüber 2005 in Prozent,K03353,+77.7904328018223,77,7904328
2012,"Lüchow-Dannenberg",Polen,Veränderung gegenüber 2005 in Prozent,K03354,+58.7234042553191,58,72340426
2012,"Lüneburg",Polen,Veränderung gegenüber 2005 in Prozent,K03355,+67.5213675213675,67,52136752
2012,"Osterholz",Polen,Veränderung gegenüber 2005 in Prozent,K03356,+109.505703422053,109,5057034
2012,"Rotenburg (Wümme)",Polen,Veränderung gegenüber 2005 in Prozent,K03357,+47.2496473906911,47,24964739
2012,"Heidekreis",Polen,Veränderung gegenüber 2005 in Prozent,K03358,+76.2931034482759,76,29310345
2012,"Stade",Polen,Veränderung gegenüber 2005 in Prozent,K03359,+158.059914407989,158,0599144
2012,"Uelzen",Polen,Veränderung gegenüber 2005 in Prozent,K03360,+52.3809523809524,52,38095238
2012,"Verden",Polen,Veränderung gegenüber 2005 in Prozent,K03361,+63.0044843049327,63,0044843
2012,"Statistische Region Lüneburg",Polen,Veränderung gegenüber 2005 in Prozent,K033,+76.5215787532276,76,52157875
2012,"Delmenhorst, Stadt",Polen,Veränderung gegenüber 2005 in Prozent,K03401,+66.5330661322645,66,53306613
2012,"Emden, Stadt",Polen,Veränderung gegenüber 2005 in Prozent,K03402,+49.6296296296296,49,62962963
2012,"Oldenburg (Oldb), Stadt",Polen,Veränderung gegenüber 2005 in Prozent,K03403,+14.965034965035,14,96503497
2012,"Osnabrück, Stadt",Polen,Veränderung gegenüber 2005 in Prozent,K03404,+73.9903069466882,73,99030695
2012,"Wilhelmshaven, Stadt",Polen,Veränderung gegenüber 2005 in Prozent,K03405,+172.897196261682,172,8971963
2012,"Ammerland",Polen,Veränderung gegenüber 2005 in Prozent,K03451,+280.442804428044,280,4428044
2012,"Aurich",Polen,Veränderung gegenüber 2005 in Prozent,K03452,+153.184713375796,153,1847134
2012,"Cloppenburg",Polen,Veränderung gegenüber 2005 in Prozent,K03453,+176.598465473146,176,5984655
2012,"Emsland",Polen,Veränderung gegenüber 2005 in Prozent,K03454,+149.353846153846,149,3538462
2012,"Friesland",Polen,Veränderung gegenüber 2005 in Prozent,K03455,+57.4850299401198,57,48502994
2012,"Grafschaft Bentheim",Polen,Veränderung gegenüber 2005 in Prozent,K03456,+237.5,237,5
2012,"Leer",Polen,Veränderung gegenüber 2005 in Prozent,K03457,+68.922305764411,68,92230576
2012,"Oldenburg",Polen,Veränderung gegenüber 2005 in Prozent,K03458,+208.866995073892,208,8669951
2012,"Osnabrück",Polen,Veränderung gegenüber 2005 in Prozent,K03459,+170.791628753412,170,7916288
2012,"Vechta",Polen,Veränderung gegenüber 2005 in Prozent,K03460,+143.9293598234,143,9293598
2012,"Wesermarsch",Polen,Veränderung gegenüber 2005 in Prozent,K03461,+42.1348314606742,42,13483146
2012,"Wittmund",Polen,Veränderung gegenüber 2005 in Prozent,K03462,+100,100
2012,"Statistische Region Weser-Ems",Polen,Veränderung gegenüber 2005 in Prozent,K034,+130.99757227985,130,9975723
2012,"Niedersachsen",Polen,Veränderung gegenüber 2005 in Prozent,K030,+72.9367846234535,72,93678462
2013,"Braunschweig, Stadt",Polen,Veränderung gegenüber 2005 in Prozent,K03101,+60.4016477857878,60,40164779
2013,"Salzgitter, Stadt",Polen,Veränderung gegenüber 2005 in Prozent,K03102,+72.9281767955801,72,9281768
2013,"Wolfsburg, Stadt",Polen,Veränderung gegenüber 2005 in Prozent,K03103,+65.9395973154362,65,93959732
2013,"Gifhorn",Polen,Veränderung gegenüber 2005 in Prozent,K03151,+55.8317399617591,55,83173996
2013,"Goslar",Polen,Veränderung gegenüber 2005 in Prozent,K03153,+41.8604651162791,41,86046512
2013,"Helmstedt",Polen,Veränderung gegenüber 2005 in Prozent,K03154,+54.4303797468354,54,43037975
2013,"Northeim",Polen,Veränderung gegenüber 2005 in Prozent,K03155,+23.2142857142857,23,21428571
2013,"Peine",Polen,Veränderung gegenüber 2005 in Prozent,K03157,+85.7740585774059,85,77405858
2013,"Wolfenbüttel",Polen,Veränderung gegenüber 2005 in Prozent,K03158,+91.1042944785276,91,10429448
2013,"Göttingen",Polen,Veränderung gegenüber 2005 in Prozent,K03159,+8.69565217391304,8,695652174
2013,"Statistische Region Braunschweig",Polen,Veränderung gegenüber 2005 in Prozent,K031,+53.6656891495601,53,66568915
2013,"Region Hannover",Polen,Veränderung gegenüber 2005 in Prozent,K03241,+70.5792876156674,70,57928762
2013,"dav. Hannover, Lhst.",Polen,Veränderung gegenüber 2005 in Prozent,K03241001,+67.2700170357751,67,27001704
2013,"dav. Hannover, Umland",Polen,Veränderung gegenüber 2005 in Prozent,K03241999,+75.4462887566552,75,44628876
2013,"Diepholz",Polen,Veränderung gegenüber 2005 in Prozent,K03251,+214.456233421751,214,4562334
2013,"Hameln-Pyrmont",Polen,Veränderung gegenüber 2005 in Prozent,K03252,+23.5915492957746,23,5915493
2013,"Hildesheim",Polen,Veränderung gegenüber 2005 in Prozent,K03254,+47.0888661899898,47,08886619
2013,"Holzminden",Polen,Veränderung gegenüber 2005 in Prozent,K03255,+3.35195530726257,3,351955307
2013,"Nienburg (Weser)",Polen,Veränderung gegenüber 2005 in Prozent,K03256,+99.5850622406639,99,58506224
2013,"Schaumburg",Polen,Veränderung gegenüber 2005 in Prozent,K03257,+70.7846410684474,70,78464107
2013,"Statistische Region Hannover",Polen,Veränderung gegenüber 2005 in Prozent,K032,+75.8951965065502,75,89519651
2013,"Celle",Polen,Veränderung gegenüber 2005 in Prozent,K03351,+96.9121140142518,96,91211401
2013,"Cuxhaven",Polen,Veränderung gegenüber 2005 in Prozent,K03352,+80.5164319248826,80,51643192
2013,"Harburg",Polen,Veränderung gegenüber 2005 in Prozent,K03353,+75.3986332574032,75,39863326
2013,"Lüchow-Dannenberg",Polen,Veränderung gegenüber 2005 in Prozent,K03354,+127.659574468085,127,6595745
2013,"Lüneburg",Polen,Veränderung gegenüber 2005 in Prozent,K03355,+85.6410256410256,85,64102564
2013,"Osterholz",Polen,Veränderung gegenüber 2005 in Prozent,K03356,+122.813688212928,122,8136882
2013,"Rotenburg (Wümme)",Polen,Veränderung gegenüber 2005 in Prozent,K03357,+78.4203102961918,78,4203103
2013,"Heidekreis",Polen,Veränderung gegenüber 2005 in Prozent,K03358,+159.26724137931,159,2672414
2013,"Stade",Polen,Veränderung gegenüber 2005 in Prozent,K03359,+212.268188302425,212,2681883
2013,"Uelzen",Polen,Veränderung gegenüber 2005 in Prozent,K03360,+85.3741496598639,85,37414966
2013,"Verden",Polen,Veränderung gegenüber 2005 in Prozent,K03361,+108.295964125561,108,2959641
2013,"Statistische Region Lüneburg",Polen,Veränderung gegenüber 2005 in Prozent,K033,+111.656215418665,111,6562154
2013,"Delmenhorst, Stadt",Polen,Veränderung gegenüber 2005 in Prozent,K03401,+110.821643286573,110,8216433
2013,"Emden, Stadt",Polen,Veränderung gegenüber 2005 in Prozent,K03402,+128.888888888889,128,8888889
2013,"Oldenburg (Oldb), Stadt",Polen,Veränderung gegenüber 2005 in Prozent,K03403,+38.3216783216783,38,32167832
2013,"Osnabrück, Stadt",Polen,Veränderung gegenüber 2005 in Prozent,K03404,+91.2762520193861,91,27625202
2013,"Wilhelmshaven, Stadt",Polen,Veränderung gegenüber 2005 in Prozent,K03405,+139.252336448598,139,2523364
2013,"Ammerland",Polen,Veränderung gegenüber 2005 in Prozent,K03451,+284.870848708487,284,8708487
2013,"Aurich",Polen,Veränderung gegenüber 2005 in Prozent,K03452,+237.579617834395,237,5796178
2013,"Cloppenburg",Polen,Veränderung gegenüber 2005 in Prozent,K03453,+210.74168797954,210,741688
2013,"Emsland",Polen,Veränderung gegenüber 2005 in Prozent,K03454,+169.415384615385,169,4153846
2013,"Friesland",Polen,Veränderung gegenüber 2005 in Prozent,K03455,+79.6407185628743,79,64071856
2013,"Grafschaft Bentheim",Polen,Veränderung gegenüber 2005 in Prozent,K03456,+327.743902439024,327,7439024
2013,"Leer",Polen,Veränderung gegenüber 2005 in Prozent,K03457,+94.4862155388471,94,48621554
2013,"Oldenburg",Polen,Veränderung gegenüber 2005 in Prozent,K03458,+276.600985221675,276,6009852
2013,"Osnabrück",Polen,Veränderung gegenüber 2005 in Prozent,K03459,+223.475887170155,223,4758872
2013,"Vechta",Polen,Veränderung gegenüber 2005 in Prozent,K03460,+186.092715231788,186,0927152
2013,"Wesermarsch",Polen,Veränderung gegenüber 2005 in Prozent,K03461,+72.752808988764,72,75280899
2013,"Wittmund",Polen,Veränderung gegenüber 2005 in Prozent,K03462,+163.04347826087,163,0434783
2013,"Statistische Region Weser-Ems",Polen,Veränderung gegenüber 2005 in Prozent,K034,+167.909953652615,167,9099537
2013,"Niedersachsen",Polen,Veränderung gegenüber 2005 in Prozent,K030,+103.159226236387,103,1592262
2014,"Braunschweig, Stadt",Polen,Veränderung gegenüber 2005 in Prozent,K03101,+73.5324407826982,73,53244078
2014,"Salzgitter, Stadt",Polen,Veränderung gegenüber 2005 in Prozent,K03102,+113.996316758748,113,9963168
2014,"Wolfsburg, Stadt",Polen,Veränderung gegenüber 2005 in Prozent,K03103,+88.255033557047,88,25503356
2014,"Gifhorn",Polen,Veränderung gegenüber 2005 in Prozent,K03151,+80.6883365200765,80,68833652
2014,"Goslar",Polen,Veränderung gegenüber 2005 in Prozent,K03153,+54.4186046511628,54,41860465
2014,"Helmstedt",Polen,Veränderung gegenüber 2005 in Prozent,K03154,+61.0759493670886,61,07594937
2014,"Northeim",Polen,Veränderung gegenüber 2005 in Prozent,K03155,+66.0714285714286,66,07142857
2014,"Peine",Polen,Veränderung gegenüber 2005 in Prozent,K03157,+113.807531380753,113,8075314
2014,"Wolfenbüttel",Polen,Veränderung gegenüber 2005 in Prozent,K03158,+107.975460122699,107,9754601
2014,"Göttingen",Polen,Veränderung gegenüber 2005 in Prozent,K03159,+17.7957532861476,17,79575329
2014,"Statistische Region Braunschweig",Polen,Veränderung gegenüber 2005 in Prozent,K031,+72.7890106497916,72,78901065
2014,"Region Hannover",Polen,Veränderung gegenüber 2005 in Prozent,K03241,+92.5212320953226,92,5212321
2014,"dav. Hannover, Lhst.",Polen,Veränderung gegenüber 2005 in Prozent,K03241001,+87.1592844974446,87,1592845
2014,"dav. Hannover, Umland",Polen,Veränderung gegenüber 2005 in Prozent,K03241999,+100.407140620106,100,4071406
2014,"Diepholz",Polen,Veränderung gegenüber 2005 in Prozent,K03251,+225.596816976127,225,596817
2014,"Hameln-Pyrmont",Polen,Veränderung gegenüber 2005 in Prozent,K03252,+39.2605633802817,39,26056338
2014,"Hildesheim",Polen,Veränderung gegenüber 2005 in Prozent,K03254,+66.4964249233912,66,49642492
2014,"Holzminden",Polen,Veränderung gegenüber 2005 in Prozent,K03255,-3.91061452513966,-3,910614525
2014,"Nienburg (Weser)",Polen,Veränderung gegenüber 2005 in Prozent,K03256,+132.780082987552,132,780083
2014,"Schaumburg",Polen,Veränderung gegenüber 2005 in Prozent,K03257,+90.6510851419032,90,65108514
2014,"Statistische Region Hannover",Polen,Veränderung gegenüber 2005 in Prozent,K032,+96.5065502183406,96,50655022
2014,"Celle",Polen,Veränderung gegenüber 2005 in Prozent,K03351,+156.769596199525,156,7695962
