Migration und Teilhabe in Niedersachsen - Integrationsmonitoring 2021,Gebietseinheit,Land der Staatsangehörigkeit,Units,GeoCode,Value,Value_2
2015,"Göttingen",Rumänien,Anzahl,K03159,560,560
2015,"Statistische Region Braunschweig",Rumänien,Anzahl,K031,3136,3136
2015,"Region Hannover",Rumänien,Anzahl,K03241,4358,4358
2015,"dav. Hannover, Lhst.",Rumänien,Anzahl,K03241001,2656,2656
2015,"dav. Hannover, Umland",Rumänien,Anzahl,K03241999,1702,1702
2015,"Diepholz",Rumänien,Anzahl,K03251,992,992
2015,"Hameln-Pyrmont",Rumänien,Anzahl,K03252,734,734
2015,"Hildesheim",Rumänien,Anzahl,K03254,615,615
2015,"Holzminden",Rumänien,Anzahl,K03255,21,21
2015,"Nienburg (Weser)",Rumänien,Anzahl,K03256,462,462
2015,"Schaumburg",Rumänien,Anzahl,K03257,339,339
2015,"Statistische Region Hannover",Rumänien,Anzahl,K032,7521,7521
2015,"Celle",Rumänien,Anzahl,K03351,444,444
2015,"Cuxhaven",Rumänien,Anzahl,K03352,262,262
2015,"Harburg",Rumänien,Anzahl,K03353,257,257
2015,"Lüchow-Dannenberg",Rumänien,Anzahl,K03354,68,68
2015,"Lüneburg",Rumänien,Anzahl,K03355,238,238
2015,"Osterholz",Rumänien,Anzahl,K03356,136,136
2015,"Rotenburg (Wümme)",Rumänien,Anzahl,K03357,339,339
2015,"Heidekreis",Rumänien,Anzahl,K03358,285,285
2015,"Stade",Rumänien,Anzahl,K03359,558,558
2015,"Uelzen",Rumänien,Anzahl,K03360,178,178
2015,"Verden",Rumänien,Anzahl,K03361,245,245
2015,"Statistische Region Lüneburg",Rumänien,Anzahl,K033,3010,3010
2015,"Delmenhorst, Stadt",Rumänien,Anzahl,K03401,508,508
2015,"Emden, Stadt",Rumänien,Anzahl,K03402,343,343
2015,"Oldenburg (Oldb), Stadt",Rumänien,Anzahl,K03403,514,514
2015,"Osnabrück, Stadt",Rumänien,Anzahl,K03404,685,685
2015,"Wilhelmshaven, Stadt",Rumänien,Anzahl,K03405,280,280
2015,"Ammerland",Rumänien,Anzahl,K03451,362,362
2015,"Aurich",Rumänien,Anzahl,K03452,496,496
2015,"Cloppenburg",Rumänien,Anzahl,K03453,2575,2575
2015,"Emsland",Rumänien,Anzahl,K03454,2917,2917
2015,"Friesland",Rumänien,Anzahl,K03455,116,116
2015,"Grafschaft Bentheim",Rumänien,Anzahl,K03456,370,370
2015,"Leer",Rumänien,Anzahl,K03457,802,802
2015,"Oldenburg",Rumänien,Anzahl,K03458,945,945
2015,"Osnabrück",Rumänien,Anzahl,K03459,2552,2552
2015,"Vechta",Rumänien,Anzahl,K03460,1567,1567
2015,"Wesermarsch",Rumänien,Anzahl,K03461,232,232
2015,"Wittmund",Rumänien,Anzahl,K03462,134,134
2015,"Statistische Region Weser-Ems",Rumänien,Anzahl,K034,15398,15398
2015,"Niedersachsen",Rumänien,Anzahl,K030,29065,29065
2016,"Braunschweig, Stadt",Rumänien,Anzahl,K03101,480,480
2016,"Salzgitter, Stadt",Rumänien,Anzahl,K03102,825,825
2016,"Wolfsburg, Stadt",Rumänien,Anzahl,K03103,370,370
2016,"Gifhorn",Rumänien,Anzahl,K03151,310,310
2016,"Goslar",Rumänien,Anzahl,K03153,295,295
2016,"Helmstedt",Rumänien,Anzahl,K03154,240,240
2016,"Northeim",Rumänien,Anzahl,K03155,335,335
2016,"Peine",Rumänien,Anzahl,K03157,300,300
2016,"Wolfenbüttel",Rumänien,Anzahl,K03158,105,105
2016,"Göttingen",Rumänien,Anzahl,K03159,610,610
2016,"Statistische Region Braunschweig",Rumänien,Anzahl,K031,3875,3875
2016,"Region Hannover",Rumänien,Anzahl,K03241,5600,5600
2016,"dav. Hannover, Lhst.",Rumänien,Anzahl,K03241001,3435,3435
2016,"dav. Hannover, Umland",Rumänien,Anzahl,K03241999,2165,2165
2016,"Diepholz",Rumänien,Anzahl,K03251,995,995
2016,"Hameln-Pyrmont",Rumänien,Anzahl,K03252,995,995
2016,"Hildesheim",Rumänien,Anzahl,K03254,735,735
2016,"Holzminden",Rumänien,Anzahl,K03255,25,25
2016,"Nienburg (Weser)",Rumänien,Anzahl,K03256,845,845
2016,"Schaumburg",Rumänien,Anzahl,K03257,390,390
2016,"Statistische Region Hannover",Rumänien,Anzahl,K032,9585,9585
2016,"Celle",Rumänien,Anzahl,K03351,495,495
2016,"Cuxhaven",Rumänien,Anzahl,K03352,490,490
2016,"Harburg",Rumänien,Anzahl,K03353,450,450
2016,"Lüchow-Dannenberg",Rumänien,Anzahl,K03354,125,125
2016,"Lüneburg",Rumänien,Anzahl,K03355,355,355
2016,"Osterholz",Rumänien,Anzahl,K03356,140,140
2016,"Rotenburg (Wümme)",Rumänien,Anzahl,K03357,440,440
2016,"Heidekreis",Rumänien,Anzahl,K03358,380,380
2016,"Stade",Rumänien,Anzahl,K03359,845,845
2016,"Uelzen",Rumänien,Anzahl,K03360,220,220
2016,"Verden",Rumänien,Anzahl,K03361,340,340
2016,"Statistische Region Lüneburg",Rumänien,Anzahl,K033,4275,4275
2016,"Delmenhorst, Stadt",Rumänien,Anzahl,K03401,650,650
2016,"Emden, Stadt",Rumänien,Anzahl,K03402,410,410
2016,"Oldenburg (Oldb), Stadt",Rumänien,Anzahl,K03403,560,560
2016,"Osnabrück, Stadt",Rumänien,Anzahl,K03404,720,720
2016,"Wilhelmshaven, Stadt",Rumänien,Anzahl,K03405,305,305
2016,"Ammerland",Rumänien,Anzahl,K03451,475,475
2016,"Aurich",Rumänien,Anzahl,K03452,605,605
2016,"Cloppenburg",Rumänien,Anzahl,K03453,3460,3460
2016,"Emsland",Rumänien,Anzahl,K03454,3600,3600
2016,"Friesland",Rumänien,Anzahl,K03455,120,120
2016,"Grafschaft Bentheim",Rumänien,Anzahl,K03456,530,530
2016,"Leer",Rumänien,Anzahl,K03457,935,935
2016,"Oldenburg",Rumänien,Anzahl,K03458,1415,1415
2016,"Osnabrück",Rumänien,Anzahl,K03459,3415,3415
2016,"Vechta",Rumänien,Anzahl,K03460,1880,1880
2016,"Wesermarsch",Rumänien,Anzahl,K03461,285,285
2016,"Wittmund",Rumänien,Anzahl,K03462,145,145
2016,"Statistische Region Weser-Ems",Rumänien,Anzahl,K034,19515,19515
2016,"Niedersachsen",Rumänien,Anzahl,K030,37250,37250
2017,"Braunschweig, Stadt",Rumänien,Anzahl,K03101,505,505
2017,"Salzgitter, Stadt",Rumänien,Anzahl,K03102,1165,1165
2017,"Wolfsburg, Stadt",Rumänien,Anzahl,K03103,425,425
2017,"Gifhorn",Rumänien,Anzahl,K03151,370,370
2017,"Goslar",Rumänien,Anzahl,K03153,380,380
2017,"Helmstedt",Rumänien,Anzahl,K03154,340,340
2017,"Northeim",Rumänien,Anzahl,K03155,340,340
2017,"Peine",Rumänien,Anzahl,K03157,365,365
2017,"Wolfenbüttel",Rumänien,Anzahl,K03158,130,130
2017,"Göttingen",Rumänien,Anzahl,K03159,630,630
2017,"Statistische Region Braunschweig",Rumänien,Anzahl,K031,4650,4650
2017,"Region Hannover",Rumänien,Anzahl,K03241,6145,6145
2017,"dav. Hannover, Lhst.",Rumänien,Anzahl,K03241001,3600,3600
2017,"dav. Hannover, Umland",Rumänien,Anzahl,K03241999,2545,2545
2017,"Diepholz",Rumänien,Anzahl,K03251,1075,1075
2017,"Hameln-Pyrmont",Rumänien,Anzahl,K03252,1120,1120
2017,"Hildesheim",Rumänien,Anzahl,K03254,880,880
2017,"Holzminden",Rumänien,Anzahl,K03255,30,30
2017,"Nienburg (Weser)",Rumänien,Anzahl,K03256,1050,1050
2017,"Schaumburg",Rumänien,Anzahl,K03257,475,475
2017,"Statistische Region Hannover",Rumänien,Anzahl,K032,10775,10775
2017,"Celle",Rumänien,Anzahl,K03351,570,570
2017,"Cuxhaven",Rumänien,Anzahl,K03352,555,555
2017,"Harburg",Rumänien,Anzahl,K03353,670,670
2017,"Lüchow-Dannenberg",Rumänien,Anzahl,K03354,120,120
2017,"Lüneburg",Rumänien,Anzahl,K03355,365,365
2017,"Osterholz",Rumänien,Anzahl,K03356,195,195
2017,"Rotenburg (Wümme)",Rumänien,Anzahl,K03357,530,530
2017,"Heidekreis",Rumänien,Anzahl,K03358,435,435
2017,"Stade",Rumänien,Anzahl,K03359,1050,1050
2017,"Uelzen",Rumänien,Anzahl,K03360,285,285
2017,"Verden",Rumänien,Anzahl,K03361,420,420
2017,"Statistische Region Lüneburg",Rumänien,Anzahl,K033,5205,5205
2017,"Delmenhorst, Stadt",Rumänien,Anzahl,K03401,920,920
2017,"Emden, Stadt",Rumänien,Anzahl,K03402,495,495
2017,"Oldenburg (Oldb), Stadt",Rumänien,Anzahl,K03403,650,650
2017,"Osnabrück, Stadt",Rumänien,Anzahl,K03404,835,835
2017,"Wilhelmshaven, Stadt",Rumänien,Anzahl,K03405,355,355
2017,"Ammerland",Rumänien,Anzahl,K03451,610,610
2017,"Aurich",Rumänien,Anzahl,K03452,820,820
2017,"Cloppenburg",Rumänien,Anzahl,K03453,3295,3295
2017,"Emsland",Rumänien,Anzahl,K03454,4640,4640
2017,"Friesland",Rumänien,Anzahl,K03455,175,175
2017,"Grafschaft Bentheim",Rumänien,Anzahl,K03456,585,585
2017,"Leer",Rumänien,Anzahl,K03457,1165,1165
2017,"Oldenburg",Rumänien,Anzahl,K03458,1695,1695
2017,"Osnabrück",Rumänien,Anzahl,K03459,4270,4270
2017,"Vechta",Rumänien,Anzahl,K03460,2200,2200
2017,"Wesermarsch",Rumänien,Anzahl,K03461,350,350
2017,"Wittmund",Rumänien,Anzahl,K03462,180,180
2017,"Statistische Region Weser-Ems",Rumänien,Anzahl,K034,23235,23235
2017,"Niedersachsen",Rumänien,Anzahl,K030,43860,43860
2018,"Braunschweig, Stadt",Rumänien,Anzahl,K03101,560,560
2018,"Salzgitter, Stadt",Rumänien,Anzahl,K03102,1625,1625
2018,"Wolfsburg, Stadt",Rumänien,Anzahl,K03103,450,450
2018,"Gifhorn",Rumänien,Anzahl,K03151,475,475
2018,"Goslar",Rumänien,Anzahl,K03153,405,405
2018,"Helmstedt",Rumänien,Anzahl,K03154,335,335
2018,"Northeim",Rumänien,Anzahl,K03155,395,395
2018,"Peine",Rumänien,Anzahl,K03157,465,465
2018,"Wolfenbüttel",Rumänien,Anzahl,K03158,130,130
2018,"Göttingen",Rumänien,Anzahl,K03159,810,810
2018,"Statistische Region Braunschweig",Rumänien,Anzahl,K031,5650,5650
2018,"Region Hannover",Rumänien,Anzahl,K03241,6465,6465
2018,"dav. Hannover, Lhst.",Rumänien,Anzahl,K03241001,3655,3655
2018,"dav. Hannover, Umland",Rumänien,Anzahl,K03241999,2810,2810
2018,"Diepholz",Rumänien,Anzahl,K03251,1350,1350
2018,"Hameln-Pyrmont",Rumänien,Anzahl,K03252,1300,1300
2018,"Hildesheim",Rumänien,Anzahl,K03254,1020,1020
2018,"Holzminden",Rumänien,Anzahl,K03255,50,50
2018,"Nienburg (Weser)",Rumänien,Anzahl,K03256,1285,1285
2018,"Schaumburg",Rumänien,Anzahl,K03257,545,545
2018,"Statistische Region Hannover",Rumänien,Anzahl,K032,12015,12015
2018,"Celle",Rumänien,Anzahl,K03351,780,780
2018,"Cuxhaven",Rumänien,Anzahl,K03352,580,580
2018,"Harburg",Rumänien,Anzahl,K03353,1020,1020
2018,"Lüchow-Dannenberg",Rumänien,Anzahl,K03354,130,130
2018,"Lüneburg",Rumänien,Anzahl,K03355,490,490
2018,"Osterholz",Rumänien,Anzahl,K03356,195,195
2018,"Rotenburg (Wümme)",Rumänien,Anzahl,K03357,610,610
2018,"Heidekreis",Rumänien,Anzahl,K03358,615,615
2018,"Stade",Rumänien,Anzahl,K03359,1275,1275
2018,"Uelzen",Rumänien,Anzahl,K03360,325,325
2018,"Verden",Rumänien,Anzahl,K03361,480,480
2018,"Statistische Region Lüneburg",Rumänien,Anzahl,K033,6505,6505
2018,"Delmenhorst, Stadt",Rumänien,Anzahl,K03401,1075,1075
2018,"Emden, Stadt",Rumänien,Anzahl,K03402,545,545
2018,"Oldenburg (Oldb), Stadt",Rumänien,Anzahl,K03403,790,790
2018,"Osnabrück, Stadt",Rumänien,Anzahl,K03404,860,860
2018,"Wilhelmshaven, Stadt",Rumänien,Anzahl,K03405,415,415
2018,"Ammerland",Rumänien,Anzahl,K03451,690,690
2018,"Aurich",Rumänien,Anzahl,K03452,955,955
2018,"Cloppenburg",Rumänien,Anzahl,K03453,4670,4670
2018,"Emsland",Rumänien,Anzahl,K03454,6065,6065
2018,"Friesland",Rumänien,Anzahl,K03455,215,215
2018,"Grafschaft Bentheim",Rumänien,Anzahl,K03456,625,625
2018,"Leer",Rumänien,Anzahl,K03457,1395,1395
2018,"Oldenburg",Rumänien,Anzahl,K03458,1735,1735
2018,"Osnabrück",Rumänien,Anzahl,K03459,5185,5185
2018,"Vechta",Rumänien,Anzahl,K03460,2715,2715
2018,"Wesermarsch",Rumänien,Anzahl,K03461,330,330
2018,"Wittmund",Rumänien,Anzahl,K03462,195,195
2018,"Statistische Region Weser-Ems",Rumänien,Anzahl,K034,28465,28465
2018,"Niedersachsen",Rumänien,Anzahl,K030,52635,52635
2019,"Braunschweig, Stadt",Rumänien,Anzahl,K03101,610,610
2019,"Salzgitter, Stadt",Rumänien,Anzahl,K03102,1635,1635
2019,"Wolfsburg, Stadt",Rumänien,Anzahl,K03103,485,485
2019,"Gifhorn",Rumänien,Anzahl,K03151,625,625
2019,"Goslar",Rumänien,Anzahl,K03153,480,480
2019,"Helmstedt",Rumänien,Anzahl,K03154,315,315
2019,"Northeim",Rumänien,Anzahl,K03155,495,495
2019,"Peine",Rumänien,Anzahl,K03157,520,520
2019,"Wolfenbüttel",Rumänien,Anzahl,K03158,125,125
2019,"Göttingen",Rumänien,Anzahl,K03159,1135,1135
2019,"Statistische Region Braunschweig",Rumänien,Anzahl,K031,6430,6430
2019,"Region Hannover",Rumänien,Anzahl,K03241,6870,6870
2019,"dav. Hannover, Lhst.",Rumänien,Anzahl,K03241001,3715,3715
2019,"dav. Hannover, Umland",Rumänien,Anzahl,K03241999,3155,3155
2019,"Diepholz",Rumänien,Anzahl,K03251,1780,1780
2019,"Hameln-Pyrmont",Rumänien,Anzahl,K03252,1295,1295
2019,"Hildesheim",Rumänien,Anzahl,K03254,1220,1220
2019,"Holzminden",Rumänien,Anzahl,K03255,65,65
2019,"Nienburg (Weser)",Rumänien,Anzahl,K03256,1180,1180
2019,"Schaumburg",Rumänien,Anzahl,K03257,625,625
2019,"Statistische Region Hannover",Rumänien,Anzahl,K032,13035,13035
2019,"Celle",Rumänien,Anzahl,K03351,915,915
2019,"Cuxhaven",Rumänien,Anzahl,K03352,580,580
2019,"Harburg",Rumänien,Anzahl,K03353,1640,1640
2019,"Lüchow-Dannenberg",Rumänien,Anzahl,K03354,135,135
2019,"Lüneburg",Rumänien,Anzahl,K03355,555,555
2019,"Osterholz",Rumänien,Anzahl,K03356,190,190
2019,"Rotenburg (Wümme)",Rumänien,Anzahl,K03357,725,725
2019,"Heidekreis",Rumänien,Anzahl,K03358,745,745
2019,"Stade",Rumänien,Anzahl,K03359,1520,1520
2019,"Uelzen",Rumänien,Anzahl,K03360,345,345
2019,"Verden",Rumänien,Anzahl,K03361,585,585
2019,"Statistische Region Lüneburg",Rumänien,Anzahl,K033,7930,7930
2019,"Delmenhorst, Stadt",Rumänien,Anzahl,K03401,1120,1120
2019,"Emden, Stadt",Rumänien,Anzahl,K03402,570,570
2019,"Oldenburg (Oldb), Stadt",Rumänien,Anzahl,K03403,965,965
2019,"Osnabrück, Stadt",Rumänien,Anzahl,K03404,975,975
2019,"Wilhelmshaven, Stadt",Rumänien,Anzahl,K03405,525,525
2019,"Ammerland",Rumänien,Anzahl,K03451,785,785
2019,"Aurich",Rumänien,Anzahl,K03452,1075,1075
2019,"Cloppenburg",Rumänien,Anzahl,K03453,4515,4515
2019,"Emsland",Rumänien,Anzahl,K03454,6875,6875
2019,"Friesland",Rumänien,Anzahl,K03455,185,185
2019,"Grafschaft Bentheim",Rumänien,Anzahl,K03456,725,725
2019,"Leer",Rumänien,Anzahl,K03457,1635,1635
2019,"Oldenburg",Rumänien,Anzahl,K03458,2405,2405
2019,"Osnabrück",Rumänien,Anzahl,K03459,5560,5560
2019,"Vechta",Rumänien,Anzahl,K03460,3020,3020
2019,"Wesermarsch",Rumänien,Anzahl,K03461,415,415
2019,"Wittmund",Rumänien,Anzahl,K03462,225,225
2019,"Statistische Region Weser-Ems",Rumänien,Anzahl,K034,31580,31580
2019,"Niedersachsen",Rumänien,Anzahl,K030,58980,58980
2020,"Braunschweig, Stadt",Rumänien,Anzahl,K03101,570,570
2020,"Salzgitter, Stadt",Rumänien,Anzahl,K03102,1720,1720
2020,"Wolfsburg, Stadt",Rumänien,Anzahl,K03103,475,475
2020,"Gifhorn",Rumänien,Anzahl,K03151,790,790
2020,"Goslar",Rumänien,Anzahl,K03153,635,635
2020,"Helmstedt",Rumänien,Anzahl,K03154,395,395
2020,"Northeim",Rumänien,Anzahl,K03155,495,495
2020,"Peine",Rumänien,Anzahl,K03157,610,610
2020,"Wolfenbüttel",Rumänien,Anzahl,K03158,155,155
2020,"Göttingen",Rumänien,Anzahl,K03159,1370,1370
2020,"Statistische Region Braunschweig",Rumänien,Anzahl,K031,7215,7215
2020,"Region Hannover",Rumänien,Anzahl,K03241,6980,6980
2020,"dav. Hannover, Lhst.",Rumänien,Anzahl,K03241001,3580,3580
2020,"dav. Hannover, Umland",Rumänien,Anzahl,K03241999,3400,3400
2020,"Diepholz",Rumänien,Anzahl,K03251,2045,2045
2020,"Hameln-Pyrmont",Rumänien,Anzahl,K03252,1460,1460
2020,"Hildesheim",Rumänien,Anzahl,K03254,1370,1370
2020,"Holzminden",Rumänien,Anzahl,K03255,150,150
2020,"Nienburg (Weser)",Rumänien,Anzahl,K03256,1175,1175
2020,"Schaumburg",Rumänien,Anzahl,K03257,715,715
2020,"Statistische Region Hannover",Rumänien,Anzahl,K032,13895,13895
2020,"Celle",Rumänien,Anzahl,K03351,905,905
2020,"Cuxhaven",Rumänien,Anzahl,K03352,585,585
2020,"Harburg",Rumänien,Anzahl,K03353,1860,1860
2020,"Lüchow-Dannenberg",Rumänien,Anzahl,K03354,150,150
2020,"Lüneburg",Rumänien,Anzahl,K03355,550,550
2020,"Osterholz",Rumänien,Anzahl,K03356,195,195
2020,"Rotenburg (Wümme)",Rumänien,Anzahl,K03357,800,800
2020,"Heidekreis",Rumänien,Anzahl,K03358,965,965
2020,"Stade",Rumänien,Anzahl,K03359,1540,1540
2020,"Uelzen",Rumänien,Anzahl,K03360,350,350
2020,"Verden",Rumänien,Anzahl,K03361,685,685
2020,"Statistische Region Lüneburg",Rumänien,Anzahl,K033,8585,8585
2020,"Delmenhorst, Stadt",Rumänien,Anzahl,K03401,1215,1215
2020,"Emden, Stadt",Rumänien,Anzahl,K03402,615,615
2020,"Oldenburg (Oldb), Stadt",Rumänien,Anzahl,K03403,1135,1135
2020,"Osnabrück, Stadt",Rumänien,Anzahl,K03404,1030,1030
2020,"Wilhelmshaven, Stadt",Rumänien,Anzahl,K03405,550,550
2020,"Ammerland",Rumänien,Anzahl,K03451,920,920
2020,"Aurich",Rumänien,Anzahl,K03452,1110,1110
2020,"Cloppenburg",Rumänien,Anzahl,K03453,5655,5655
2020,"Emsland",Rumänien,Anzahl,K03454,7080,7080
2020,"Friesland",Rumänien,Anzahl,K03455,205,205
2020,"Grafschaft Bentheim",Rumänien,Anzahl,K03456,845,845
2020,"Leer",Rumänien,Anzahl,K03457,1625,1625
2020,"Oldenburg",Rumänien,Anzahl,K03458,2500,2500
2020,"Osnabrück",Rumänien,Anzahl,K03459,6475,6475
2020,"Vechta",Rumänien,Anzahl,K03460,3295,3295
2020,"Wesermarsch",Rumänien,Anzahl,K03461,455,455
2020,"Wittmund",Rumänien,Anzahl,K03462,270,270
2020,"Statistische Region Weser-Ems",Rumänien,Anzahl,K034,34980,34980
2020,"Niedersachsen",Rumänien,Anzahl,K030,64675,64675
2021,"Braunschweig, Stadt",Rumänien,Anzahl,K03101,650,650
2021,"Salzgitter, Stadt",Rumänien,Anzahl,K03102,1770,1770
2021,"Wolfsburg, Stadt",Rumänien,Anzahl,K03103,465,465
2021,"Gifhorn",Rumänien,Anzahl,K03151,895,895
2021,"Goslar",Rumänien,Anzahl,K03153,635,635
2021,"Helmstedt",Rumänien,Anzahl,K03154,430,430
2021,"Northeim",Rumänien,Anzahl,K03155,485,485
2021,"Peine",Rumänien,Anzahl,K03157,655,655
2021,"Wolfenbüttel",Rumänien,Anzahl,K03158,155,155
2021,"Göttingen",Rumänien,Anzahl,K03159,1505,1505
2021,"Statistische Region Braunschweig",Rumänien,Anzahl,K031,7640,7640
2021,"Region Hannover",Rumänien,Anzahl,K03241,7635,7635
2021,"dav. Hannover, Lhst.",Rumänien,Anzahl,K03241001,4030,4030
2021,"dav. Hannover, Umland",Rumänien,Anzahl,K03241999,3605,3605
2021,"Diepholz",Rumänien,Anzahl,K03251,2285,2285
2021,"Hameln-Pyrmont",Rumänien,Anzahl,K03252,1555,1555
2021,"Hildesheim",Rumänien,Anzahl,K03254,1490,1490
2021,"Holzminden",Rumänien,Anzahl,K03255,225,225
2021,"Nienburg (Weser)",Rumänien,Anzahl,K03256,1335,1335
2021,"Schaumburg",Rumänien,Anzahl,K03257,730,730
2021,"Statistische Region Hannover",Rumänien,Anzahl,K032,15255,15255
2021,"Celle",Rumänien,Anzahl,K03351,1040,1040
2021,"Cuxhaven",Rumänien,Anzahl,K03352,665,665
2021,"Harburg",Rumänien,Anzahl,K03353,2165,2165
2021,"Lüchow-Dannenberg",Rumänien,Anzahl,K03354,180,180
2021,"Lüneburg",Rumänien,Anzahl,K03355,575,575
2021,"Osterholz",Rumänien,Anzahl,K03356,245,245
2021,"Rotenburg (Wümme)",Rumänien,Anzahl,K03357,925,925
2021,"Heidekreis",Rumänien,Anzahl,K03358,1110,1110
2021,"Stade",Rumänien,Anzahl,K03359,1585,1585
2021,"Uelzen",Rumänien,Anzahl,K03360,390,390
2021,"Verden",Rumänien,Anzahl,K03361,820,820
2021,"Statistische Region Lüneburg",Rumänien,Anzahl,K033,9705,9705
2021,"Delmenhorst, Stadt",Rumänien,Anzahl,K03401,1355,1355
2021,"Emden, Stadt",Rumänien,Anzahl,K03402,565,565
2021,"Oldenburg (Oldb), Stadt",Rumänien,Anzahl,K03403,1285,1285
2021,"Osnabrück, Stadt",Rumänien,Anzahl,K03404,1100,1100
2021,"Wilhelmshaven, Stadt",Rumänien,Anzahl,K03405,615,615
2021,"Ammerland",Rumänien,Anzahl,K03451,785,785
2021,"Aurich",Rumänien,Anzahl,K03452,1160,1160
2021,"Cloppenburg",Rumänien,Anzahl,K03453,7290,7290
2021,"Emsland",Rumänien,Anzahl,K03454,7655,7655
2021,"Friesland",Rumänien,Anzahl,K03455,240,240
2021,"Grafschaft Bentheim",Rumänien,Anzahl,K03456,975,975
2021,"Leer",Rumänien,Anzahl,K03457,1690,1690
2021,"Oldenburg",Rumänien,Anzahl,K03458,2685,2685
2021,"Osnabrück",Rumänien,Anzahl,K03459,7235,7235
2021,"Vechta",Rumänien,Anzahl,K03460,3570,3570
2021,"Wesermarsch",Rumänien,Anzahl,K03461,470,470
2021,"Wittmund",Rumänien,Anzahl,K03462,265,265
2021,"Statistische Region Weser-Ems",Rumänien,Anzahl,K034,38940,38940
2021,"Niedersachsen",Rumänien,Anzahl,K030,71540,71540
2022,"Braunschweig, Stadt",Rumänien,Anzahl,K03101,635,635
2022,"Salzgitter, Stadt",Rumänien,Anzahl,K03102,1820,1820
2022,"Wolfsburg, Stadt",Rumänien,Anzahl,K03103,520,520
2022,"Gifhorn",Rumänien,Anzahl,K03151,890,890
2022,"Goslar",Rumänien,Anzahl,K03153,665,665
2022,"Helmstedt",Rumänien,Anzahl,K03154,410,410
2022,"Northeim",Rumänien,Anzahl,K03155,520,520
2022,"Peine",Rumänien,Anzahl,K03157,705,705
2022,"Wolfenbüttel",Rumänien,Anzahl,K03158,195,195
2022,"Göttingen",Rumänien,Anzahl,K03159,1605,1605
2022,"Statistische Region Braunschweig",Rumänien,Anzahl,K031,7970,7970
2022,"Region Hannover",Rumänien,Anzahl,K03241,8055,8055
2022,"dav. Hannover, Lhst.",Rumänien,Anzahl,K03241001,4120,4120
2022,"dav. Hannover, Umland",Rumänien,Anzahl,K03241999,3935,3935
2022,"Diepholz",Rumänien,Anzahl,K03251,2355,2355
2022,"Hameln-Pyrmont",Rumänien,Anzahl,K03252,1535,1535
2022,"Hildesheim",Rumänien,Anzahl,K03254,1595,1595
2022,"Holzminden",Rumänien,Anzahl,K03255,220,220
2022,"Nienburg (Weser)",Rumänien,Anzahl,K03256,1360,1360
2022,"Schaumburg",Rumänien,Anzahl,K03257,805,805
2022,"Statistische Region Hannover",Rumänien,Anzahl,K032,15925,15925
2022,"Celle",Rumänien,Anzahl,K03351,1160,1160
2022,"Cuxhaven",Rumänien,Anzahl,K03352,725,725
2022,"Harburg",Rumänien,Anzahl,K03353,2175,2175
2022,"Lüchow-Dannenberg",Rumänien,Anzahl,K03354,175,175
2022,"Lüneburg",Rumänien,Anzahl,K03355,710,710
2022,"Osterholz",Rumänien,Anzahl,K03356,265,265
2022,"Rotenburg (Wümme)",Rumänien,Anzahl,K03357,990,990
2022,"Heidekreis",Rumänien,Anzahl,K03358,1175,1175
2022,"Stade",Rumänien,Anzahl,K03359,1665,1665
2022,"Uelzen",Rumänien,Anzahl,K03360,405,405
2022,"Verden",Rumänien,Anzahl,K03361,910,910
2022,"Statistische Region Lüneburg",Rumänien,Anzahl,K033,10345,10345
2022,"Delmenhorst, Stadt",Rumänien,Anzahl,K03401,1545,1545
2022,"Emden, Stadt",Rumänien,Anzahl,K03402,635,635
2022,"Oldenburg (Oldb), Stadt",Rumänien,Anzahl,K03403,1360,1360
2022,"Osnabrück, Stadt",Rumänien,Anzahl,K03404,1185,1185
2022,"Wilhelmshaven, Stadt",Rumänien,Anzahl,K03405,705,705
2022,"Ammerland",Rumänien,Anzahl,K03451,810,810
2022,"Aurich",Rumänien,Anzahl,K03452,1290,1290
2022,"Cloppenburg",Rumänien,Anzahl,K03453,6980,6980
2022,"Emsland",Rumänien,Anzahl,K03454,8110,8110
2022,"Friesland",Rumänien,Anzahl,K03455,210,210
2022,"Grafschaft Bentheim",Rumänien,Anzahl,K03456,1175,1175
2022,"Leer",Rumänien,Anzahl,K03457,1740,1740
2022,"Oldenburg",Rumänien,Anzahl,K03458,2580,2580
2022,"Osnabrück",Rumänien,Anzahl,K03459,7740,7740
2022,"Vechta",Rumänien,Anzahl,K03460,3725,3725
2022,"Wesermarsch",Rumänien,Anzahl,K03461,490,490
2022,"Wittmund",Rumänien,Anzahl,K03462,300,300
2022,"Statistische Region Weser-Ems",Rumänien,Anzahl,K034,40565,40565
2022,"Niedersachsen",Rumänien,Anzahl,K030,74805,74805
2023,"Braunschweig, Stadt",Rumänien,Anzahl,K03101,665,665
2023,"Salzgitter, Stadt",Rumänien,Anzahl,K03102,1975,1975
2023,"Wolfsburg, Stadt",Rumänien,Anzahl,K03103,590,590
2023,"Gifhorn",Rumänien,Anzahl,K03151,1100,1100
2023,"Goslar",Rumänien,Anzahl,K03153,655,655
2023,"Helmstedt",Rumänien,Anzahl,K03154,445,445
2023,"Northeim",Rumänien,Anzahl,K03155,615,615
2023,"Peine",Rumänien,Anzahl,K03157,700,700
2023,"Wolfenbüttel",Rumänien,Anzahl,K03158,180,180
2023,"Göttingen",Rumänien,Anzahl,K03159,1820,1820
2023,"Statistische Region Braunschweig",Rumänien,Anzahl,K031,8745,8745
