Year,Gebietseinheit,GeoCode,Value
2019/2005,Vechta,K03460,7.864744224
2019/2005,Wesermarsch,K03461,-5.486263003
2019/2005,Wittmund,K03462,-1.773820616
2019/2005,Statistische Region Weser-Ems,K034,2.36457158
2019/2005,Niedersachsen,K030,-0.0042282
2019/2014,Braunschweig Stadt,K03101,0.363779768
2019/2014,Salzgitter Stadt,K03102,5.380635774
2019/2014,Wolfsburg Stadt,K03103,1.092443122
2019/2014,Gifhorn,K03151,2.307857263
2019/2014,Goslar,K03153,-0.702337238
2019/2014,Helmstedt,K03154,0.427905135
2019/2014,Northeim,K03155,-1.209812927
2019/2014,Peine,K03157,3.215901869
2019/2014,Wolfenbüttel,K03158,-0.344066314
2019/2014,Göttingen,K03159,1.095163236
2019/2014,Statistische Region Braunschweig,K031,0.960592599
2019/2014,Hannover Region,K03241,2.577752325
2019/2014,Hannover Landeshauptstadt,K03241001,2.536656723
2019/2014,Diepholz,K03251,2.840454207
2019/2014,Hameln-Pyrmont,K03252,0.497926434
2019/2014,Hildesheim,K03254,0.460018794
2019/2014,Holzminden,K03255,-1.37181892
2019/2014,Nienburg (Weser),K03256,1.470354674
2019/2014,Schaumburg,K03257,1.265985229
2019/2014,Statistische Region Hannover,K032,1.888861433
2019/2014,Celle,K03351,1.620145666
2019/2014,Cuxhaven,K03352,0.635712725
2019/2014,Harburg,K03353,3.765105078
2019/2014,Lüchow-Dannenberg,K03354,-0.648497784
2019/2014,Lüneburg,K03355,3.378021805
2019/2014,Osterholz,K03356,2.192242833
2019/2014,Rotenburg (Wümme),K03357,1.198699967
2019/2014,Heidekreis,K03358,3.284140969
2019/2014,Stade,K03359,3.577650825
2019/2014,Uelzen,K03360,-0.155620157
2019/2014,Verden,K03361,2.941110235
2019/2014,Statistische Region Lüneburg,K033,2.308675788
2019/2014,Delmenhorst.Stadt,K03401,3.682958131
2019/2014,Emden Stadt,K03402,-0.205934101
2019/2014,Oldenburg (Oldb) Stadt,K03403,5.077467108
2019/2014,Osnabrück Stadt,K03404,5.32451226
2019/2014,Wilhelmshaven Stadt,K03405,0.734768449
2019/2014,Ammerland,K03451,4.121183819
2019/2014,Aurich,K03452,0.902137257
2019/2014,Cloppenburg,K03453,5.132121959
2019/2014,Emsland,K03454,3.546081322
2019/2014,Friesland,K03455,1.822833387
2019/2014,Grafschaft Bentheim,K03456,2.109001035
2019/2014,Leer,K03457,2.983553366
2019/2014,Oldenburg,K03458,3.227180239
2019/2014,Osnabrück,K03459,1.92533218
2019/2014,Vechta,K03460,4.868413323
2019/2014,Wesermarsch,K03461,-0.205035769
2019/2014,Wittmund,K03462,0.684483277
2019/2014,Statistische Region Weser-Ems,K034,2.971972772
2019/2014,Niedersachsen,K030,2.132037366
2019/2018,Braunschweig Stadt,K03101,0.448665281
2019/2018,Salzgitter Stadt,K03102,-0.626024317
2019/2018,Wolfsburg Stadt,K03103,0.177203567
2019/2018,Gifhorn,K03151,0.342769441
2019/2018,Goslar,K03153,-0.52695345
2019/2018,Helmstedt,K03154,-0.010952063
2019/2018,Northeim,K03155,-0.361541069
2019/2018,Peine,K03157,0.624043593
2019/2018,Wolfenbüttel,K03158,-0.281760587
2019/2018,Göttingen,K03159,-0.44792799
2019/2018,Statistische Region Braunschweig,K031,-0.091894492
2019/2018,Hannover Region,K03241,-0.043969372
2019/2018,Hannover Landeshauptstadt,K03241001,-0.212426682
2019/2018,Diepholz,K03251,0.093597558
2019/2018,Hameln-Pyrmont,K03252,-0.006731332
2019/2018,Hildesheim,K03254,-0.280917157
2019/2018,Holzminden,K03255,-0.728425502
2019/2018,Nienburg (Weser),K03256,0.003295273
2019/2018,Schaumburg,K03257,0.024717805
2019/2018,Statistische Region Hannover,K032,-0.072890332
2019/2018,Celle,K03351,0.041914428
2019/2018,Cuxhaven,K03352,-0.088288861
2019/2018,Harburg,K03353,0.654729879
2019/2018,Lüchow-Dannenberg,K03354,-0.0247811
2019/2018,Lüneburg,K03355,0.418275418
2019/2018,Osterholz,K03356,0.362060308
2019/2018,Rotenburg (Wümme),K03357,0.200055061
2019/2018,Heidekreis,K03358,0.656863797
2019/2018,Stade,K03359,0.694232455
2019/2018,Uelzen,K03360,-0.197683965
2019/2018,Verden,K03361,0.249283584
2019/2018,Statistische Region Lüneburg,K033,0.323452845
2019/2018,Delmenhorst.Stadt,K03401,-0.061850091
2019/2018,Emden Stadt,K03402,-0.561808945
2019/2018,Oldenburg (Oldb) Stadt,K03403,0.515427145
2019/2018,Osnabrück Stadt,K03404,0.305314784
2019/2018,Wilhelmshaven Stadt,K03405,-0.247777865
2019/2018,Ammerland,K03451,0.635120213
2019/2018,Aurich,K03452,-0.081117526
2019/2018,Cloppenburg,K03453,0.787727047
2019/2018,Emsland,K03454,0.398271801
2019/2018,Friesland,K03455,0.247816372
2019/2018,Grafschaft Bentheim,K03456,0.476884647
2019/2018,Leer,K03457,0.557685399
2019/2018,Oldenburg,K03458,0.573211212
2019/2018,Osnabrück,K03459,0.206244421
2019/2018,Vechta,K03460,0.858769192
2019/2018,Wesermarsch,K03461,-0.046262863
2019/2018,Wittmund,K03462,0.077353117
2019/2018,Statistische Region Weser-Ems,K034,0.342925072
2019/2018,Niedersachsen,K030,0.139806736
