Year,Gebietseinheit,Land der Staatsangehörigkeit,Units,GeoCode,Value_2,Value
2019,Stade,Polen,Veränderung gegenüber 2005 in Prozent,K03359,432.810271,432.810271041369
2019,Uelzen,Polen,Veränderung gegenüber 2005 in Prozent,K03360,219.727891,219.727891156463
2019,Verden,Polen,Veränderung gegenüber 2005 in Prozent,K03361,210.538117,210.538116591928
2019,Statistische Region Lüneburg,Polen,Veränderung gegenüber 2005 in Prozent,K033,254.850609,254.850608631501
2019,"Delmenhorst, Stadt",Polen,Veränderung gegenüber 2005 in Prozent,K03401,185.571142,185.571142284569
2019,"Emden, Stadt",Polen,Veränderung gegenüber 2005 in Prozent,K03402,209.259259,209.259259259259
2019,"Oldenburg (Oldb), Stadt",Polen,Veränderung gegenüber 2005 in Prozent,K03403,90.9090909,90.9090909090909
2019,"Osnabrück, Stadt",Polen,Veränderung gegenüber 2005 in Prozent,K03404,156.058158,156.058158319871
2019,"Wilhelmshaven, Stadt",Polen,Veränderung gegenüber 2005 in Prozent,K03405,217.757009,217.757009345794
2019,Ammerland,Polen,Veränderung gegenüber 2005 in Prozent,K03451,510.701107,510.70110701107
2019,Aurich,Polen,Veränderung gegenüber 2005 in Prozent,K03452,376.11465,376.114649681529
2019,Cloppenburg,Polen,Veränderung gegenüber 2005 in Prozent,K03453,337.340153,337.340153452685
2019,Emsland,Polen,Veränderung gegenüber 2005 in Prozent,K03454,352.923077,352.923076923077
2019,Friesland,Polen,Veränderung gegenüber 2005 in Prozent,K03455,184.431138,184.431137724551
2019,Grafschaft Bentheim,Polen,Veränderung gegenüber 2005 in Prozent,K03456,701.829268,701.829268292683
2019,Leer,Polen,Veränderung gegenüber 2005 in Prozent,K03457,210.776942,210.77694235589
2019,Oldenburg,Polen,Veränderung gegenüber 2005 in Prozent,K03458,348.275862,348.275862068966
2019,Osnabrück,Polen,Veränderung gegenüber 2005 in Prozent,K03459,345.404914,345.40491355778
2019,Vechta,Polen,Veränderung gegenüber 2005 in Prozent,K03460,330.463576,330.46357615894
2019,Wesermarsch,Polen,Veränderung gegenüber 2005 in Prozent,K03461,211.797753,211.797752808989
2019,Wittmund,Polen,Veränderung gegenüber 2005 in Prozent,K03462,329.347826,329.347826086957
2019,Statistische Region Weser-Ems,Polen,Veränderung gegenüber 2005 in Prozent,K034,300.463474,300.463473846833
2019,Niedersachsen,Polen,Veränderung gegenüber 2005 in Prozent,K030,202.394101,202.394101132262
2020,"Braunschweig, Stadt",Polen,Veränderung gegenüber 2005 in Prozent,K03101,81.2564367,81.2564366632338
2020,"Salzgitter, Stadt",Polen,Veränderung gegenüber 2005 in Prozent,K03102,210.313076,210.313075506446
2020,"Wolfsburg, Stadt",Polen,Veränderung gegenüber 2005 in Prozent,K03103,104.697987,104.697986577181
2020,Gifhorn,Polen,Veränderung gegenüber 2005 in Prozent,K03151,110.325048,110.325047801147
2020,Goslar,Polen,Veränderung gegenüber 2005 in Prozent,K03153,119.767442,119.767441860465
2020,Helmstedt,Polen,Veränderung gegenüber 2005 in Prozent,K03154,175.316456,175.316455696203
2020,Northeim,Polen,Veränderung gegenüber 2005 in Prozent,K03155,170.833333,170.833333333333
2020,Peine,Polen,Veränderung gegenüber 2005 in Prozent,K03157,228.451883,228.451882845188
2020,Wolfenbüttel,Polen,Veränderung gegenüber 2005 in Prozent,K03158,150.0,150.0
2020,Göttingen,Polen,Veränderung gegenüber 2005 in Prozent,K03159,57.7350859,57.7350859453994
2020,Statistische Region Braunschweig,Polen,Veränderung gegenüber 2005 in Prozent,K031,119.01528,119.015280135823
2020,Region Hannover,Polen,Veränderung gegenüber 2005 in Prozent,K03241,122.651794,122.651793636709
2020,"dav. Hannover, Lhst.",Polen,Veränderung gegenüber 2005 in Prozent,K03241001,91.7589438,91.7589437819421
2020,"dav. Hannover, Umland",Polen,Veränderung gegenüber 2005 in Prozent,K03241999,168.086439,168.0864390855
2020,Diepholz,Polen,Veränderung gegenüber 2005 in Prozent,K03251,378.116711,378.116710875332
2020,Hameln-Pyrmont,Polen,Veränderung gegenüber 2005 in Prozent,K03252,89.2605634,89.2605633802817
2020,Hildesheim,Polen,Veränderung gegenüber 2005 in Prozent,K03254,131.358529,131.358529111338
2020,Holzminden,Polen,Veränderung gegenüber 2005 in Prozent,K03255,0.55865922,0.558659217877095
2020,Nienburg (Weser),Polen,Veränderung gegenüber 2005 in Prozent,K03256,236.099585,236.099585062241
2020,Schaumburg,Polen,Veränderung gegenüber 2005 in Prozent,K03257,207.178631,207.178631051753
2020,Statistische Region Hannover,Polen,Veränderung gegenüber 2005 in Prozent,K032,145.895197,145.89519650655
2020,Celle,Polen,Veränderung gegenüber 2005 in Prozent,K03351,288.361045,288.361045130641
2020,Cuxhaven,Polen,Veränderung gegenüber 2005 in Prozent,K03352,254.460094,254.460093896714
2020,Harburg,Polen,Veränderung gegenüber 2005 in Prozent,K03353,288.382688,288.382687927107
2020,Lüchow-Dannenberg,Polen,Veränderung gegenüber 2005 in Prozent,K03354,187.234043,187.234042553192
2020,Lüneburg,Polen,Veränderung gegenüber 2005 in Prozent,K03355,141.880342,141.880341880342
2020,Osterholz,Polen,Veränderung gegenüber 2005 in Prozent,K03356,177.56654,177.566539923954
2020,Rotenburg (Wümme),Polen,Veränderung gegenüber 2005 in Prozent,K03357,167.277856,167.277856135402
2020,Heidekreis,Polen,Veränderung gegenüber 2005 in Prozent,K03358,411.853448,411.853448275862
2020,Stade,Polen,Veränderung gegenüber 2005 in Prozent,K03359,434.950071,434.950071326676
2020,Uelzen,Polen,Veränderung gegenüber 2005 in Prozent,K03360,231.632653,231.632653061224
2020,Verden,Polen,Veränderung gegenüber 2005 in Prozent,K03361,218.38565,218.385650224215
2020,Statistische Region Lüneburg,Polen,Veränderung gegenüber 2005 in Prozent,K033,264.810033,264.810033198082
2020,"Delmenhorst, Stadt",Polen,Veränderung gegenüber 2005 in Prozent,K03401,191.583166,191.583166332665
2020,"Emden, Stadt",Polen,Veränderung gegenüber 2005 in Prozent,K03402,209.259259,209.259259259259
2020,"Oldenburg (Oldb), Stadt",Polen,Veränderung gegenüber 2005 in Prozent,K03403,78.3216783,78.3216783216783
2020,"Osnabrück, Stadt",Polen,Veränderung gegenüber 2005 in Prozent,K03404,148.788368,148.788368336026
2020,"Wilhelmshaven, Stadt",Polen,Veränderung gegenüber 2005 in Prozent,K03405,178.037383,178.03738317757
2020,Ammerland,Polen,Veränderung gegenüber 2005 in Prozent,K03451,477.490775,477.490774907749
2020,Aurich,Polen,Veränderung gegenüber 2005 in Prozent,K03452,364.968153,364.968152866242
2020,Cloppenburg,Polen,Veränderung gegenüber 2005 in Prozent,K03453,350.127877,350.127877237852
2020,Emsland,Polen,Veränderung gegenüber 2005 in Prozent,K03454,352.0,352.0
2020,Friesland,Polen,Veränderung gegenüber 2005 in Prozent,K03455,181.437126,181.437125748503
2020,Grafschaft Bentheim,Polen,Veränderung gegenüber 2005 in Prozent,K03456,717.073171,717.073170731707
2020,Leer,Polen,Veränderung gegenüber 2005 in Prozent,K03457,214.536341,214.53634085213
2020,Oldenburg,Polen,Veränderung gegenüber 2005 in Prozent,K03458,345.812808,345.812807881773
2020,Osnabrück,Polen,Veränderung gegenüber 2005 in Prozent,K03459,360.418562,360.41856232939
2020,Vechta,Polen,Veränderung gegenüber 2005 in Prozent,K03460,328.256071,328.256070640177
2020,Wesermarsch,Polen,Veränderung gegenüber 2005 in Prozent,K03461,204.775281,204.775280898876
2020,Wittmund,Polen,Veränderung gegenüber 2005 in Prozent,K03462,334.782609,334.782608695652
2020,Statistische Region Weser-Ems,Polen,Veränderung gegenüber 2005 in Prozent,K034,299.801368,299.801368351357
2020,Niedersachsen,Polen,Veränderung gegenüber 2005 in Prozent,K030,203.443063,203.443062968562
2021,"Braunschweig, Stadt",Polen,Veränderung gegenüber 2005 in Prozent,K03101,82.0288363,82.0288362512873
2021,"Salzgitter, Stadt",Polen,Veränderung gegenüber 2005 in Prozent,K03102,214.917127,214.917127071823
2021,"Wolfsburg, Stadt",Polen,Veränderung gegenüber 2005 in Prozent,K03103,126.510067,126.510067114094
2021,Gifhorn,Polen,Veränderung gegenüber 2005 in Prozent,K03151,114.14914,114.14913957935
2021,Goslar,Polen,Veränderung gegenüber 2005 in Prozent,K03153,119.767442,119.767441860465
2021,Helmstedt,Polen,Veränderung gegenüber 2005 in Prozent,K03154,173.734177,173.73417721519
2021,Northeim,Polen,Veränderung gegenüber 2005 in Prozent,K03155,173.809524,173.809523809524
2021,Peine,Polen,Veränderung gegenüber 2005 in Prozent,K03157,232.635983,232.635983263598
2021,Wolfenbüttel,Polen,Veränderung gegenüber 2005 in Prozent,K03158,143.865031,143.865030674847
2021,Göttingen,Polen,Veränderung gegenüber 2005 in Prozent,K03159,56.2184024,56.2184024266936
2021,Statistische Region Braunschweig,Polen,Veränderung gegenüber 2005 in Prozent,K031,121.870659,121.870659052323
2021,Region Hannover,Polen,Veränderung gegenüber 2005 in Prozent,K03241,124.996831,124.996831030549
2021,"dav. Hannover, Lhst.",Polen,Veränderung gegenüber 2005 in Prozent,K03241001,96.6567291,96.6567291311755
2021,"dav. Hannover, Umland",Polen,Veränderung gegenüber 2005 in Prozent,K03241999,166.677106,166.677106169746
2021,Diepholz,Polen,Veränderung gegenüber 2005 in Prozent,K03251,405.96817,405.968169761273
2021,Hameln-Pyrmont,Polen,Veränderung gegenüber 2005 in Prozent,K03252,98.0633803,98.0633802816901
2021,Hildesheim,Polen,Veränderung gegenüber 2005 in Prozent,K03254,131.358529,131.358529111338
2021,Holzminden,Polen,Veränderung gegenüber 2005 in Prozent,K03255,8.93854749,8.93854748603352
2021,Nienburg (Weser),Polen,Veränderung gegenüber 2005 in Prozent,K03256,246.473029,246.473029045643
2021,Schaumburg,Polen,Veränderung gegenüber 2005 in Prozent,K03257,212.186978,212.186978297162
2021,Statistische Region Hannover,Polen,Veränderung gegenüber 2005 in Prozent,K032,150.611354,150.61135371179
2021,Celle,Polen,Veränderung gegenüber 2005 in Prozent,K03351,309.738717,309.738717339667
2021,Cuxhaven,Polen,Veränderung gegenüber 2005 in Prozent,K03352,247.41784,247.417840375587
2021,Harburg,Polen,Veränderung gegenüber 2005 in Prozent,K03353,347.038724,347.038724373576
2021,Lüchow-Dannenberg,Polen,Veränderung gegenüber 2005 in Prozent,K03354,161.702128,161.702127659574
2021,Lüneburg,Polen,Veränderung gegenüber 2005 in Prozent,K03355,141.025641,141.025641025641
2021,Osterholz,Polen,Veränderung gegenüber 2005 in Prozent,K03356,175.665399,175.665399239544
2021,Rotenburg (Wümme),Polen,Veränderung gegenüber 2005 in Prozent,K03357,172.214386,172.214386459803
2021,Heidekreis,Polen,Veränderung gegenüber 2005 in Prozent,K03358,416.163793,416.163793103448
2021,Stade,Polen,Veränderung gegenüber 2005 in Prozent,K03359,428.53067,428.530670470756
2021,Uelzen,Polen,Veränderung gegenüber 2005 in Prozent,K03360,253.741497,253.741496598639
2021,Verden,Polen,Veränderung gegenüber 2005 in Prozent,K03361,223.991031,223.991031390135
2021,Statistische Region Lüneburg,Polen,Veränderung gegenüber 2005 in Prozent,K033,276.060494,276.060494282553
2021,"Delmenhorst, Stadt",Polen,Veränderung gegenüber 2005 in Prozent,K03401,201.603206,201.603206412826
2021,"Emden, Stadt",Polen,Veränderung gegenüber 2005 in Prozent,K03402,209.259259,209.259259259259
2021,"Oldenburg (Oldb), Stadt",Polen,Veränderung gegenüber 2005 in Prozent,K03403,73.4265734,73.4265734265734
2021,"Osnabrück, Stadt",Polen,Veränderung gegenüber 2005 in Prozent,K03404,149.596123,149.596122778675
2021,"Wilhelmshaven, Stadt",Polen,Veränderung gegenüber 2005 in Prozent,K03405,187.383178,187.383177570093
2021,Ammerland,Polen,Veränderung gegenüber 2005 in Prozent,K03451,473.800738,473.80073800738
2021,Aurich,Polen,Veränderung gegenüber 2005 in Prozent,K03452,342.675159,342.675159235669
2021,Cloppenburg,Polen,Veränderung gegenüber 2005 in Prozent,K03453,373.785166,373.785166240409
2021,Emsland,Polen,Veränderung gegenüber 2005 in Prozent,K03454,360.615385,360.615384615385
2021,Friesland,Polen,Veränderung gegenüber 2005 in Prozent,K03455,190.419162,190.419161676647
2021,Grafschaft Bentheim,Polen,Veränderung gegenüber 2005 in Prozent,K03456,771.95122,771.951219512195
2021,Leer,Polen,Veränderung gegenüber 2005 in Prozent,K03457,237.092732,237.092731829574
2021,Oldenburg,Polen,Veränderung gegenüber 2005 in Prozent,K03458,344.581281,344.581280788177
2021,Osnabrück,Polen,Veränderung gegenüber 2005 in Prozent,K03459,363.603276,363.603275705187
2021,Vechta,Polen,Veränderung gegenüber 2005 in Prozent,K03460,325.496689,325.496688741722
2021,Wesermarsch,Polen,Veränderung gegenüber 2005 in Prozent,K03461,193.539326,193.539325842697
2021,Wittmund,Polen,Veränderung gegenüber 2005 in Prozent,K03462,329.347826,329.347826086957
2021,Statistische Region Weser-Ems,Polen,Veränderung gegenüber 2005 in Prozent,K034,305.649967,305.649966894725
2021,Niedersachsen,Polen,Veränderung gegenüber 2005 in Prozent,K030,209.196927,209.196927158856
2022,"Braunschweig, Stadt",Polen,Veränderung gegenüber 2005 in Prozent,K03101,78.6817714,78.6817713697219
2022,"Salzgitter, Stadt",Polen,Veränderung gegenüber 2005 in Prozent,K03102,225.966851,225.966850828729
2022,"Wolfsburg, Stadt",Polen,Veränderung gegenüber 2005 in Prozent,K03103,124.832215,124.832214765101
2022,Gifhorn,Polen,Veränderung gegenüber 2005 in Prozent,K03151,107.456979,107.456978967495
2022,Goslar,Polen,Veränderung gegenüber 2005 in Prozent,K03153,125.581395,125.581395348837
2022,Helmstedt,Polen,Veränderung gegenüber 2005 in Prozent,K03154,161.075949,161.075949367089
2022,Northeim,Polen,Veränderung gegenüber 2005 in Prozent,K03155,181.25,181.25
2022,Peine,Polen,Veränderung gegenüber 2005 in Prozent,K03157,243.096234,243.096234309623
2022,Wolfenbüttel,Polen,Veränderung gegenüber 2005 in Prozent,K03158,150.0,150.0
2022,Göttingen,Polen,Veränderung gegenüber 2005 in Prozent,K03159,59.2517695,59.2517694641052
2022,Statistische Region Braunschweig,Polen,Veränderung gegenüber 2005 in Prozent,K031,122.8739,122.873900293255
2022,Region Hannover,Polen,Veränderung gegenüber 2005 in Prozent,K03241,125.630625,125.630624920776
2022,"dav. Hannover, Lhst.",Polen,Veränderung gegenüber 2005 in Prozent,K03241001,96.4437819,96.4437819420784
2022,"dav. Hannover, Umland",Polen,Veränderung gegenüber 2005 in Prozent,K03241999,168.556217,168.556216724084
2022,Diepholz,Polen,Veränderung gegenüber 2005 in Prozent,K03251,407.95756,407.957559681698
2022,Hameln-Pyrmont,Polen,Veränderung gegenüber 2005 in Prozent,K03252,109.507042,109.507042253521
2022,Hildesheim,Polen,Veränderung gegenüber 2005 in Prozent,K03254,132.890705,132.890704800817
2022,Holzminden,Polen,Veränderung gegenüber 2005 in Prozent,K03255,3.35195531,3.35195530726257
2022,Nienburg (Weser),Polen,Veränderung gegenüber 2005 in Prozent,K03256,262.033195,262.033195020747
2022,Schaumburg,Polen,Veränderung gegenüber 2005 in Prozent,K03257,227.21202,227.212020033389
2022,Statistische Region Hannover,Polen,Veränderung gegenüber 2005 in Prozent,K032,153.187773,153.187772925764
2022,Celle,Polen,Veränderung gegenüber 2005 in Prozent,K03351,334.679335,334.679334916865
2022,Cuxhaven,Polen,Veränderung gegenüber 2005 in Prozent,K03352,245.070423,245.070422535211
2022,Harburg,Polen,Veränderung gegenüber 2005 in Prozent,K03353,366.400911,366.400911161731
2022,Lüchow-Dannenberg,Polen,Veränderung gegenüber 2005 in Prozent,K03354,157.446809,157.446808510638
2022,Lüneburg,Polen,Veränderung gegenüber 2005 in Prozent,K03355,159.82906,159.82905982906
2022,Osterholz,Polen,Veränderung gegenüber 2005 in Prozent,K03356,177.56654,177.566539923954
2022,Rotenburg (Wümme),Polen,Veränderung gegenüber 2005 in Prozent,K03357,171.509168,171.509167842031
2022,Heidekreis,Polen,Veränderung gegenüber 2005 in Prozent,K03358,421.551724,421.551724137931
2022,Stade,Polen,Veränderung gegenüber 2005 in Prozent,K03359,440.656205,440.656205420827
2022,Uelzen,Polen,Veränderung gegenüber 2005 in Prozent,K03360,257.142857,257.142857142857
2022,Verden,Polen,Veränderung gegenüber 2005 in Prozent,K03361,226.233184,226.233183856502
2022,Statistische Region Lüneburg,Polen,Veränderung gegenüber 2005 in Prozent,K033,285.189967,285.189966801918
2022,"Delmenhorst, Stadt",Polen,Veränderung gegenüber 2005 in Prozent,K03401,213.627255,213.627254509018
2022,"Emden, Stadt",Polen,Veränderung gegenüber 2005 in Prozent,K03402,233.333333,233.333333333333
2022,"Oldenburg (Oldb), Stadt",Polen,Veränderung gegenüber 2005 in Prozent,K03403,69.9300699,69.9300699300699
2022,"Osnabrück, Stadt",Polen,Veränderung gegenüber 2005 in Prozent,K03404,160.904685,160.904684975767
2022,"Wilhelmshaven, Stadt",Polen,Veränderung gegenüber 2005 in Prozent,K03405,192.056075,192.056074766355
2022,Ammerland,Polen,Veränderung gegenüber 2005 in Prozent,K03451,523.616236,523.616236162362
2022,Aurich,Polen,Veränderung gegenüber 2005 in Prozent,K03452,361.783439,361.783439490446
2022,Cloppenburg,Polen,Veränderung gegenüber 2005 in Prozent,K03453,348.849105,348.849104859335
2022,Emsland,Polen,Veränderung gegenüber 2005 in Prozent,K03454,379.076923,379.076923076923
2022,Friesland,Polen,Veränderung gegenüber 2005 in Prozent,K03455,166.467066,166.467065868263
2022,Grafschaft Bentheim,Polen,Veränderung gegenüber 2005 in Prozent,K03456,807.012195,807.012195121951
2022,Leer,Polen,Veränderung gegenüber 2005 in Prozent,K03457,224.561404,224.561403508772
2022,Oldenburg,Polen,Veränderung gegenüber 2005 in Prozent,K03458,345.812808,345.812807881773
2022,Osnabrück,Polen,Veränderung gegenüber 2005 in Prozent,K03459,364.968153,364.968152866242
2022,Vechta,Polen,Veränderung gegenüber 2005 in Prozent,K03460,322.737307,322.737306843267
2022,Wesermarsch,Polen,Veränderung gegenüber 2005 in Prozent,K03461,199.157303,199.157303370787
2022,Wittmund,Polen,Veränderung gegenüber 2005 in Prozent,K03462,372.826087,372.826086956522
2022,Statistische Region Weser-Ems,Polen,Veränderung gegenüber 2005 in Prozent,K034,311.884794,311.884793643787
2022,Niedersachsen,Polen,Veränderung gegenüber 2005 in Prozent,K030,213.56246,213.562459506988
2023,"Braunschweig, Stadt",Polen,Veränderung gegenüber 2005 in Prozent,K03101,69.9279094,69.9279093717817
2023,"Salzgitter, Stadt",Polen,Veränderung gegenüber 2005 in Prozent,K03102,228.729282,228.729281767956
2023,"Wolfsburg, Stadt",Polen,Veränderung gegenüber 2005 in Prozent,K03103,123.154362,123.154362416107
2023,Gifhorn,Polen,Veränderung gegenüber 2005 in Prozent,K03151,132.313576,132.313575525813
2023,Goslar,Polen,Veränderung gegenüber 2005 in Prozent,K03153,126.744186,126.744186046512
2023,Helmstedt,Polen,Veränderung gegenüber 2005 in Prozent,K03154,178.481013,178.481012658228
2023,Northeim,Polen,Veränderung gegenüber 2005 in Prozent,K03155,188.690476,188.690476190476
2023,Peine,Polen,Veränderung gegenüber 2005 in Prozent,K03157,269.246862,269.246861924686
2023,Wolfenbüttel,Polen,Veränderung gegenüber 2005 in Prozent,K03158,160.736196,160.736196319018
2023,Göttingen,Polen,Veränderung gegenüber 2005 in Prozent,K03159,63.80182,63.8018200202224
2023,Statistische Region Braunschweig,Polen,Veränderung gegenüber 2005 in Prozent,K031,126.655348,126.655348047538
2023,Region Hannover,Polen,Veränderung gegenüber 2005 in Prozent,K03241,125.567246,125.567245531753
2023,"dav. Hannover, Lhst.",Polen,Veränderung gegenüber 2005 in Prozent,K03241001,93.6754685,93.675468483816
2023,"dav. Hannover, Umland",Polen,Veränderung gegenüber 2005 in Prozent,K03241999,172.47103,172.471030378954
2023,Diepholz,Polen,Veränderung gegenüber 2005 in Prozent,K03251,415.915119,415.915119363395
2023,Hameln-Pyrmont,Polen,Veränderung gegenüber 2005 in Prozent,K03252,110.387324,110.387323943662
2023,Hildesheim,Polen,Veränderung gegenüber 2005 in Prozent,K03254,137.997957,137.997957099081
2023,Holzminden,Polen,Veränderung gegenüber 2005 in Prozent,K03255,8.93854749,8.93854748603352
2023,Nienburg (Weser),Polen,Veränderung gegenüber 2005 in Prozent,K03256,272.406639,272.406639004149
2023,Schaumburg,Polen,Veränderung gegenüber 2005 in Prozent,K03257,232.220367,232.220367278798
2023,Statistische Region Hannover,Polen,Veränderung gegenüber 2005 in Prozent,K032,154.934498,154.934497816594
2023,Celle,Polen,Veränderung gegenüber 2005 in Prozent,K03351,353.68171,353.681710213777
2023,Cuxhaven,Polen,Veränderung gegenüber 2005 in Prozent,K03352,259.15493,259.154929577465
2023,Harburg,Polen,Veränderung gegenüber 2005 in Prozent,K03353,364.123007,364.123006833713
2023,Lüchow-Dannenberg,Polen,Veränderung gegenüber 2005 in Prozent,K03354,155.319149,155.31914893617
2023,Lüneburg,Polen,Veränderung gegenüber 2005 in Prozent,K03355,145.299145,145.299145299145
2023,Osterholz,Polen,Veränderung gegenüber 2005 in Prozent,K03356,177.56654,177.566539923954
2023,Rotenburg (Wümme),Polen,Veränderung gegenüber 2005 in Prozent,K03357,182.087447,182.087447108604
2023,Heidekreis,Polen,Veränderung gegenüber 2005 in Prozent,K03358,440.948276,440.948275862069
2023,Stade,Polen,Veränderung gegenüber 2005 in Prozent,K03359,448.50214,448.502139800285
2023,Uelzen,Polen,Veränderung gegenüber 2005 in Prozent,K03360,257.142857,257.142857142857
2023,Verden,Polen,Veränderung gegenüber 2005 in Prozent,K03361,235.201794,235.201793721973
2023,Statistische Region Lüneburg,Polen,Veränderung gegenüber 2005 in Prozent,K033,290.630764,290.630763555883
2023,"Delmenhorst, Stadt",Polen,Veränderung gegenüber 2005 in Prozent,K03401,230.661323,230.661322645291
2023,"Emden, Stadt",Polen,Veränderung gegenüber 2005 in Prozent,K03402,250.0,250.0
2023,"Oldenburg (Oldb), Stadt",Polen,Veränderung gegenüber 2005 in Prozent,K03403,65.7342657,65.7342657342657
2023,"Osnabrück, Stadt",Polen,Veränderung gegenüber 2005 in Prozent,K03404,165.751212,165.751211631664
2023,"Wilhelmshaven, Stadt",Polen,Veränderung gegenüber 2005 in Prozent,K03405,206.074766,206.07476635514
2023,Ammerland,Polen,Veränderung gegenüber 2005 in Prozent,K03451,481.180812,481.180811808118
2023,Aurich,Polen,Veränderung gegenüber 2005 in Prozent,K03452,382.484076,382.484076433121
2023,Cloppenburg,Polen,Veränderung gegenüber 2005 in Prozent,K03453,374.424552,374.424552429668
2023,Emsland,Polen,Veränderung gegenüber 2005 in Prozent,K03454,375.692308,375.692307692308
2023,Friesland,Polen,Veränderung gegenüber 2005 in Prozent,K03455,175.449102,175.449101796407
2023,Grafschaft Bentheim,Polen,Veränderung gegenüber 2005 in Prozent,K03456,855.792683,855.792682926829
2023,Leer,Polen,Veränderung gegenüber 2005 in Prozent,K03457,220.802005,220.802005012531
2023,Oldenburg,Polen,Veränderung gegenüber 2005 in Prozent,K03458,338.423645,338.423645320197
2023,Osnabrück,Polen,Veränderung gegenüber 2005 in Prozent,K03459,362.238399,362.238398544131
2023,Vechta,Polen,Veränderung gegenüber 2005 in Prozent,K03460,320.529801,320.529801324503
2023,Wesermarsch,Polen,Veränderung gegenüber 2005 in Prozent,K03461,223.033708,223.033707865169
2023,Wittmund,Polen,Veränderung gegenüber 2005 in Prozent,K03462,334.782609,334.782608695652
2023,Statistische Region Weser-Ems,Polen,Veränderung gegenüber 2005 in Prozent,K034,316.078128,316.078128448466
2023,Niedersachsen,Polen,Veränderung gegenüber 2005 in Prozent,K030,217.033289,217.033289112393
2024,"Braunschweig, Stadt",Polen,Veränderung gegenüber 2005 in Prozent,K03101,67.0957775,67.0957775489186
2024,"Salzgitter, Stadt",Polen,Veränderung gegenüber 2005 in Prozent,K03102,211.233886,211.233885819521
2024,"Wolfsburg, Stadt",Polen,Veränderung gegenüber 2005 in Prozent,K03103,101.342282,101.342281879195
2024,Gifhorn,Polen,Veränderung gegenüber 2005 in Prozent,K03151,126.577438,126.577437858509
2024,Goslar,Polen,Veränderung gegenüber 2005 in Prozent,K03153,117.44186,117.441860465116
2024,Helmstedt,Polen,Veränderung gegenüber 2005 in Prozent,K03154,173.734177,173.73417721519
2024,Northeim,Polen,Veränderung gegenüber 2005 in Prozent,K03155,206.547619,206.547619047619
2024,Peine,Polen,Veränderung gegenüber 2005 in Prozent,K03157,270.292887,270.292887029289
2024,Wolfenbüttel,Polen,Veränderung gegenüber 2005 in Prozent,K03158,151.533742,151.533742331288
2024,Göttingen,Polen,Veränderung gegenüber 2005 in Prozent,K03159,63.2962588,63.2962588473205
2024,Statistische Region Braunschweig,Polen,Veränderung gegenüber 2005 in Prozent,K031,121.561969,121.561969439728
2024,Region Hannover,Polen,Veränderung gegenüber 2005 in Prozent,K03241,123.792623,123.792622639118
2024,"dav. Hannover, Lhst.",Polen,Veränderung gegenüber 2005 in Prozent,K03241001,95.379046,95.3790459965929
2024,"dav. Hannover, Umland",Polen,Veränderung gegenüber 2005 in Prozent,K03241999,165.580958,165.580958346383
2024,Diepholz,Polen,Veränderung gegenüber 2005 in Prozent,K03251,415.251989,415.25198938992
2024,Hameln-Pyrmont,Polen,Veränderung gegenüber 2005 in Prozent,K03252,113.028169,113.028169014085
2024,Hildesheim,Polen,Veränderung gegenüber 2005 in Prozent,K03254,124.719101,124.719101123596
2024,Holzminden,Polen,Veränderung gegenüber 2005 in Prozent,K03255,28.4916201,28.4916201117318
2024,Nienburg (Weser),Polen,Veränderung gegenüber 2005 in Prozent,K03256,253.73444,253.734439834025
2024,Schaumburg,Polen,Veränderung gegenüber 2005 in Prozent,K03257,223.873122,223.873121869783
2024,Statistische Region Hannover,Polen,Veränderung gegenüber 2005 in Prozent,K032,151.746725,151.74672489083
2024,Celle,Polen,Veränderung gegenüber 2005 in Prozent,K03351,351.306413,351.306413301663
2024,Cuxhaven,Polen,Veränderung gegenüber 2005 in Prozent,K03352,249.765258,249.765258215962
2024,Harburg,Polen,Veränderung gegenüber 2005 in Prozent,K03353,343.052392,343.052391799544
2024,Lüchow-Dannenberg,Polen,Veränderung gegenüber 2005 in Prozent,K03354,165.957447,165.957446808511
2024,Lüneburg,Polen,Veränderung gegenüber 2005 in Prozent,K03355,129.91453,129.91452991453
2024,Osterholz,Polen,Veränderung gegenüber 2005 in Prozent,K03356,156.653992,156.653992395437
2024,Rotenburg (Wümme),Polen,Veränderung gegenüber 2005 in Prozent,K03357,183.497884,183.497884344147
2024,Heidekreis,Polen,Veränderung gegenüber 2005 in Prozent,K03358,436.637931,436.637931034483
2024,Stade,Polen,Veränderung gegenüber 2005 in Prozent,K03359,439.229672,439.22967189729
2024,Uelzen,Polen,Veränderung gegenüber 2005 in Prozent,K03360,233.333333,233.333333333333
2024,Verden,Polen,Veränderung gegenüber 2005 in Prozent,K03361,218.38565,218.385650224215
2024,Statistische Region Lüneburg,Polen,Veränderung gegenüber 2005 in Prozent,K033,279.933604,279.933603836223
2024,"Delmenhorst, Stadt",Polen,Veränderung gegenüber 2005 in Prozent,K03401,192.58517,192.585170340681
2024,"Emden, Stadt",Polen,Veränderung gegenüber 2005 in Prozent,K03402,222.222222,222.222222222222
2024,"Oldenburg (Oldb), Stadt",Polen,Veränderung gegenüber 2005 in Prozent,K03403,58.7412587,58.7412587412587
2024,"Osnabrück, Stadt",Polen,Veränderung gegenüber 2005 in Prozent,K03404,160.096931,160.096930533118
2024,"Wilhelmshaven, Stadt",Polen,Veränderung gegenüber 2005 in Prozent,K03405,192.056075,192.056074766355
