Year,Gebietseinheit,GeoCode,Value
2019,Northeim,K03155,6.9
2019,Peine,K03157,8.4
2019,Wolfenbüttel,K03158,6.4
2019,Göttingen,K03159,9.8
2019,Statistische Region Braunschweig,K031,10.3
2019,Hannover Region,K03241,16.0
2019,Hannover Landeshauptstadt,K03241001,21.1
2019,Diepholz,K03251,8.5
2019,Hameln-Pyrmont,K03252,11.3
2019,Hildesheim,K03254,9.0
2019,Holzminden,K03255,6.0
2019,Nienburg (Weser),K03256,8.5
2019,Schaumburg,K03257,9.0
2019,Statistische Region Hannover,K032,12.7
2019,Celle,K03351,8.0
2019,Cuxhaven,K03352,6.7
2019,Harburg,K03353,8.3
2019,Lüchow-Dannenberg,K03354,5.7
2019,Lüneburg,K03355,7.1
2019,Osterholz,K03356,5.8
2019,Rotenburg (Wümme),K03357,7.0
2019,Heidekreis,K03358,8.9
2019,Stade,K03359,9.4
2019,Uelzen,K03360,6.2
2019,Verden,K03361,8.1
2019,Statistische Region Lüneburg,K033,7.6
2019,Delmenhorst.Stadt,K03401,17.0
2019,Emden Stadt,K03402,11.3
2019,Oldenburg (Oldb) Stadt,K03403,10.8
2019,Osnabrück Stadt,K03404,15.3
2019,Wilhelmshaven Stadt,K03405,11.5
2019,Ammerland,K03451,6.8
2019,Aurich,K03452,6.0
2019,Cloppenburg,K03453,11.0
2019,Emsland,K03454,12.3
2019,Friesland,K03455,4.9
2019,Grafschaft Bentheim,K03456,16.0
2019,Leer,K03457,8.6
2019,Oldenburg,K03458,9.5
2019,Osnabrück,K03459,9.3
2019,Vechta,K03460,14.5
2019,Wesermarsch,K03461,8.7
2019,Wittmund,K03462,4.8
2019,Statistische Region Weser-Ems,K034,10.6
2019,Niedersachsen,K030,10.5
