Year,Series,Land der Staatsangehörigkeit,Geschlecht,Units,GeoCode,Value
2020,Alle Länder,Kasachstan,ingesamt,Anzahl,W444,4750.0
2020,Alle Länder,Frankreich,ingesamt,Anzahl,W129,4755.0
2020,Alle Länder,Vietnam,weiblich,Anzahl,W432,4815.0
2020,Alle Länder,China,männlich,Anzahl,W479,5055.0
2020,Alle Länder,Vereinigte Staaten,ingesamt,Anzahl,W368,5100.0
2020,Alle Länder,China,weiblich,Anzahl,W479,5115.0
2020,Alle Länder,Kroatien,weiblich,Anzahl,W130,5230.0
2020,Alle Länder,Ungeklärt ,männlich,Anzahl,W998,5290.0
2020,Alle Länder,Übriges Afrika,ingesamt,Anzahl,W299,5430.0
2020,Alle Länder,Ungarn,männlich,Anzahl,W165,5545.0
2020,Alle Länder,Spanien,weiblich,Anzahl,W161,5615.0
2020,Alle Länder,Lettland,ingesamt,Anzahl,W139,5820.0
2020,Alle Länder,Vereinigtes Königreich und Nordirland,ingesamt,Anzahl,W168,6180.0
2020,Alle Länder,"Iran, Islam. Republik",männlich,Anzahl,W439,6180.0
2020,Alle Länder,Spanien,männlich,Anzahl,W161,6240.0
2020,Alle Länder,Mazedonien,ingesamt,Anzahl,W144,6515.0
2020,Alle Länder,Libanon,ingesamt,Anzahl,W451,6630.0
2020,Alle Länder,Kroatien,männlich,Anzahl,W130,6685.0
2020,Alle Länder,Österreich,ingesamt,Anzahl,W151,6690.0
2020,Alle Länder,Albanien,ingesamt,Anzahl,W121,6855.0
2020,Alle Länder,Ukraine,weiblich,Anzahl,W166,7260.0
2020,Ukraine,,weiblich,Anzahl,,7260.0
2020,Alle Länder,Indien,ingesamt,Anzahl,W436,7360.0
2020,Alle Länder,Litauen,ingesamt,Anzahl,W142,7810.0
2020,Alle Länder,Amerika insgesamt,männlich,Anzahl,0,7850.0
2020,Alle Länder,Afghanistan,weiblich,Anzahl,W423,8085.0
2020,Alle Länder,Griechenland,weiblich,Anzahl,W134,8115.0
2020,Alle Länder,Russische Föderation,männlich,Anzahl,W160,8160.0
2020,Alle Länder,Kosovo,weiblich,Anzahl,W150,8180.0
2020,Alle Länder,Bosnien-Herzegowina,ingesamt,Anzahl,W122,8200.0
2020,Alle Länder,Portugal,ingesamt,Anzahl,W153,8700.0
2020,Alle Länder,Kosovo,männlich,Anzahl,W150,8710.0
2020,Alle Länder,Vietnam,ingesamt,Anzahl,W432,8785.0
2020,Alle Länder,Ungeklärt ,ingesamt,Anzahl,W998,9090.0
2020,Alle Länder,Ungarn,ingesamt,Anzahl,W165,9380.0
2020,Alle Länder,Amerika insgesamt,weiblich,Anzahl,0,9405.0
2020,Alle Länder,Serbien (ohne Kosovo) ab 2008,weiblich,Anzahl,W170,9505.0
2020,Alle Länder,Serbien (ohne Kosovo) ab 2008,männlich,Anzahl,W170,9795.0
2020,Alle Länder,China,ingesamt,Anzahl,W479,10165.0
2020,Alle Länder,Griechenland,männlich,Anzahl,W134,10580.0
2020,Alle Länder,"Iran, Islam. Republik",ingesamt,Anzahl,W439,10790.0
2020,Alle Länder,Ukraine,ingesamt,Anzahl,W166,11410.0
2020,Ukraine,,insgesamt,Anzahl,,11410.0
2020,Alle Länder,Italien,weiblich,Anzahl,W137,11460.0
2020,Alle Länder,Spanien,ingesamt,Anzahl,W161,11855.0
2020,Alle Länder,Kroatien,ingesamt,Anzahl,W130,11915.0
2020,Alle Länder,Niederlande,weiblich,Anzahl,W148,12895.0
2020,Alle Länder,Afghanistan,männlich,Anzahl,W423,13745.0
2020,Alle Länder,Russische Föderation,weiblich,Anzahl,W160,14170.0
2020,Alle Länder,Bulgarien,weiblich,Anzahl,W125,14190.0
2020,Alle Länder,Afrika insgesamt,weiblich,Anzahl,0,15875.0
2020,Alle Länder,Niederlande,männlich,Anzahl,W148,16825.0
2020,Alle Länder,Kosovo,ingesamt,Anzahl,W150,16890.0
2020,Alle Länder,Bulgarien,männlich,Anzahl,W125,16965.0
2020,Alle Länder,Amerika insgesamt,ingesamt,Anzahl,0,17255.0
2020,Alle Länder,Italien,männlich,Anzahl,W137,17490.0
2020,Alle Länder,Griechenland,ingesamt,Anzahl,W134,18695.0
2020,Alle Länder,Irak,weiblich,Anzahl,W438,19275.0
2020,Alle Länder,Serbien (ohne Kosovo) ab 2008,ingesamt,Anzahl,W170,19300.0
2020,Alle Länder,Afghanistan,ingesamt,Anzahl,W423,21830.0
2020,Alle Länder,Russische Föderation,ingesamt,Anzahl,W160,22335.0
2020,Alle Länder,Irak,männlich,Anzahl,W438,23585.0
2020,Alle Länder,Rumänien,weiblich,Anzahl,W154,25875.0
2020,Alle Länder,Afrika insgesamt,männlich,Anzahl,0,27260.0
2020,Alle Länder,Italien,ingesamt,Anzahl,W137,28950.0
2020,Alle Länder,Niederlande,ingesamt,Anzahl,W148,29725.0
2020,Alle Länder,Bulgarien,ingesamt,Anzahl,W125,31155.0
2020,Alle Länder,"Syrien, Arabische Republik",weiblich,Anzahl,W475,38060.0
2020,Alle Länder,Rumänien,männlich,Anzahl,W154,38800.0
2020,Alle Länder,Irak,ingesamt,Anzahl,W438,42860.0
2020,Alle Länder,Türkei,weiblich,Anzahl,W163,42900.0
2020,Alle Länder,Afrika insgesamt,ingesamt,Anzahl,0,43135.0
2020,Alle Länder,Polen,weiblich,Anzahl,W152,44855.0
2020,Alle Länder,Türkei,männlich,Anzahl,W163,45185.0
2020,Alle Länder,"Syrien, Arabische Republik",männlich,Anzahl,W475,49620.0
2020,Alle Länder,Polen,männlich,Anzahl,W152,53500.0
2020,Alle Länder,Rumänien,ingesamt,Anzahl,W154,64675.0
2020,Top 8 Asylherkunftsländer,,weiblich,Anzahl,,75150.0
2020,Alle Länder,"Syrien, Arabische Republik",ingesamt,Anzahl,W475,87680.0
2020,Alle Länder,Türkei,ingesamt,Anzahl,W163,88085.0
2020,Alle Länder,Polen,ingesamt,Anzahl,W152,98355.0
2020,Top 8 Asylherkunftsländer,,männlich,Anzahl,,102380.0
2020,Alle Länder,Asien insgesamt,weiblich,Anzahl,0,105420.0
2020,Alle Länder,Asien insgesamt,männlich,Anzahl,0,126140.0
2020,Top 8 Asylherkunftsländer,,insgesamt,Anzahl,,177530.0
2020,Alle Länder,Asien insgesamt,ingesamt,Anzahl,0,231560.0
2020,Alle Länder,Europa insgesamt,weiblich,Anzahl,0,257355.0
2020,Alle Länder,Europa insgesamt,männlich,Anzahl,0,294975.0
2020,Alle Länder,Ausländer:innen insgesamt,weiblich,Anzahl,W9999,393815.0
2020,Alle Länder,Ausländer:innen insgesamt,männlich,Anzahl,W9999,464080.0
2020,Alle Länder,Europa insgesamt,ingesamt,Anzahl,0,552325.0
2020,Alle Länder,Ausländer:innen insgesamt,ingesamt,Anzahl,W9999,857895.0
2019,Alle Länder,Andorra,ingesamt,Anzahl,W123,
2019,Alle Länder,Liechtenstein,ingesamt,Anzahl,W141,
2019,Alle Länder,San Marino,ingesamt,Anzahl,W156,
2019,Alle Länder,Vatikanstadt,ingesamt,Anzahl,W167,
2019,Alle Länder,Britisch abhängige Gebiete in Europa,ingesamt,Anzahl,W195,
2019,Alle Länder,Lesotho,ingesamt,Anzahl,W226,
2019,Alle Länder,Botsuana,ingesamt,Anzahl,W227,
2019,Alle Länder,Dschibuti,ingesamt,Anzahl,W230,
2019,Alle Länder,Simbabwe,ingesamt,Anzahl,W233,
2019,Alle Länder,Gabun,ingesamt,Anzahl,W236,
2019,Alle Länder,Mauretanien,ingesamt,Anzahl,W239,
2019,Alle Länder,Kap Verde,ingesamt,Anzahl,W242,
2019,Alle Länder,Komoren,ingesamt,Anzahl,W244,
2019,Alle Länder,Kongo,ingesamt,Anzahl,W245,
2019,Alle Länder,Libysch-Arabische Dschamahirija,ingesamt,Anzahl,W248,
2019,Alle Länder,Madagaskar,ingesamt,Anzahl,W249,
2019,Alle Länder,Mali,ingesamt,Anzahl,W251,
2019,Alle Länder,Mauritius,ingesamt,Anzahl,W253,
2019,Alle Länder,Mosambik,ingesamt,Anzahl,W254,
2019,Alle Länder,Niger,ingesamt,Anzahl,W255,
2019,Alle Länder,Malawi,ingesamt,Anzahl,W256,
2019,Alle Länder,Sambia,ingesamt,Anzahl,W257,
2019,Alle Länder,Guinea-Bissau,ingesamt,Anzahl,W259,
2019,Alle Länder,Guinea,ingesamt,Anzahl,W261,
2019,Alle Länder,Ruanda,ingesamt,Anzahl,W265,
2019,Alle Länder,Namibia,ingesamt,Anzahl,W267,
2019,Alle Länder,Sao Tome und Principe,ingesamt,Anzahl,W268,
2019,Alle Länder,Seychellen,ingesamt,Anzahl,W271,
2019,Alle Länder,Äquatorialguinea,ingesamt,Anzahl,W274,
2019,Alle Länder,Swasiland,ingesamt,Anzahl,W281,
2019,Alle Länder,"Tansania, Vereinigte Republik",ingesamt,Anzahl,W282,
2019,Alle Länder,Tschad,ingesamt,Anzahl,W284,
2019,Alle Länder,Uganda,ingesamt,Anzahl,W286,
2019,Alle Länder,Zentralafrikanische Republik,ingesamt,Anzahl,W289,
2019,Alle Länder,Burundi,ingesamt,Anzahl,W291,
2019,Alle Länder,Antigua und Barbuda,ingesamt,Anzahl,W320,
2019,Alle Länder,Barbados,ingesamt,Anzahl,W322,
2019,Alle Länder,Bahamas,ingesamt,Anzahl,W324,
2019,Alle Länder,Guyana,ingesamt,Anzahl,W328,
2019,Alle Länder,Belize,ingesamt,Anzahl,W330,
2019,Alle Länder,Dominica,ingesamt,Anzahl,W333,
2019,Alle Länder,Costa Rica,ingesamt,Anzahl,W334,
2019,Alle Länder,Ecuador,ingesamt,Anzahl,W336,
2019,Alle Länder,El Salvador,ingesamt,Anzahl,W337,
2019,Alle Länder,Grenada,ingesamt,Anzahl,W340,
2019,Alle Länder,Guatemala,ingesamt,Anzahl,W345,
2019,Alle Länder,Haiti,ingesamt,Anzahl,W346,
2019,Alle Länder,Honduras,ingesamt,Anzahl,W347,
2019,Alle Länder,Nicaragua,ingesamt,Anzahl,W354,
2019,Alle Länder,Jamaika,ingesamt,Anzahl,W355,
2019,Alle Länder,Panama,ingesamt,Anzahl,W357,
2019,Alle Länder,Paraguay,ingesamt,Anzahl,W359,
2019,Alle Länder,Suriname,ingesamt,Anzahl,W364,
2019,Alle Länder,Uruguay,ingesamt,Anzahl,W365,
2019,Alle Länder,St. Lucia,ingesamt,Anzahl,W366,
2019,Alle Länder,St. Vincent und die Grenadinen,ingesamt,Anzahl,W369,
2019,Alle Länder,St. Kitts und Nevis,ingesamt,Anzahl,W370,
2019,Alle Länder,Trinidad und Tobago,ingesamt,Anzahl,W371,
2019,Alle Länder,Hongkong,ingesamt,Anzahl,W411,
2019,Alle Länder,Jemen,ingesamt,Anzahl,W421,
2019,Alle Länder,Bahrain,ingesamt,Anzahl,W424,
2019,Alle Länder,Bhutan,ingesamt,Anzahl,W426,
2019,Alle Länder,Myanmar,ingesamt,Anzahl,W427,
2019,Alle Länder,Brunei Darussalam,ingesamt,Anzahl,W429,
2019,Alle Länder,"Korea, Demokratische Volksrepublik",ingesamt,Anzahl,W434,
2019,Alle Länder,"Jemen, Demokratische Volksrepublik",ingesamt,Anzahl,W443,
2019,Alle Länder,Kambodscha,ingesamt,Anzahl,W446,
2019,Alle Länder,Katar,ingesamt,Anzahl,W447,
2019,Alle Länder,Kuwait,ingesamt,Anzahl,W448,
2019,Alle Länder,"Laos, Dem. Volksrepublik",ingesamt,Anzahl,W449,
2019,Alle Länder,Kirgisistan,ingesamt,Anzahl,W450,
2019,Alle Länder,Malediven,ingesamt,Anzahl,W454,
2019,Alle Länder,Oman,ingesamt,Anzahl,W456,
2019,Alle Länder,Mongolei,ingesamt,Anzahl,W457,
2019,Alle Länder,Vereinigte Arabische Emirate,ingesamt,Anzahl,W469,
2019,Alle Länder,Tadschikistan,ingesamt,Anzahl,W470,
2019,Alle Länder,Turkmenistan,ingesamt,Anzahl,W471,
2019,Alle Länder,Saudi-Arabien,ingesamt,Anzahl,W472,
2019,Alle Länder,Singapur,ingesamt,Anzahl,W474,
2019,Alle Länder,Usbekistan,ingesamt,Anzahl,W477,
2019,Alle Länder,Australien,ingesamt,Anzahl,W523,
2019,Alle Länder,Salomonen,ingesamt,Anzahl,W524,
2019,Alle Länder,Nördliche Marianen,ingesamt,Anzahl,W525,
2019,Alle Länder,Fidschi,ingesamt,Anzahl,W526,
2019,Alle Länder,Cookinseln,ingesamt,Anzahl,W527,
2019,Alle Länder,Kiribati,ingesamt,Anzahl,W530,
2019,Alle Länder,Nauru,ingesamt,Anzahl,W531,
2019,Alle Länder,Vanuatu,ingesamt,Anzahl,W532,
2019,Alle Länder,Niue,ingesamt,Anzahl,W533,
2019,Alle Länder,Neuseeland,ingesamt,Anzahl,W536,
2019,Alle Länder,Palau,ingesamt,Anzahl,W537,
2019,Alle Länder,Papua-Neuguinea,ingesamt,Anzahl,W538,
2019,Alle Länder,Tuvalu,ingesamt,Anzahl,W540,
2019,Alle Länder,Tonga,ingesamt,Anzahl,W541,
2019,Alle Länder,Samoa,ingesamt,Anzahl,W543,
2019,Alle Länder,Marshallinseln,ingesamt,Anzahl,W544,
2019,Alle Länder,Föderierte Staaten von Mikronesien,ingesamt,Anzahl,W545,
2019,Alle Länder,Übriges Ozeanien,ingesamt,Anzahl,W599,
2019,Alle Länder,Unbekanntes Ausland,ingesamt,Anzahl,W996,
2019,Alle Länder,Ohne Angabe,ingesamt,Anzahl,W999,
2019,Alle Länder,Andorra,männlich,Anzahl,W123,
2019,Alle Länder,Liechtenstein,männlich,Anzahl,W141,
2019,Alle Länder,Monaco,männlich,Anzahl,W147,
2019,Alle Länder,San Marino,männlich,Anzahl,W156,
2019,Alle Länder,Vatikanstadt,männlich,Anzahl,W167,
2019,Alle Länder,Britisch abhängige Gebiete in Europa,männlich,Anzahl,W195,
2019,Alle Länder,Lesotho,männlich,Anzahl,W226,
2019,Alle Länder,Botsuana,männlich,Anzahl,W227,
2019,Alle Länder,Dschibuti,männlich,Anzahl,W230,
2019,Alle Länder,Simbabwe,männlich,Anzahl,W233,
2019,Alle Länder,Gabun,männlich,Anzahl,W236,
2019,Alle Länder,Mauretanien,männlich,Anzahl,W239,
2019,Alle Länder,Kap Verde,männlich,Anzahl,W242,
2019,Alle Länder,Komoren,männlich,Anzahl,W244,
2019,Alle Länder,Kongo,männlich,Anzahl,W245,
2019,Alle Länder,Libysch-Arabische Dschamahirija,männlich,Anzahl,W248,
2019,Alle Länder,Madagaskar,männlich,Anzahl,W249,
2019,Alle Länder,Mali,männlich,Anzahl,W251,
2019,Alle Länder,Mauritius,männlich,Anzahl,W253,
2019,Alle Länder,Mosambik,männlich,Anzahl,W254,
2019,Alle Länder,Niger,männlich,Anzahl,W255,
2019,Alle Länder,Malawi,männlich,Anzahl,W256,
2019,Alle Länder,Sambia,männlich,Anzahl,W257,
2019,Alle Länder,Guinea-Bissau,männlich,Anzahl,W259,
2019,Alle Länder,Guinea,männlich,Anzahl,W261,
2019,Alle Länder,Ruanda,männlich,Anzahl,W265,
2019,Alle Länder,Namibia,männlich,Anzahl,W267,
2019,Alle Länder,Sao Tome und Principe,männlich,Anzahl,W268,
2019,Alle Länder,Seychellen,männlich,Anzahl,W271,
2019,Alle Länder,Äquatorialguinea,männlich,Anzahl,W274,
2019,Alle Länder,Swasiland,männlich,Anzahl,W281,
2019,Alle Länder,"Tansania, Vereinigte Republik",männlich,Anzahl,W282,
2019,Alle Länder,Tschad,männlich,Anzahl,W284,
2019,Alle Länder,Uganda,männlich,Anzahl,W286,
2019,Alle Länder,Zentralafrikanische Republik,männlich,Anzahl,W289,
2019,Alle Länder,Burundi,männlich,Anzahl,W291,
2019,Alle Länder,Antigua und Barbuda,männlich,Anzahl,W320,
2019,Alle Länder,Barbados,männlich,Anzahl,W322,
2019,Alle Länder,Bahamas,männlich,Anzahl,W324,
2019,Alle Länder,Guyana,männlich,Anzahl,W328,
2019,Alle Länder,Belize,männlich,Anzahl,W330,
2019,Alle Länder,Dominica,männlich,Anzahl,W333,
2019,Alle Länder,Costa Rica,männlich,Anzahl,W334,
2019,Alle Länder,Ecuador,männlich,Anzahl,W336,
2019,Alle Länder,El Salvador,männlich,Anzahl,W337,
2019,Alle Länder,Grenada,männlich,Anzahl,W340,
2019,Alle Länder,Guatemala,männlich,Anzahl,W345,
2019,Alle Länder,Haiti,männlich,Anzahl,W346,
2019,Alle Länder,Honduras,männlich,Anzahl,W347,
2019,Alle Länder,Nicaragua,männlich,Anzahl,W354,
2019,Alle Länder,Jamaika,männlich,Anzahl,W355,
2019,Alle Länder,Panama,männlich,Anzahl,W357,
2019,Alle Länder,Paraguay,männlich,Anzahl,W359,
2019,Alle Länder,Suriname,männlich,Anzahl,W364,
2019,Alle Länder,Uruguay,männlich,Anzahl,W365,
2019,Alle Länder,St. Lucia,männlich,Anzahl,W366,
2019,Alle Länder,St. Vincent und die Grenadinen,männlich,Anzahl,W369,
2019,Alle Länder,St. Kitts und Nevis,männlich,Anzahl,W370,
2019,Alle Länder,Trinidad und Tobago,männlich,Anzahl,W371,
2019,Alle Länder,Hongkong,männlich,Anzahl,W411,
2019,Alle Länder,Jemen,männlich,Anzahl,W421,
2019,Alle Länder,Bahrain,männlich,Anzahl,W424,
2019,Alle Länder,Bhutan,männlich,Anzahl,W426,
2019,Alle Länder,Myanmar,männlich,Anzahl,W427,
2019,Alle Länder,Brunei Darussalam,männlich,Anzahl,W429,
2019,Alle Länder,"Korea, Demokratische Volksrepublik",männlich,Anzahl,W434,
2019,Alle Länder,"Jemen, Demokratische Volksrepublik",männlich,Anzahl,W443,
2019,Alle Länder,Kambodscha,männlich,Anzahl,W446,
2019,Alle Länder,Katar,männlich,Anzahl,W447,
2019,Alle Länder,Kuwait,männlich,Anzahl,W448,
2019,Alle Länder,"Laos, Dem. Volksrepublik",männlich,Anzahl,W449,
2019,Alle Länder,Kirgisistan,männlich,Anzahl,W450,
2019,Alle Länder,Malediven,männlich,Anzahl,W454,
2019,Alle Länder,Oman,männlich,Anzahl,W456,
2019,Alle Länder,Mongolei,männlich,Anzahl,W457,
2019,Alle Länder,Vereinigte Arabische Emirate,männlich,Anzahl,W469,
2019,Alle Länder,Tadschikistan,männlich,Anzahl,W470,
2019,Alle Länder,Turkmenistan,männlich,Anzahl,W471,
2019,Alle Länder,Saudi-Arabien,männlich,Anzahl,W472,
2019,Alle Länder,Singapur,männlich,Anzahl,W474,
2019,Alle Länder,Usbekistan,männlich,Anzahl,W477,
2019,Alle Länder,Australien,männlich,Anzahl,W523,
2019,Alle Länder,Salomonen,männlich,Anzahl,W524,
2019,Alle Länder,Nördliche Marianen,männlich,Anzahl,W525,
2019,Alle Länder,Fidschi,männlich,Anzahl,W526,
2019,Alle Länder,Cookinseln,männlich,Anzahl,W527,
2019,Alle Länder,Kiribati,männlich,Anzahl,W530,
2019,Alle Länder,Nauru,männlich,Anzahl,W531,
2019,Alle Länder,Vanuatu,männlich,Anzahl,W532,
2019,Alle Länder,Niue,männlich,Anzahl,W533,
2019,Alle Länder,Neuseeland,männlich,Anzahl,W536,
2019,Alle Länder,Palau,männlich,Anzahl,W537,
2019,Alle Länder,Papua-Neuguinea,männlich,Anzahl,W538,
2019,Alle Länder,Tuvalu,männlich,Anzahl,W540,
2019,Alle Länder,Tonga,männlich,Anzahl,W541,
2019,Alle Länder,Samoa,männlich,Anzahl,W543,
2019,Alle Länder,Marshallinseln,männlich,Anzahl,W544,
2019,Alle Länder,Föderierte Staaten von Mikronesien,männlich,Anzahl,W545,
2019,Alle Länder,Übriges Ozeanien,männlich,Anzahl,W599,
2019,Alle Länder,Unbekanntes Ausland,männlich,Anzahl,W996,
2019,Alle Länder,Ohne Angabe,männlich,Anzahl,W999,
2019,Alle Länder,Andorra,weiblich,Anzahl,W123,
2019,Alle Länder,Liechtenstein,weiblich,Anzahl,W141,
2019,Alle Länder,Monaco,weiblich,Anzahl,W147,
2019,Alle Länder,San Marino,weiblich,Anzahl,W156,
2019,Alle Länder,Vatikanstadt,weiblich,Anzahl,W167,
2019,Alle Länder,Britisch abhängige Gebiete in Europa,weiblich,Anzahl,W195,
2019,Alle Länder,Übriges Europa,weiblich,Anzahl,W199,
2019,Alle Länder,Lesotho,weiblich,Anzahl,W226,
2019,Alle Länder,Botsuana,weiblich,Anzahl,W227,
2019,Alle Länder,Dschibuti,weiblich,Anzahl,W230,
2019,Alle Länder,Simbabwe,weiblich,Anzahl,W233,
2019,Alle Länder,Gabun,weiblich,Anzahl,W236,
2019,Alle Länder,Mauretanien,weiblich,Anzahl,W239,
2019,Alle Länder,Kap Verde,weiblich,Anzahl,W242,
2019,Alle Länder,Komoren,weiblich,Anzahl,W244,
2019,Alle Länder,Kongo,weiblich,Anzahl,W245,
2019,Alle Länder,Libysch-Arabische Dschamahirija,weiblich,Anzahl,W248,
2019,Alle Länder,Madagaskar,weiblich,Anzahl,W249,
2019,Alle Länder,Mali,weiblich,Anzahl,W251,
2019,Alle Länder,Mauritius,weiblich,Anzahl,W253,
2019,Alle Länder,Mosambik,weiblich,Anzahl,W254,
2019,Alle Länder,Niger,weiblich,Anzahl,W255,
2019,Alle Länder,Malawi,weiblich,Anzahl,W256,
2019,Alle Länder,Sambia,weiblich,Anzahl,W257,
2019,Alle Länder,Guinea-Bissau,weiblich,Anzahl,W259,
2019,Alle Länder,Guinea,weiblich,Anzahl,W261,
2019,Alle Länder,Ruanda,weiblich,Anzahl,W265,
2019,Alle Länder,Namibia,weiblich,Anzahl,W267,
2019,Alle Länder,Sao Tome und Principe,weiblich,Anzahl,W268,
2019,Alle Länder,Seychellen,weiblich,Anzahl,W271,
2019,Alle Länder,Äquatorialguinea,weiblich,Anzahl,W274,
2019,Alle Länder,Swasiland,weiblich,Anzahl,W281,
2019,Alle Länder,"Tansania, Vereinigte Republik",weiblich,Anzahl,W282,
2019,Alle Länder,Tschad,weiblich,Anzahl,W284,
2019,Alle Länder,Uganda,weiblich,Anzahl,W286,
2019,Alle Länder,Zentralafrikanische Republik,weiblich,Anzahl,W289,
2019,Alle Länder,Burundi,weiblich,Anzahl,W291,
2019,Alle Länder,Antigua und Barbuda,weiblich,Anzahl,W320,
2019,Alle Länder,Barbados,weiblich,Anzahl,W322,
2019,Alle Länder,Bahamas,weiblich,Anzahl,W324,
2019,Alle Länder,Guyana,weiblich,Anzahl,W328,
2019,Alle Länder,Belize,weiblich,Anzahl,W330,
2019,Alle Länder,Dominica,weiblich,Anzahl,W333,
2019,Alle Länder,Costa Rica,weiblich,Anzahl,W334,
2019,Alle Länder,Ecuador,weiblich,Anzahl,W336,
2019,Alle Länder,El Salvador,weiblich,Anzahl,W337,
2019,Alle Länder,Grenada,weiblich,Anzahl,W340,
2019,Alle Länder,Guatemala,weiblich,Anzahl,W345,
2019,Alle Länder,Haiti,weiblich,Anzahl,W346,
2019,Alle Länder,Honduras,weiblich,Anzahl,W347,
2019,Alle Länder,Nicaragua,weiblich,Anzahl,W354,
2019,Alle Länder,Jamaika,weiblich,Anzahl,W355,
2019,Alle Länder,Panama,weiblich,Anzahl,W357,
2019,Alle Länder,Paraguay,weiblich,Anzahl,W359,
2019,Alle Länder,Suriname,weiblich,Anzahl,W364,
2019,Alle Länder,Uruguay,weiblich,Anzahl,W365,
2019,Alle Länder,St. Lucia,weiblich,Anzahl,W366,
2019,Alle Länder,St. Vincent und die Grenadinen,weiblich,Anzahl,W369,
2019,Alle Länder,St. Kitts und Nevis,weiblich,Anzahl,W370,
2019,Alle Länder,Trinidad und Tobago,weiblich,Anzahl,W371,
2019,Alle Länder,Hongkong,weiblich,Anzahl,W411,
2019,Alle Länder,Jemen,weiblich,Anzahl,W421,
2019,Alle Länder,Bahrain,weiblich,Anzahl,W424,
2019,Alle Länder,Bhutan,weiblich,Anzahl,W426,
2019,Alle Länder,Myanmar,weiblich,Anzahl,W427,
2019,Alle Länder,Brunei Darussalam,weiblich,Anzahl,W429,
2019,Alle Länder,"Korea, Demokratische Volksrepublik",weiblich,Anzahl,W434,
2019,Alle Länder,"Jemen, Demokratische Volksrepublik",weiblich,Anzahl,W443,
2019,Alle Länder,Kambodscha,weiblich,Anzahl,W446,
2019,Alle Länder,Katar,weiblich,Anzahl,W447,
2019,Alle Länder,Kuwait,weiblich,Anzahl,W448,
2019,Alle Länder,"Laos, Dem. Volksrepublik",weiblich,Anzahl,W449,
2019,Alle Länder,Kirgisistan,weiblich,Anzahl,W450,
2019,Alle Länder,Malediven,weiblich,Anzahl,W454,
2019,Alle Länder,Oman,weiblich,Anzahl,W456,
2019,Alle Länder,Mongolei,weiblich,Anzahl,W457,
2019,Alle Länder,Vereinigte Arabische Emirate,weiblich,Anzahl,W469,
2019,Alle Länder,Tadschikistan,weiblich,Anzahl,W470,
2019,Alle Länder,Turkmenistan,weiblich,Anzahl,W471,
2019,Alle Länder,Saudi-Arabien,weiblich,Anzahl,W472,
2019,Alle Länder,Singapur,weiblich,Anzahl,W474,
2019,Alle Länder,Usbekistan,weiblich,Anzahl,W477,
2019,Alle Länder,Australien,weiblich,Anzahl,W523,
2019,Alle Länder,Salomonen,weiblich,Anzahl,W524,
2019,Alle Länder,Nördliche Marianen,weiblich,Anzahl,W525,
2019,Alle Länder,Fidschi,weiblich,Anzahl,W526,
2019,Alle Länder,Cookinseln,weiblich,Anzahl,W527,
2019,Alle Länder,Kiribati,weiblich,Anzahl,W530,
2019,Alle Länder,Nauru,weiblich,Anzahl,W531,
2019,Alle Länder,Vanuatu,weiblich,Anzahl,W532,
2019,Alle Länder,Niue,weiblich,Anzahl,W533,
2019,Alle Länder,Neuseeland,weiblich,Anzahl,W536,
2019,Alle Länder,Palau,weiblich,Anzahl,W537,
2019,Alle Länder,Papua-Neuguinea,weiblich,Anzahl,W538,
2019,Alle Länder,Tuvalu,weiblich,Anzahl,W540,
2019,Alle Länder,Tonga,weiblich,Anzahl,W541,
2019,Alle Länder,Samoa,weiblich,Anzahl,W543,
2019,Alle Länder,Marshallinseln,weiblich,Anzahl,W544,
2019,Alle Länder,Föderierte Staaten von Mikronesien,weiblich,Anzahl,W545,
2019,Alle Länder,Übriges Ozeanien,weiblich,Anzahl,W599,
2019,Alle Länder,Unbekanntes Ausland,weiblich,Anzahl,W996,
2019,Alle Länder,Ohne Angabe,weiblich,Anzahl,W999,
2019,Alle Länder,Monaco,ingesamt,Anzahl,W147,5.0
2019,Alle Länder,Übriges Europa,ingesamt,Anzahl,W199,5.0
2019,Alle Länder,Übriges Europa,männlich,Anzahl,W199,5.0
2019,Alle Länder,Britische Überseegebiete,männlich,Anzahl,W185,15.0
2019,Alle Länder,Malta,männlich,Anzahl,W145,20.0
2019,Alle Länder,Malta,weiblich,Anzahl,W145,20.0
2019,Alle Länder,Britische Überseegebiete,weiblich,Anzahl,W185,20.0
2019,Alle Länder,Ehem. Sowjetunion,männlich,Anzahl,W159,30.0
2019,Alle Länder,Sudan (einschl. Südsudan bis 2010),weiblich,Anzahl,W276,30.0
2019,Alle Länder,Südsudan (ab 2011),weiblich,Anzahl,W278,30.0
2019,Alle Länder,Britische Überseegebiete,ingesamt,Anzahl,W185,35.0
2019,Alle Länder,Ehem. Tschechoslowakei,männlich,Anzahl,W162,35.0
2019,Alle Länder,Burkina-Faso,weiblich,Anzahl,W258,35.0
2019,Alle Länder,Sierra Leone,weiblich,Anzahl,W272,35.0
2019,Alle Länder,Malta,ingesamt,Anzahl,W145,40.0
2019,Alle Länder,Benin,weiblich,Anzahl,W229,50.0
2019,Alle Länder,Bolivien,männlich,Anzahl,W326,55.0
2019,Alle Länder,Island,weiblich,Anzahl,W136,55.0
2019,Alle Länder,Ehem. Sowjetunion,weiblich,Anzahl,W159,55.0
2019,Alle Länder,Ehem. Tschechoslowakei,weiblich,Anzahl,W162,55.0
