Year,Staatsangehörigkeit,Erreichter Abschluss,Besuchte Schule,Value
2010,Deutsche,Allgemeine Hochschulreife,Berufsvorbereitungsjahr,
2010,Deutsche,Fachhochschulreife,Berufsvorbereitungsjahr,
2010,Deutsche,Realschulabschluss,Berufsvorbereitungsjahr,
2010,Deutsche,Hauptschulabschluss,Berufsvorbereitungsjahr,447.0
2010,Deutsche,erfolgreicher Besuch,Berufsvorbereitungsjahr,
2010,Deutsche,Entlassung aus dem Berufsvorbereitungsjahr,Berufsvorbereitungsjahr,3283.0
2010,Deutsche,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Berufsvorbereitungsjahr,
2010,Deutsche,ohne erfolgreichen Besuch/Abschluss,Berufsvorbereitungsjahr,
2010,Deutsche,,Berufsvorbereitungsjahr,3730.0
2010,Deutsche,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsvorbereitungsjahr,337.0
2010,Ausländerinnen und Ausländer,Allgemeine Hochschulreife,Berufsvorbereitungsjahr,
2010,Ausländerinnen und Ausländer,Fachhochschulreife,Berufsvorbereitungsjahr,
2010,Ausländerinnen und Ausländer,Realschulabschluss,Berufsvorbereitungsjahr,
2010,Ausländerinnen und Ausländer,Hauptschulabschluss,Berufsvorbereitungsjahr,47.0
2010,Ausländerinnen und Ausländer,erfolgreicher Besuch,Berufsvorbereitungsjahr,
2010,Ausländerinnen und Ausländer,Entlassung aus dem Berufsvorbereitungsjahr,Berufsvorbereitungsjahr,432.0
2010,Ausländerinnen und Ausländer,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Berufsvorbereitungsjahr,
2010,Ausländerinnen und Ausländer,ohne erfolgreichen Besuch/Abschluss,Berufsvorbereitungsjahr,
2010,Ausländerinnen und Ausländer,,Berufsvorbereitungsjahr,479.0
2010,Ausländerinnen und Ausländer,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsvorbereitungsjahr,48.0
2006,Deutsche,Allgemeine Hochschulreife,Berufsvorbereitungsjahr,
2006,Deutsche,Fachhochschulreife,Berufsvorbereitungsjahr,
2006,Deutsche,Realschulabschluss,Berufsvorbereitungsjahr,
2006,Deutsche,Hauptschulabschluss,Berufsvorbereitungsjahr,614.0
2006,Deutsche,erfolgreicher Besuch,Berufsvorbereitungsjahr,
2006,Deutsche,Entlassung aus dem Berufsvorbereitungsjahr,Berufsvorbereitungsjahr,5147.0
2006,Deutsche,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Berufsvorbereitungsjahr,
2006,Deutsche,ohne erfolgreichen Besuch/Abschluss,Berufsvorbereitungsjahr,
2006,Deutsche,,Berufsvorbereitungsjahr,5761.0
2006,Deutsche,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsvorbereitungsjahr,375.0
2006,Ausländerinnen und Ausländer,Allgemeine Hochschulreife,Berufsvorbereitungsjahr,
2006,Ausländerinnen und Ausländer,Fachhochschulreife,Berufsvorbereitungsjahr,
2006,Ausländerinnen und Ausländer,Realschulabschluss,Berufsvorbereitungsjahr,
2006,Ausländerinnen und Ausländer,Hauptschulabschluss,Berufsvorbereitungsjahr,73.0
2006,Ausländerinnen und Ausländer,erfolgreicher Besuch,Berufsvorbereitungsjahr,
2006,Ausländerinnen und Ausländer,Entlassung aus dem Berufsvorbereitungsjahr,Berufsvorbereitungsjahr,790.0
2006,Ausländerinnen und Ausländer,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Berufsvorbereitungsjahr,
2006,Ausländerinnen und Ausländer,ohne erfolgreichen Besuch/Abschluss,Berufsvorbereitungsjahr,
2006,Ausländerinnen und Ausländer,,Berufsvorbereitungsjahr,863.0
2006,Ausländerinnen und Ausländer,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsvorbereitungsjahr,73.0
2005,Deutsche,Allgemeine Hochschulreife,Berufsvorbereitungsjahr,
2005,Deutsche,Fachhochschulreife,Berufsvorbereitungsjahr,
2005,Deutsche,Realschulabschluss,Berufsvorbereitungsjahr,
2005,Deutsche,Hauptschulabschluss,Berufsvorbereitungsjahr,581.0
2005,Deutsche,erfolgreicher Besuch,Berufsvorbereitungsjahr,0.0
2005,Deutsche,Entlassung aus dem Berufsvorbereitungsjahr,Berufsvorbereitungsjahr,5113.0
2005,Deutsche,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Berufsvorbereitungsjahr,
2005,Deutsche,ohne erfolgreichen Besuch/Abschluss,Berufsvorbereitungsjahr,
2005,Deutsche,,Berufsvorbereitungsjahr,5694.0
2005,Deutsche,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsvorbereitungsjahr,398.0
2005,Ausländerinnen und Ausländer,Allgemeine Hochschulreife,Berufsvorbereitungsjahr,
2005,Ausländerinnen und Ausländer,Fachhochschulreife,Berufsvorbereitungsjahr,
2005,Ausländerinnen und Ausländer,Realschulabschluss,Berufsvorbereitungsjahr,
2005,Ausländerinnen und Ausländer,Hauptschulabschluss,Berufsvorbereitungsjahr,85.0
2005,Ausländerinnen und Ausländer,erfolgreicher Besuch,Berufsvorbereitungsjahr,
2005,Ausländerinnen und Ausländer,Entlassung aus dem Berufsvorbereitungsjahr,Berufsvorbereitungsjahr,872.0
2005,Ausländerinnen und Ausländer,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Berufsvorbereitungsjahr,
2005,Ausländerinnen und Ausländer,ohne erfolgreichen Besuch/Abschluss,Berufsvorbereitungsjahr,
2005,Ausländerinnen und Ausländer,,Berufsvorbereitungsjahr,957.0
2005,Ausländerinnen und Ausländer,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsvorbereitungsjahr,90.0
2019,Deutsche,Allgemeine Hochschulreife,Berufsfachschule,
2019,Deutsche,Fachhochschulreife,Berufsfachschule,116.0
2019,Deutsche,Schulischer Teil der Fachhochschulreife,Berufsfachschule,145.0
2019,Deutsche,Realschulabschluss,Berufsfachschule,5601.0
2019,Deutsche,Hauptschulabschluss,Berufsfachschule,717.0
2019,Deutsche,Erfolgreicher Besuch,Berufsfachschule,13022.0
2019,Deutsche,Entlassungen aus dem Berufsvorbereitungsjahr,Berufsfachschule,
2019,Deutsche,Ohne erfolgreichen Besuch/Abschluss,Berufsfachschule,3913.0
2019,Deutsche,,Berufsfachschule,23514.0
2019,Deutsche,   nachrichtlich: Abbruch im laufenden Schuljahr,Berufsfachschule,5319.0
2019,Ausländerinnen und Ausländer,Allgemeine Hochschulreife,Berufsfachschule,
2019,Ausländerinnen und Ausländer,Fachhochschulreife,Berufsfachschule,4.0
2019,Ausländerinnen und Ausländer,Schulischer Teil der Fachhochschulreife,Berufsfachschule,12.0
2019,Ausländerinnen und Ausländer,Realschulabschluss,Berufsfachschule,476.0
2019,Ausländerinnen und Ausländer,Hauptschulabschluss,Berufsfachschule,162.0
2019,Ausländerinnen und Ausländer,Erfolgreicher Besuch,Berufsfachschule,1046.0
2019,Ausländerinnen und Ausländer,Entlassungen aus dem Berufsvorbereitungsjahr,Berufsfachschule,
2019,Ausländerinnen und Ausländer,Ohne erfolgreichen Besuch/Abschluss,Berufsfachschule,557.0
2019,Ausländerinnen und Ausländer,,Berufsfachschule,2257.0
2019,Ausländerinnen und Ausländer,   nachrichtlich: Abbruch im laufenden Schuljahr,Berufsfachschule,927.0
2018,Deutsche,Allgemeine Hochschulreife,Berufsfachschule,
2018,Deutsche,Fachhochschulreife,Berufsfachschule,97.0
2018,Deutsche,Schulischer Teil der Fachhochschulreife,Berufsfachschule,188.0
2018,Deutsche,Realschulabschluss,Berufsfachschule,5851.0
2018,Deutsche,Hauptschulabschluss,Berufsfachschule,676.0
2018,Deutsche,Erfolgreicher Besuch,Berufsfachschule,13501.0
2018,Deutsche,Entlassungen aus dem Berufsvorbereitungsjahr,Berufsfachschule,
2018,Deutsche,Ohne erfolgreichen Besuch/Abschluss,Berufsfachschule,4369.0
2018,Deutsche,,Berufsfachschule,24682.0
2018,Deutsche,   nachrichtlich: Abbruch im laufenden Schuljahr,Berufsfachschule,5440.0
2018,Ausländerinnen und Ausländer,Allgemeine Hochschulreife,Berufsfachschule,
2018,Ausländerinnen und Ausländer,Fachhochschulreife,Berufsfachschule,8.0
2018,Ausländerinnen und Ausländer,Schulischer Teil der Fachhochschulreife,Berufsfachschule,12.0
2018,Ausländerinnen und Ausländer,Realschulabschluss,Berufsfachschule,399.0
2018,Ausländerinnen und Ausländer,Hauptschulabschluss,Berufsfachschule,106.0
2018,Ausländerinnen und Ausländer,Erfolgreicher Besuch,Berufsfachschule,928.0
2018,Ausländerinnen und Ausländer,Entlassungen aus dem Berufsvorbereitungsjahr,Berufsfachschule,
2018,Ausländerinnen und Ausländer,Ohne erfolgreichen Besuch/Abschluss,Berufsfachschule,529.0
2018,Ausländerinnen und Ausländer,,Berufsfachschule,1982.0
2018,Ausländerinnen und Ausländer,   nachrichtlich: Abbruch im laufenden Schuljahr,Berufsfachschule,817.0
2017,Deutsche,Allgemeine Hochschulreife,Berufsfachschule,
2017,Deutsche,Fachhochschulreife,Berufsfachschule,97.0
2017,Deutsche,Schulischer Teil der Fachhochschulreife,Berufsfachschule,236.0
2017,Deutsche,Realschulabschluss,Berufsfachschule,6635.0
2017,Deutsche,Hauptschulabschluss,Berufsfachschule,689.0
2017,Deutsche,Erfolgreicher Besuch,Berufsfachschule,14253.0
2017,Deutsche,Entlassungen aus dem Berufsvorbereitungsjahr,Berufsfachschule,
2017,Deutsche,Ohne erfolgreichen Besuch/Abschluss,Berufsfachschule,4430.0
2017,Deutsche,,Berufsfachschule,26340.0
2017,Deutsche,   nachrichtlich: Abbruch im laufenden Schuljahr,Berufsfachschule,5514.0
2017,Ausländerinnen und Ausländer,Allgemeine Hochschulreife,Berufsfachschule,
2017,Ausländerinnen und Ausländer,Fachhochschulreife,Berufsfachschule,1.0
2017,Ausländerinnen und Ausländer,Schulischer Teil der Fachhochschulreife,Berufsfachschule,11.0
2017,Ausländerinnen und Ausländer,Realschulabschluss,Berufsfachschule,395.0
2017,Ausländerinnen und Ausländer,Hauptschulabschluss,Berufsfachschule,75.0
2017,Ausländerinnen und Ausländer,Erfolgreicher Besuch,Berufsfachschule,780.0
2017,Ausländerinnen und Ausländer,Entlassungen aus dem Berufsvorbereitungsjahr,Berufsfachschule,
2017,Ausländerinnen und Ausländer,Ohne erfolgreichen Besuch/Abschluss,Berufsfachschule,552.0
2017,Ausländerinnen und Ausländer,,Berufsfachschule,1814.0
2017,Ausländerinnen und Ausländer,   nachrichtlich: Abbruch im laufenden Schuljahr,Berufsfachschule,630.0
2015,Deutsche,Allgemeine Hochschulreife,Berufsfachschule,
2015,Deutsche,Fachhochschulreife,Berufsfachschule,132.0
2015,Deutsche,Realschulabschluss,Berufsfachschule,7271.0
2015,Deutsche,Hauptschulabschluss,Berufsfachschule,872.0
2015,Deutsche,erfolgreicher Besuch,Berufsfachschule,15554.0
2015,Deutsche,Entlassung aus dem Berufsvorbereitungsjahr,Berufsfachschule,
2015,Deutsche,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Berufsfachschule,
2015,Deutsche,ohne erfolgreichen Besuch/Abschluss,Berufsfachschule,4838.0
2015,Deutsche,,Berufsfachschule,28667.0
2015,Deutsche,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsfachschule,5202.0
2015,Ausländerinnen und Ausländer,Allgemeine Hochschulreife,Berufsfachschule,
2015,Ausländerinnen und Ausländer,Fachhochschulreife,Berufsfachschule,4.0
2015,Ausländerinnen und Ausländer,Realschulabschluss,Berufsfachschule,419.0
2015,Ausländerinnen und Ausländer,Hauptschulabschluss,Berufsfachschule,87.0
2015,Ausländerinnen und Ausländer,erfolgreicher Besuch,Berufsfachschule,745.0
2015,Ausländerinnen und Ausländer,Entlassung aus dem Berufsvorbereitungsjahr,Berufsfachschule,0.0
2015,Ausländerinnen und Ausländer,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Berufsfachschule,
2015,Ausländerinnen und Ausländer,ohne erfolgreichen Besuch/Abschluss,Berufsfachschule,514.0
2015,Ausländerinnen und Ausländer,,Berufsfachschule,1769.0
2015,Ausländerinnen und Ausländer,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsfachschule,360.0
2014,Deutsche,Allgemeine Hochschulreife,Berufsfachschule,
2014,Deutsche,Fachhochschulreife,Berufsfachschule,107.0
2014,Deutsche,Realschulabschluss,Berufsfachschule,7719.0
2014,Deutsche,Hauptschulabschluss,Berufsfachschule,1084.0
2014,Deutsche,erfolgreicher Besuch,Berufsfachschule,16613.0
2014,Deutsche,Entlassung aus dem Berufsvorbereitungsjahr,Berufsfachschule,
2014,Deutsche,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Berufsfachschule,
2014,Deutsche,ohne erfolgreichen Besuch/Abschluss,Berufsfachschule,5388.0
2014,Deutsche,,Berufsfachschule,30911.0
2014,Deutsche,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsfachschule,6246.0
2014,Ausländerinnen und Ausländer,Allgemeine Hochschulreife,Berufsfachschule,
2014,Ausländerinnen und Ausländer,Fachhochschulreife,Berufsfachschule,3.0
2014,Ausländerinnen und Ausländer,Realschulabschluss,Berufsfachschule,424.0
2014,Ausländerinnen und Ausländer,Hauptschulabschluss,Berufsfachschule,74.0
2014,Ausländerinnen und Ausländer,erfolgreicher Besuch,Berufsfachschule,785.0
2014,Ausländerinnen und Ausländer,Entlassung aus dem Berufsvorbereitungsjahr,Berufsfachschule,
2014,Ausländerinnen und Ausländer,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Berufsfachschule,
2014,Ausländerinnen und Ausländer,ohne erfolgreichen Besuch/Abschluss,Berufsfachschule,504.0
2014,Ausländerinnen und Ausländer,,Berufsfachschule,1790.0
2014,Ausländerinnen und Ausländer,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsfachschule,401.0
2012,Deutsche,Allgemeine Hochschulreife,Berufsfachschule,
2012,Deutsche,Fachhochschulreife,Berufsfachschule,573.0
2012,Deutsche,Realschulabschluss,Berufsfachschule,6995.0
2012,Deutsche,Hauptschulabschluss,Berufsfachschule,1033.0
2012,Deutsche,erfolgreicher Besuch,Berufsfachschule,16681.0
2012,Deutsche,Entlassung aus dem Berufsvorbereitungsjahr,Berufsfachschule,
2012,Deutsche,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Berufsfachschule,
2012,Deutsche,ohne erfolgreichen Besuch/Abschluss,Berufsfachschule,5581.0
2012,Deutsche,,Berufsfachschule,30863.0
2012,Deutsche,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsfachschule,5816.0
2012,Ausländerinnen und Ausländer,Allgemeine Hochschulreife,Berufsfachschule,
2012,Ausländerinnen und Ausländer,Fachhochschulreife,Berufsfachschule,15.0
2012,Ausländerinnen und Ausländer,Realschulabschluss,Berufsfachschule,416.0
2012,Ausländerinnen und Ausländer,Hauptschulabschluss,Berufsfachschule,50.0
2012,Ausländerinnen und Ausländer,erfolgreicher Besuch,Berufsfachschule,755.0
2012,Ausländerinnen und Ausländer,Entlassung aus dem Berufsvorbereitungsjahr,Berufsfachschule,
2012,Ausländerinnen und Ausländer,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Berufsfachschule,
2012,Ausländerinnen und Ausländer,ohne erfolgreichen Besuch/Abschluss,Berufsfachschule,565.0
2012,Ausländerinnen und Ausländer,,Berufsfachschule,1801.0
2012,Ausländerinnen und Ausländer,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsfachschule,383.0
2011,Deutsche,Allgemeine Hochschulreife,Berufsfachschule,
2011,Deutsche,Fachhochschulreife,Berufsfachschule,501.0
2011,Deutsche,Realschulabschluss,Berufsfachschule,7257.0
2011,Deutsche,Hauptschulabschluss,Berufsfachschule,1125.0
2011,Deutsche,erfolgreicher Besuch,Berufsfachschule,18136.0
2011,Deutsche,Entlassung aus dem Berufsvorbereitungsjahr,Berufsfachschule,
2011,Deutsche,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Berufsfachschule,
2011,Deutsche,ohne erfolgreichen Besuch/Abschluss,Berufsfachschule,6028.0
2011,Deutsche,,Berufsfachschule,33047.0
2011,Deutsche,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsfachschule,5930.0
2011,Ausländerinnen und Ausländer,Allgemeine Hochschulreife,Berufsfachschule,
2011,Ausländerinnen und Ausländer,Fachhochschulreife,Berufsfachschule,11.0
2011,Ausländerinnen und Ausländer,Realschulabschluss,Berufsfachschule,411.0
2011,Ausländerinnen und Ausländer,Hauptschulabschluss,Berufsfachschule,66.0
2011,Ausländerinnen und Ausländer,erfolgreicher Besuch,Berufsfachschule,797.0
2011,Ausländerinnen und Ausländer,Entlassung aus dem Berufsvorbereitungsjahr,Berufsfachschule,
2011,Ausländerinnen und Ausländer,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Berufsfachschule,
2011,Ausländerinnen und Ausländer,ohne erfolgreichen Besuch/Abschluss,Berufsfachschule,552.0
2011,Ausländerinnen und Ausländer,,Berufsfachschule,1837.0
2011,Ausländerinnen und Ausländer,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsfachschule,443.0
2010,Deutsche,Allgemeine Hochschulreife,Berufsfachschule,
2010,Deutsche,Fachhochschulreife,Berufsfachschule,507.0
2010,Deutsche,Realschulabschluss,Berufsfachschule,8333.0
2010,Deutsche,Hauptschulabschluss,Berufsfachschule,1165.0
2010,Deutsche,erfolgreicher Besuch,Berufsfachschule,19835.0
2010,Deutsche,Entlassung aus dem Berufsvorbereitungsjahr,Berufsfachschule,
2010,Deutsche,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Berufsfachschule,
2010,Deutsche,ohne erfolgreichen Besuch/Abschluss,Berufsfachschule,6644.0
2010,Deutsche,,Berufsfachschule,36484.0
2010,Deutsche,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsfachschule,5971.0
2010,Ausländerinnen und Ausländer,Allgemeine Hochschulreife,Berufsfachschule,
2010,Ausländerinnen und Ausländer,Fachhochschulreife,Berufsfachschule,15.0
2010,Ausländerinnen und Ausländer,Realschulabschluss,Berufsfachschule,466.0
2010,Ausländerinnen und Ausländer,Hauptschulabschluss,Berufsfachschule,60.0
2010,Ausländerinnen und Ausländer,erfolgreicher Besuch,Berufsfachschule,875.0
2010,Ausländerinnen und Ausländer,Entlassung aus dem Berufsvorbereitungsjahr,Berufsfachschule,
2010,Ausländerinnen und Ausländer,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Berufsfachschule,
2010,Ausländerinnen und Ausländer,ohne erfolgreichen Besuch/Abschluss,Berufsfachschule,614.0
2010,Ausländerinnen und Ausländer,,Berufsfachschule,2030.0
2010,Ausländerinnen und Ausländer,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsfachschule,383.0
2006,Deutsche,Allgemeine Hochschulreife,Berufsfachschule,
2006,Deutsche,Fachhochschulreife,Berufsfachschule,427.0
2006,Deutsche,Realschulabschluss,Berufsfachschule,9727.0
2006,Deutsche,Hauptschulabschluss,Berufsfachschule,810.0
2006,Deutsche,erfolgreicher Besuch,Berufsfachschule,17904.0
2006,Deutsche,Entlassung aus dem Berufsvorbereitungsjahr,Berufsfachschule,
2006,Deutsche,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Berufsfachschule,1.0
2006,Deutsche,ohne erfolgreichen Besuch/Abschluss,Berufsfachschule,6707.0
2006,Deutsche,,Berufsfachschule,35576.0
2006,Deutsche,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsfachschule,5478.0
2006,Ausländerinnen und Ausländer,Allgemeine Hochschulreife,Berufsfachschule,
2006,Ausländerinnen und Ausländer,Fachhochschulreife,Berufsfachschule,7.0
2006,Ausländerinnen und Ausländer,Realschulabschluss,Berufsfachschule,464.0
2006,Ausländerinnen und Ausländer,Hauptschulabschluss,Berufsfachschule,101.0
2006,Ausländerinnen und Ausländer,erfolgreicher Besuch,Berufsfachschule,756.0
2006,Ausländerinnen und Ausländer,Entlassung aus dem Berufsvorbereitungsjahr,Berufsfachschule,
2006,Ausländerinnen und Ausländer,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Berufsfachschule,
2006,Ausländerinnen und Ausländer,ohne erfolgreichen Besuch/Abschluss,Berufsfachschule,690.0
2006,Ausländerinnen und Ausländer,,Berufsfachschule,2018.0
2006,Ausländerinnen und Ausländer,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsfachschule,405.0
2005,Deutsche,Allgemeine Hochschulreife,Berufsfachschule,
2005,Deutsche,Fachhochschulreife,Berufsfachschule,382.0
2005,Deutsche,Realschulabschluss,Berufsfachschule,9457.0
2005,Deutsche,Hauptschulabschluss,Berufsfachschule,839.0
2005,Deutsche,erfolgreicher Besuch,Berufsfachschule,16887.0
2005,Deutsche,Entlassung aus dem Berufsvorbereitungsjahr,Berufsfachschule,
2005,Deutsche,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Berufsfachschule,2.0
2005,Deutsche,ohne erfolgreichen Besuch/Abschluss,Berufsfachschule,6224.0
2005,Deutsche,,Berufsfachschule,33791.0
2005,Deutsche,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsfachschule,5240.0
2005,Ausländerinnen und Ausländer,Allgemeine Hochschulreife,Berufsfachschule,
2005,Ausländerinnen und Ausländer,Fachhochschulreife,Berufsfachschule,17.0
2005,Ausländerinnen und Ausländer,Realschulabschluss,Berufsfachschule,451.0
2005,Ausländerinnen und Ausländer,Hauptschulabschluss,Berufsfachschule,116.0
2005,Ausländerinnen und Ausländer,erfolgreicher Besuch,Berufsfachschule,827.0
2005,Ausländerinnen und Ausländer,Entlassung aus dem Berufsvorbereitungsjahr,Berufsfachschule,
2005,Ausländerinnen und Ausländer,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Berufsfachschule,
2005,Ausländerinnen und Ausländer,ohne erfolgreichen Besuch/Abschluss,Berufsfachschule,645.0
2005,Ausländerinnen und Ausländer,,Berufsfachschule,2056.0
2005,Ausländerinnen und Ausländer,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsfachschule,411.0
2019,Deutsche,Allgemeine Hochschulreife,Fachoberschule,
2019,Deutsche,Fachhochschulreife,Fachoberschule,6946.0
2019,Deutsche,Schulischer Teil der Fachhochschulreife,Fachoberschule,
2019,Deutsche,Realschulabschluss,Fachoberschule,
2019,Deutsche,Hauptschulabschluss,Fachoberschule,
2019,Deutsche,Erfolgreicher Besuch,Fachoberschule,
2019,Deutsche,Entlassungen aus dem Berufsvorbereitungsjahr,Fachoberschule,
2019,Deutsche,Ohne erfolgreichen Besuch/Abschluss,Fachoberschule,852.0
2019,Deutsche,,Fachoberschule,7798.0
2019,Deutsche,   nachrichtlich: Abbruch im laufenden Schuljahr,Fachoberschule,2205.0
2019,Ausländerinnen und Ausländer,Allgemeine Hochschulreife,Fachoberschule,
2019,Ausländerinnen und Ausländer,Fachhochschulreife,Fachoberschule,364.0
2019,Ausländerinnen und Ausländer,Schulischer Teil der Fachhochschulreife,Fachoberschule,
2019,Ausländerinnen und Ausländer,Realschulabschluss,Fachoberschule,
2019,Ausländerinnen und Ausländer,Hauptschulabschluss,Fachoberschule,
2019,Ausländerinnen und Ausländer,Erfolgreicher Besuch,Fachoberschule,
2019,Ausländerinnen und Ausländer,Entlassungen aus dem Berufsvorbereitungsjahr,Fachoberschule,
2019,Ausländerinnen und Ausländer,Ohne erfolgreichen Besuch/Abschluss,Fachoberschule,72.0
2019,Ausländerinnen und Ausländer,,Fachoberschule,436.0
2019,Ausländerinnen und Ausländer,   nachrichtlich: Abbruch im laufenden Schuljahr,Fachoberschule,219.0
2018,Deutsche,Allgemeine Hochschulreife,Fachoberschule,
2018,Deutsche,Fachhochschulreife,Fachoberschule,7806.0
2018,Deutsche,Schulischer Teil der Fachhochschulreife,Fachoberschule,
2018,Deutsche,Realschulabschluss,Fachoberschule,
2018,Deutsche,Hauptschulabschluss,Fachoberschule,
2018,Deutsche,Erfolgreicher Besuch,Fachoberschule,
2018,Deutsche,Entlassungen aus dem Berufsvorbereitungsjahr,Fachoberschule,
2018,Deutsche,Ohne erfolgreichen Besuch/Abschluss,Fachoberschule,852.0
2018,Deutsche,,Fachoberschule,8658.0
2018,Deutsche,   nachrichtlich: Abbruch im laufenden Schuljahr,Fachoberschule,2296.0
2018,Ausländerinnen und Ausländer,Allgemeine Hochschulreife,Fachoberschule,
2018,Ausländerinnen und Ausländer,Fachhochschulreife,Fachoberschule,458.0
2018,Ausländerinnen und Ausländer,Schulischer Teil der Fachhochschulreife,Fachoberschule,
2018,Ausländerinnen und Ausländer,Realschulabschluss,Fachoberschule,
2018,Ausländerinnen und Ausländer,Hauptschulabschluss,Fachoberschule,
2018,Ausländerinnen und Ausländer,Erfolgreicher Besuch,Fachoberschule,
2018,Ausländerinnen und Ausländer,Entlassungen aus dem Berufsvorbereitungsjahr,Fachoberschule,
2018,Ausländerinnen und Ausländer,Ohne erfolgreichen Besuch/Abschluss,Fachoberschule,80.0
2018,Ausländerinnen und Ausländer,,Fachoberschule,538.0
2018,Ausländerinnen und Ausländer,   nachrichtlich: Abbruch im laufenden Schuljahr,Fachoberschule,241.0
2017,Deutsche,Allgemeine Hochschulreife,Fachoberschule,
2017,Deutsche,Fachhochschulreife,Fachoberschule,8242.0
2017,Deutsche,Schulischer Teil der Fachhochschulreife,Fachoberschule,
2017,Deutsche,Realschulabschluss,Fachoberschule,
2017,Deutsche,Hauptschulabschluss,Fachoberschule,
2017,Deutsche,Erfolgreicher Besuch,Fachoberschule,
2017,Deutsche,Entlassungen aus dem Berufsvorbereitungsjahr,Fachoberschule,
2017,Deutsche,Ohne erfolgreichen Besuch/Abschluss,Fachoberschule,924.0
2017,Deutsche,,Fachoberschule,9166.0
2017,Deutsche,   nachrichtlich: Abbruch im laufenden Schuljahr,Fachoberschule,2253.0
2017,Ausländerinnen und Ausländer,Allgemeine Hochschulreife,Fachoberschule,
2017,Ausländerinnen und Ausländer,Fachhochschulreife,Fachoberschule,461.0
2017,Ausländerinnen und Ausländer,Schulischer Teil der Fachhochschulreife,Fachoberschule,
2017,Ausländerinnen und Ausländer,Realschulabschluss,Fachoberschule,
2017,Ausländerinnen und Ausländer,Hauptschulabschluss,Fachoberschule,
2017,Ausländerinnen und Ausländer,Erfolgreicher Besuch,Fachoberschule,
2017,Ausländerinnen und Ausländer,Entlassungen aus dem Berufsvorbereitungsjahr,Fachoberschule,
2017,Ausländerinnen und Ausländer,Ohne erfolgreichen Besuch/Abschluss,Fachoberschule,95.0
2017,Ausländerinnen und Ausländer,,Fachoberschule,556.0
2017,Ausländerinnen und Ausländer,   nachrichtlich: Abbruch im laufenden Schuljahr,Fachoberschule,218.0
2015,Deutsche,Allgemeine Hochschulreife,Fachoberschule,
2015,Deutsche,Fachhochschulreife,Fachoberschule,8995.0
2015,Deutsche,Realschulabschluss,Fachoberschule,
2015,Deutsche,Hauptschulabschluss,Fachoberschule,
2015,Deutsche,erfolgreicher Besuch,Fachoberschule,
2015,Deutsche,Entlassung aus dem Berufsvorbereitungsjahr,Fachoberschule,
2015,Deutsche,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Fachoberschule,
2015,Deutsche,ohne erfolgreichen Besuch/Abschluss,Fachoberschule,725.0
2015,Deutsche,,Fachoberschule,9720.0
2015,Deutsche,nachrichtlich: Abbruch im laufenden Schuljahr,Fachoberschule,2242.0
2015,Ausländerinnen und Ausländer,Allgemeine Hochschulreife,Fachoberschule,
