Year,Staatsangehörigkeit,Erreichter Abschluss,Besuchte Schule,Value
2010,Deutsche,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsschule (Teilzeit),11395.0
2010,Ausländerinnen und Ausländer,Allgemeine Hochschulreife,Berufsschule (Teilzeit),
2010,Ausländerinnen und Ausländer,Fachhochschulreife,Berufsschule (Teilzeit),1.0
2010,Ausländerinnen und Ausländer,Realschulabschluss,Berufsschule (Teilzeit),328.0
2010,Ausländerinnen und Ausländer,Hauptschulabschluss,Berufsschule (Teilzeit),5.0
2010,Ausländerinnen und Ausländer,erfolgreicher Besuch,Berufsschule (Teilzeit),801.0
2010,Ausländerinnen und Ausländer,Entlassung aus dem Berufsvorbereitungsjahr,Berufsschule (Teilzeit),
2010,Ausländerinnen und Ausländer,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Berufsschule (Teilzeit),
2010,Ausländerinnen und Ausländer,ohne erfolgreichen Besuch/Abschluss,Berufsschule (Teilzeit),134.0
2010,Ausländerinnen und Ausländer,,Berufsschule (Teilzeit),1269.0
2010,Ausländerinnen und Ausländer,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsschule (Teilzeit),524.0
2006,Deutsche,Allgemeine Hochschulreife,Berufsschule (Teilzeit),
2006,Deutsche,Fachhochschulreife,Berufsschule (Teilzeit),97.0
2006,Deutsche,Realschulabschluss,Berufsschule (Teilzeit),10884.0
2006,Deutsche,Hauptschulabschluss,Berufsschule (Teilzeit),434.0
2006,Deutsche,erfolgreicher Besuch,Berufsschule (Teilzeit),29076.0
2006,Deutsche,Entlassung aus dem Berufsvorbereitungsjahr,Berufsschule (Teilzeit),
2006,Deutsche,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Berufsschule (Teilzeit),
2006,Deutsche,ohne erfolgreichen Besuch/Abschluss,Berufsschule (Teilzeit),3724.0
2006,Deutsche,,Berufsschule (Teilzeit),44215.0
2006,Deutsche,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsschule (Teilzeit),8002.0
2006,Ausländerinnen und Ausländer,Allgemeine Hochschulreife,Berufsschule (Teilzeit),
2006,Ausländerinnen und Ausländer,Fachhochschulreife,Berufsschule (Teilzeit),1.0
2006,Ausländerinnen und Ausländer,Realschulabschluss,Berufsschule (Teilzeit),319.0
2006,Ausländerinnen und Ausländer,Hauptschulabschluss,Berufsschule (Teilzeit),10.0
2006,Ausländerinnen und Ausländer,erfolgreicher Besuch,Berufsschule (Teilzeit),777.0
2006,Ausländerinnen und Ausländer,Entlassung aus dem Berufsvorbereitungsjahr,Berufsschule (Teilzeit),
2006,Ausländerinnen und Ausländer,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Berufsschule (Teilzeit),
2006,Ausländerinnen und Ausländer,ohne erfolgreichen Besuch/Abschluss,Berufsschule (Teilzeit),194.0
2006,Ausländerinnen und Ausländer,,Berufsschule (Teilzeit),1301.0
2006,Ausländerinnen und Ausländer,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsschule (Teilzeit),423.0
2005,Deutsche,Allgemeine Hochschulreife,Berufsschule (Teilzeit),
2005,Deutsche,Fachhochschulreife,Berufsschule (Teilzeit),96.0
2005,Deutsche,Realschulabschluss,Berufsschule (Teilzeit),10698.0
2005,Deutsche,Hauptschulabschluss,Berufsschule (Teilzeit),429.0
2005,Deutsche,erfolgreicher Besuch,Berufsschule (Teilzeit),28999.0
2005,Deutsche,Entlassung aus dem Berufsvorbereitungsjahr,Berufsschule (Teilzeit),
2005,Deutsche,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Berufsschule (Teilzeit),
2005,Deutsche,ohne erfolgreichen Besuch/Abschluss,Berufsschule (Teilzeit),4273.0
2005,Deutsche,,Berufsschule (Teilzeit),44495.0
2005,Deutsche,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsschule (Teilzeit),7986.0
2005,Ausländerinnen und Ausländer,Allgemeine Hochschulreife,Berufsschule (Teilzeit),
2005,Ausländerinnen und Ausländer,Fachhochschulreife,Berufsschule (Teilzeit),8.0
2005,Ausländerinnen und Ausländer,Realschulabschluss,Berufsschule (Teilzeit),419.0
2005,Ausländerinnen und Ausländer,Hauptschulabschluss,Berufsschule (Teilzeit),27.0
2005,Ausländerinnen und Ausländer,erfolgreicher Besuch,Berufsschule (Teilzeit),817.0
2005,Ausländerinnen und Ausländer,Entlassung aus dem Berufsvorbereitungsjahr,Berufsschule (Teilzeit),
2005,Ausländerinnen und Ausländer,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Berufsschule (Teilzeit),
2005,Ausländerinnen und Ausländer,ohne erfolgreichen Besuch/Abschluss,Berufsschule (Teilzeit),318.0
2005,Ausländerinnen und Ausländer,,Berufsschule (Teilzeit),1589.0
2005,Ausländerinnen und Ausländer,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsschule (Teilzeit),411.0
2019,Deutsche,Allgemeine Hochschulreife,Berufsgrundbildungsjahr schulisch,
2019,Deutsche,Fachhochschulreife,Berufsgrundbildungsjahr schulisch,
2019,Deutsche,Schulischer Teil der Fachhochschulreife,Berufsgrundbildungsjahr schulisch,
2019,Deutsche,Realschulabschluss,Berufsgrundbildungsjahr schulisch,
2019,Deutsche,Hauptschulabschluss,Berufsgrundbildungsjahr schulisch,
2019,Deutsche,Erfolgreicher Besuch,Berufsgrundbildungsjahr schulisch,
2019,Deutsche,Entlassungen aus dem Berufsvorbereitungsjahr,Berufsgrundbildungsjahr schulisch,
2019,Deutsche,Ohne erfolgreichen Besuch/Abschluss,Berufsgrundbildungsjahr schulisch,
2019,Deutsche,,Berufsgrundbildungsjahr schulisch,
2019,Deutsche,   nachrichtlich: Abbruch im laufenden Schuljahr,Berufsgrundbildungsjahr schulisch,
2019,Ausländerinnen und Ausländer,Allgemeine Hochschulreife,Berufsgrundbildungsjahr schulisch,
2019,Ausländerinnen und Ausländer,Fachhochschulreife,Berufsgrundbildungsjahr schulisch,
2019,Ausländerinnen und Ausländer,Schulischer Teil der Fachhochschulreife,Berufsgrundbildungsjahr schulisch,
2019,Ausländerinnen und Ausländer,Realschulabschluss,Berufsgrundbildungsjahr schulisch,
2019,Ausländerinnen und Ausländer,Hauptschulabschluss,Berufsgrundbildungsjahr schulisch,
2019,Ausländerinnen und Ausländer,Erfolgreicher Besuch,Berufsgrundbildungsjahr schulisch,
2019,Ausländerinnen und Ausländer,Entlassungen aus dem Berufsvorbereitungsjahr,Berufsgrundbildungsjahr schulisch,
2019,Ausländerinnen und Ausländer,Ohne erfolgreichen Besuch/Abschluss,Berufsgrundbildungsjahr schulisch,
2019,Ausländerinnen und Ausländer,,Berufsgrundbildungsjahr schulisch,
2019,Ausländerinnen und Ausländer,   nachrichtlich: Abbruch im laufenden Schuljahr,Berufsgrundbildungsjahr schulisch,
2018,Deutsche,Allgemeine Hochschulreife,Berufsgrundbildungsjahr schulisch,
2018,Deutsche,Fachhochschulreife,Berufsgrundbildungsjahr schulisch,102.0
2018,Deutsche,Schulischer Teil der Fachhochschulreife,Berufsgrundbildungsjahr schulisch,
2018,Deutsche,Realschulabschluss,Berufsgrundbildungsjahr schulisch,7352.0
2018,Deutsche,Hauptschulabschluss,Berufsgrundbildungsjahr schulisch,263.0
2018,Deutsche,Erfolgreicher Besuch,Berufsgrundbildungsjahr schulisch,30491.0
2018,Deutsche,Entlassungen aus dem Berufsvorbereitungsjahr,Berufsgrundbildungsjahr schulisch,700.0
2018,Deutsche,Ohne erfolgreichen Besuch/Abschluss,Berufsgrundbildungsjahr schulisch,2815.0
2018,Deutsche,,Berufsgrundbildungsjahr schulisch,41723.0
2018,Deutsche,   nachrichtlich: Abbruch im laufenden Schuljahr,Berufsgrundbildungsjahr schulisch,11472.0
2018,Ausländerinnen und Ausländer,Allgemeine Hochschulreife,Berufsgrundbildungsjahr schulisch,
2018,Ausländerinnen und Ausländer,Fachhochschulreife,Berufsgrundbildungsjahr schulisch,5.0
2018,Ausländerinnen und Ausländer,Schulischer Teil der Fachhochschulreife,Berufsgrundbildungsjahr schulisch,
2018,Ausländerinnen und Ausländer,Realschulabschluss,Berufsgrundbildungsjahr schulisch,422.0
2018,Ausländerinnen und Ausländer,Hauptschulabschluss,Berufsgrundbildungsjahr schulisch,22.0
2018,Ausländerinnen und Ausländer,Erfolgreicher Besuch,Berufsgrundbildungsjahr schulisch,1051.0
2018,Ausländerinnen und Ausländer,Entlassungen aus dem Berufsvorbereitungsjahr,Berufsgrundbildungsjahr schulisch,23.0
2018,Ausländerinnen und Ausländer,Ohne erfolgreichen Besuch/Abschluss,Berufsgrundbildungsjahr schulisch,287.0
2018,Ausländerinnen und Ausländer,,Berufsgrundbildungsjahr schulisch,1810.0
2018,Ausländerinnen und Ausländer,   nachrichtlich: Abbruch im laufenden Schuljahr,Berufsgrundbildungsjahr schulisch,1471.0
2017,Deutsche,Allgemeine Hochschulreife,Berufsgrundbildungsjahr schulisch,
2017,Deutsche,Fachhochschulreife,Berufsgrundbildungsjahr schulisch,
2017,Deutsche,Schulischer Teil der Fachhochschulreife,Berufsgrundbildungsjahr schulisch,
2017,Deutsche,Realschulabschluss,Berufsgrundbildungsjahr schulisch,
2017,Deutsche,Hauptschulabschluss,Berufsgrundbildungsjahr schulisch,
2017,Deutsche,Erfolgreicher Besuch,Berufsgrundbildungsjahr schulisch,
2017,Deutsche,Entlassungen aus dem Berufsvorbereitungsjahr,Berufsgrundbildungsjahr schulisch,
2017,Deutsche,Ohne erfolgreichen Besuch/Abschluss,Berufsgrundbildungsjahr schulisch,
2017,Deutsche,,Berufsgrundbildungsjahr schulisch,
2017,Deutsche,   nachrichtlich: Abbruch im laufenden Schuljahr,Berufsgrundbildungsjahr schulisch,
2017,Ausländerinnen und Ausländer,Allgemeine Hochschulreife,Berufsgrundbildungsjahr schulisch,
2017,Ausländerinnen und Ausländer,Fachhochschulreife,Berufsgrundbildungsjahr schulisch,
2017,Ausländerinnen und Ausländer,Schulischer Teil der Fachhochschulreife,Berufsgrundbildungsjahr schulisch,
2017,Ausländerinnen und Ausländer,Realschulabschluss,Berufsgrundbildungsjahr schulisch,
2017,Ausländerinnen und Ausländer,Hauptschulabschluss,Berufsgrundbildungsjahr schulisch,
2017,Ausländerinnen und Ausländer,Erfolgreicher Besuch,Berufsgrundbildungsjahr schulisch,
2017,Ausländerinnen und Ausländer,Entlassungen aus dem Berufsvorbereitungsjahr,Berufsgrundbildungsjahr schulisch,
2017,Ausländerinnen und Ausländer,Ohne erfolgreichen Besuch/Abschluss,Berufsgrundbildungsjahr schulisch,
2017,Ausländerinnen und Ausländer,,Berufsgrundbildungsjahr schulisch,
2017,Ausländerinnen und Ausländer,   nachrichtlich: Abbruch im laufenden Schuljahr,Berufsgrundbildungsjahr schulisch,
2015,Deutsche,Allgemeine Hochschulreife,Berufsgrundbildungsjahr schulisch,
2015,Deutsche,Fachhochschulreife,Berufsgrundbildungsjahr schulisch,
2015,Deutsche,Realschulabschluss,Berufsgrundbildungsjahr schulisch,
2015,Deutsche,Hauptschulabschluss,Berufsgrundbildungsjahr schulisch,
2015,Deutsche,erfolgreicher Besuch,Berufsgrundbildungsjahr schulisch,
2015,Deutsche,Entlassung aus dem Berufsvorbereitungsjahr,Berufsgrundbildungsjahr schulisch,
2015,Deutsche,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Berufsgrundbildungsjahr schulisch,
2015,Deutsche,ohne erfolgreichen Besuch/Abschluss,Berufsgrundbildungsjahr schulisch,
2015,Deutsche,,Berufsgrundbildungsjahr schulisch,
2015,Deutsche,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsgrundbildungsjahr schulisch,
2015,Ausländerinnen und Ausländer,Allgemeine Hochschulreife,Berufsgrundbildungsjahr schulisch,
2015,Ausländerinnen und Ausländer,Fachhochschulreife,Berufsgrundbildungsjahr schulisch,
2015,Ausländerinnen und Ausländer,Realschulabschluss,Berufsgrundbildungsjahr schulisch,
2015,Ausländerinnen und Ausländer,Hauptschulabschluss,Berufsgrundbildungsjahr schulisch,
2015,Ausländerinnen und Ausländer,erfolgreicher Besuch,Berufsgrundbildungsjahr schulisch,
2015,Ausländerinnen und Ausländer,Entlassung aus dem Berufsvorbereitungsjahr,Berufsgrundbildungsjahr schulisch,
2015,Ausländerinnen und Ausländer,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Berufsgrundbildungsjahr schulisch,
2015,Ausländerinnen und Ausländer,ohne erfolgreichen Besuch/Abschluss,Berufsgrundbildungsjahr schulisch,
2015,Ausländerinnen und Ausländer,,Berufsgrundbildungsjahr schulisch,
2015,Ausländerinnen und Ausländer,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsgrundbildungsjahr schulisch,
2014,Deutsche,Allgemeine Hochschulreife,Berufsgrundbildungsjahr schulisch,
2014,Deutsche,Fachhochschulreife,Berufsgrundbildungsjahr schulisch,
2014,Deutsche,Realschulabschluss,Berufsgrundbildungsjahr schulisch,
2014,Deutsche,Hauptschulabschluss,Berufsgrundbildungsjahr schulisch,
2014,Deutsche,erfolgreicher Besuch,Berufsgrundbildungsjahr schulisch,
2014,Deutsche,Entlassung aus dem Berufsvorbereitungsjahr,Berufsgrundbildungsjahr schulisch,
2014,Deutsche,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Berufsgrundbildungsjahr schulisch,
2014,Deutsche,ohne erfolgreichen Besuch/Abschluss,Berufsgrundbildungsjahr schulisch,
2014,Deutsche,,Berufsgrundbildungsjahr schulisch,
2014,Deutsche,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsgrundbildungsjahr schulisch,
2014,Ausländerinnen und Ausländer,Allgemeine Hochschulreife,Berufsgrundbildungsjahr schulisch,
2014,Ausländerinnen und Ausländer,Fachhochschulreife,Berufsgrundbildungsjahr schulisch,
2014,Ausländerinnen und Ausländer,Realschulabschluss,Berufsgrundbildungsjahr schulisch,
2014,Ausländerinnen und Ausländer,Hauptschulabschluss,Berufsgrundbildungsjahr schulisch,
2014,Ausländerinnen und Ausländer,erfolgreicher Besuch,Berufsgrundbildungsjahr schulisch,
2014,Ausländerinnen und Ausländer,Entlassung aus dem Berufsvorbereitungsjahr,Berufsgrundbildungsjahr schulisch,
2014,Ausländerinnen und Ausländer,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Berufsgrundbildungsjahr schulisch,
2014,Ausländerinnen und Ausländer,ohne erfolgreichen Besuch/Abschluss,Berufsgrundbildungsjahr schulisch,
2014,Ausländerinnen und Ausländer,,Berufsgrundbildungsjahr schulisch,
2014,Ausländerinnen und Ausländer,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsgrundbildungsjahr schulisch,
2012,Deutsche,Allgemeine Hochschulreife,Berufsgrundbildungsjahr schulisch,
2012,Deutsche,Fachhochschulreife,Berufsgrundbildungsjahr schulisch,
2012,Deutsche,Realschulabschluss,Berufsgrundbildungsjahr schulisch,
2012,Deutsche,Hauptschulabschluss,Berufsgrundbildungsjahr schulisch,
2012,Deutsche,erfolgreicher Besuch,Berufsgrundbildungsjahr schulisch,
2012,Deutsche,Entlassung aus dem Berufsvorbereitungsjahr,Berufsgrundbildungsjahr schulisch,
2012,Deutsche,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Berufsgrundbildungsjahr schulisch,
2012,Deutsche,ohne erfolgreichen Besuch/Abschluss,Berufsgrundbildungsjahr schulisch,
2012,Deutsche,,Berufsgrundbildungsjahr schulisch,
2012,Deutsche,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsgrundbildungsjahr schulisch,
2012,Ausländerinnen und Ausländer,Allgemeine Hochschulreife,Berufsgrundbildungsjahr schulisch,
2012,Ausländerinnen und Ausländer,Fachhochschulreife,Berufsgrundbildungsjahr schulisch,
2012,Ausländerinnen und Ausländer,Realschulabschluss,Berufsgrundbildungsjahr schulisch,
2012,Ausländerinnen und Ausländer,Hauptschulabschluss,Berufsgrundbildungsjahr schulisch,
2012,Ausländerinnen und Ausländer,erfolgreicher Besuch,Berufsgrundbildungsjahr schulisch,
2012,Ausländerinnen und Ausländer,Entlassung aus dem Berufsvorbereitungsjahr,Berufsgrundbildungsjahr schulisch,
2012,Ausländerinnen und Ausländer,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Berufsgrundbildungsjahr schulisch,
2012,Ausländerinnen und Ausländer,ohne erfolgreichen Besuch/Abschluss,Berufsgrundbildungsjahr schulisch,
2012,Ausländerinnen und Ausländer,,Berufsgrundbildungsjahr schulisch,
2012,Ausländerinnen und Ausländer,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsgrundbildungsjahr schulisch,
2011,Deutsche,Allgemeine Hochschulreife,Berufsgrundbildungsjahr schulisch,
2011,Deutsche,Fachhochschulreife,Berufsgrundbildungsjahr schulisch,
2011,Deutsche,Realschulabschluss,Berufsgrundbildungsjahr schulisch,
2011,Deutsche,Hauptschulabschluss,Berufsgrundbildungsjahr schulisch,
2011,Deutsche,erfolgreicher Besuch,Berufsgrundbildungsjahr schulisch,
2011,Deutsche,Entlassung aus dem Berufsvorbereitungsjahr,Berufsgrundbildungsjahr schulisch,
2011,Deutsche,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Berufsgrundbildungsjahr schulisch,
2011,Deutsche,ohne erfolgreichen Besuch/Abschluss,Berufsgrundbildungsjahr schulisch,
2011,Deutsche,,Berufsgrundbildungsjahr schulisch,
2011,Deutsche,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsgrundbildungsjahr schulisch,
2011,Ausländerinnen und Ausländer,Allgemeine Hochschulreife,Berufsgrundbildungsjahr schulisch,
2011,Ausländerinnen und Ausländer,Fachhochschulreife,Berufsgrundbildungsjahr schulisch,
2011,Ausländerinnen und Ausländer,Realschulabschluss,Berufsgrundbildungsjahr schulisch,
2011,Ausländerinnen und Ausländer,Hauptschulabschluss,Berufsgrundbildungsjahr schulisch,
2011,Ausländerinnen und Ausländer,erfolgreicher Besuch,Berufsgrundbildungsjahr schulisch,
2011,Ausländerinnen und Ausländer,Entlassung aus dem Berufsvorbereitungsjahr,Berufsgrundbildungsjahr schulisch,
2011,Ausländerinnen und Ausländer,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Berufsgrundbildungsjahr schulisch,
2011,Ausländerinnen und Ausländer,ohne erfolgreichen Besuch/Abschluss,Berufsgrundbildungsjahr schulisch,
2011,Ausländerinnen und Ausländer,,Berufsgrundbildungsjahr schulisch,
2011,Ausländerinnen und Ausländer,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsgrundbildungsjahr schulisch,
2010,Deutsche,Allgemeine Hochschulreife,Berufsgrundbildungsjahr schulisch,
2010,Deutsche,Fachhochschulreife,Berufsgrundbildungsjahr schulisch,
2010,Deutsche,Realschulabschluss,Berufsgrundbildungsjahr schulisch,
2010,Deutsche,Hauptschulabschluss,Berufsgrundbildungsjahr schulisch,
2010,Deutsche,erfolgreicher Besuch,Berufsgrundbildungsjahr schulisch,
2010,Deutsche,Entlassung aus dem Berufsvorbereitungsjahr,Berufsgrundbildungsjahr schulisch,
2010,Deutsche,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Berufsgrundbildungsjahr schulisch,
2010,Deutsche,ohne erfolgreichen Besuch/Abschluss,Berufsgrundbildungsjahr schulisch,
2010,Deutsche,,Berufsgrundbildungsjahr schulisch,
2010,Deutsche,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsgrundbildungsjahr schulisch,
2010,Ausländerinnen und Ausländer,Allgemeine Hochschulreife,Berufsgrundbildungsjahr schulisch,
2010,Ausländerinnen und Ausländer,Fachhochschulreife,Berufsgrundbildungsjahr schulisch,
2010,Ausländerinnen und Ausländer,Realschulabschluss,Berufsgrundbildungsjahr schulisch,
2010,Ausländerinnen und Ausländer,Hauptschulabschluss,Berufsgrundbildungsjahr schulisch,
2010,Ausländerinnen und Ausländer,erfolgreicher Besuch,Berufsgrundbildungsjahr schulisch,
2010,Ausländerinnen und Ausländer,Entlassung aus dem Berufsvorbereitungsjahr,Berufsgrundbildungsjahr schulisch,
2010,Ausländerinnen und Ausländer,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Berufsgrundbildungsjahr schulisch,
2010,Ausländerinnen und Ausländer,ohne erfolgreichen Besuch/Abschluss,Berufsgrundbildungsjahr schulisch,
2010,Ausländerinnen und Ausländer,,Berufsgrundbildungsjahr schulisch,
2010,Ausländerinnen und Ausländer,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsgrundbildungsjahr schulisch,
2006,Deutsche,Allgemeine Hochschulreife,Berufsgrundbildungsjahr schulisch,
2006,Deutsche,Fachhochschulreife,Berufsgrundbildungsjahr schulisch,
2006,Deutsche,Realschulabschluss,Berufsgrundbildungsjahr schulisch,
2006,Deutsche,Hauptschulabschluss,Berufsgrundbildungsjahr schulisch,741.0
2006,Deutsche,erfolgreicher Besuch,Berufsgrundbildungsjahr schulisch,6868.0
2006,Deutsche,Entlassung aus dem Berufsvorbereitungsjahr,Berufsgrundbildungsjahr schulisch,
2006,Deutsche,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Berufsgrundbildungsjahr schulisch,1.0
2006,Deutsche,ohne erfolgreichen Besuch/Abschluss,Berufsgrundbildungsjahr schulisch,2928.0
2006,Deutsche,,Berufsgrundbildungsjahr schulisch,10538.0
2006,Deutsche,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsgrundbildungsjahr schulisch,1312.0
2006,Ausländerinnen und Ausländer,Allgemeine Hochschulreife,Berufsgrundbildungsjahr schulisch,
2006,Ausländerinnen und Ausländer,Fachhochschulreife,Berufsgrundbildungsjahr schulisch,
2006,Ausländerinnen und Ausländer,Realschulabschluss,Berufsgrundbildungsjahr schulisch,
2006,Ausländerinnen und Ausländer,Hauptschulabschluss,Berufsgrundbildungsjahr schulisch,65.0
2006,Ausländerinnen und Ausländer,erfolgreicher Besuch,Berufsgrundbildungsjahr schulisch,232.0
2006,Ausländerinnen und Ausländer,Entlassung aus dem Berufsvorbereitungsjahr,Berufsgrundbildungsjahr schulisch,
2006,Ausländerinnen und Ausländer,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Berufsgrundbildungsjahr schulisch,
2006,Ausländerinnen und Ausländer,ohne erfolgreichen Besuch/Abschluss,Berufsgrundbildungsjahr schulisch,237.0
2006,Ausländerinnen und Ausländer,,Berufsgrundbildungsjahr schulisch,534.0
2006,Ausländerinnen und Ausländer,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsgrundbildungsjahr schulisch,164.0
2005,Deutsche,Allgemeine Hochschulreife,Berufsgrundbildungsjahr schulisch,
2005,Deutsche,Fachhochschulreife,Berufsgrundbildungsjahr schulisch,
2005,Deutsche,Realschulabschluss,Berufsgrundbildungsjahr schulisch,
2005,Deutsche,Hauptschulabschluss,Berufsgrundbildungsjahr schulisch,856.0
2005,Deutsche,erfolgreicher Besuch,Berufsgrundbildungsjahr schulisch,6893.0
2005,Deutsche,Entlassung aus dem Berufsvorbereitungsjahr,Berufsgrundbildungsjahr schulisch,
2005,Deutsche,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Berufsgrundbildungsjahr schulisch,14.0
2005,Deutsche,ohne erfolgreichen Besuch/Abschluss,Berufsgrundbildungsjahr schulisch,2882.0
2005,Deutsche,,Berufsgrundbildungsjahr schulisch,10645.0
2005,Deutsche,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsgrundbildungsjahr schulisch,1405.0
2005,Ausländerinnen und Ausländer,Allgemeine Hochschulreife,Berufsgrundbildungsjahr schulisch,
2005,Ausländerinnen und Ausländer,Fachhochschulreife,Berufsgrundbildungsjahr schulisch,
2005,Ausländerinnen und Ausländer,Realschulabschluss,Berufsgrundbildungsjahr schulisch,
2005,Ausländerinnen und Ausländer,Hauptschulabschluss,Berufsgrundbildungsjahr schulisch,86.0
2005,Ausländerinnen und Ausländer,erfolgreicher Besuch,Berufsgrundbildungsjahr schulisch,230.0
2005,Ausländerinnen und Ausländer,Entlassung aus dem Berufsvorbereitungsjahr,Berufsgrundbildungsjahr schulisch,
2005,Ausländerinnen und Ausländer,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Berufsgrundbildungsjahr schulisch,
2005,Ausländerinnen und Ausländer,ohne erfolgreichen Besuch/Abschluss,Berufsgrundbildungsjahr schulisch,236.0
2005,Ausländerinnen und Ausländer,,Berufsgrundbildungsjahr schulisch,552.0
2005,Ausländerinnen und Ausländer,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsgrundbildungsjahr schulisch,167.0
2019,Deutsche,Allgemeine Hochschulreife,Berufseinstiegsklasse,
2019,Deutsche,Fachhochschulreife,Berufseinstiegsklasse,
2019,Deutsche,Schulischer Teil der Fachhochschulreife,Berufseinstiegsklasse,
2019,Deutsche,Realschulabschluss,Berufseinstiegsklasse,
2019,Deutsche,Hauptschulabschluss,Berufseinstiegsklasse,1259.0
2019,Deutsche,Erfolgreicher Besuch,Berufseinstiegsklasse,195.0
2019,Deutsche,Entlassungen aus dem Berufsvorbereitungsjahr,Berufseinstiegsklasse,
2019,Deutsche,Ohne erfolgreichen Besuch/Abschluss,Berufseinstiegsklasse,721.0
2019,Deutsche,,Berufseinstiegsklasse,2175.0
2019,Deutsche,   nachrichtlich: Abbruch im laufenden Schuljahr,Berufseinstiegsklasse,395.0
2019,Ausländerinnen und Ausländer,Allgemeine Hochschulreife,Berufseinstiegsklasse,
2019,Ausländerinnen und Ausländer,Fachhochschulreife,Berufseinstiegsklasse,
2019,Ausländerinnen und Ausländer,Schulischer Teil der Fachhochschulreife,Berufseinstiegsklasse,
2019,Ausländerinnen und Ausländer,Realschulabschluss,Berufseinstiegsklasse,
2019,Ausländerinnen und Ausländer,Hauptschulabschluss,Berufseinstiegsklasse,1055.0
2019,Ausländerinnen und Ausländer,Erfolgreicher Besuch,Berufseinstiegsklasse,70.0
2019,Ausländerinnen und Ausländer,Entlassungen aus dem Berufsvorbereitungsjahr,Berufseinstiegsklasse,
2019,Ausländerinnen und Ausländer,Ohne erfolgreichen Besuch/Abschluss,Berufseinstiegsklasse,343.0
2019,Ausländerinnen und Ausländer,,Berufseinstiegsklasse,1468.0
2019,Ausländerinnen und Ausländer,   nachrichtlich: Abbruch im laufenden Schuljahr,Berufseinstiegsklasse,326.0
2018,Deutsche,Allgemeine Hochschulreife,Berufseinstiegsklasse,
2018,Deutsche,Fachhochschulreife,Berufseinstiegsklasse,
2018,Deutsche,Schulischer Teil der Fachhochschulreife,Berufseinstiegsklasse,
2018,Deutsche,Realschulabschluss,Berufseinstiegsklasse,
2018,Deutsche,Hauptschulabschluss,Berufseinstiegsklasse,1493.0
2018,Deutsche,Erfolgreicher Besuch,Berufseinstiegsklasse,159.0
2018,Deutsche,Entlassungen aus dem Berufsvorbereitungsjahr,Berufseinstiegsklasse,
2018,Deutsche,Ohne erfolgreichen Besuch/Abschluss,Berufseinstiegsklasse,784.0
2018,Deutsche,,Berufseinstiegsklasse,2436.0
2018,Deutsche,   nachrichtlich: Abbruch im laufenden Schuljahr,Berufseinstiegsklasse,406.0
2018,Ausländerinnen und Ausländer,Allgemeine Hochschulreife,Berufseinstiegsklasse,
2018,Ausländerinnen und Ausländer,Fachhochschulreife,Berufseinstiegsklasse,
2018,Ausländerinnen und Ausländer,Schulischer Teil der Fachhochschulreife,Berufseinstiegsklasse,
2018,Ausländerinnen und Ausländer,Realschulabschluss,Berufseinstiegsklasse,
2018,Ausländerinnen und Ausländer,Hauptschulabschluss,Berufseinstiegsklasse,1227.0
